analysis_unit_id,source_article_doi,source_pmcid,source_license,source_asset_id,source_worksheet,source_row,source_cell,protein_source_identifier,result_unit_id,particle,assay_replicate,author_reported_lfq,author_value_state
PXD017052:Sheet1:50:EXP18102_X1067_A_MSB37241A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,50,Sheet1!BP50,A0A0B4J2D9,EXP18102_X1067_A_MSB37241A,SP-003-001,1,0,NUMERIC
PXD017052:Sheet1:50:EXP18102_X1068_A_MSB37242A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,50,Sheet1!BQ50,A0A0B4J2D9,EXP18102_X1068_A_MSB37242A,SP-003-001,3,0,NUMERIC
PXD017052:Sheet1:50:EXP18102_X1108_A_MSB37282A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,50,Sheet1!BR50,A0A0B4J2D9,EXP18102_X1108_A_MSB37282A,SP-007-002,1,0,NUMERIC
PXD017052:Sheet1:50:EXP18102_X1109_A_MSB37283A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,50,Sheet1!BS50,A0A0B4J2D9,EXP18102_X1109_A_MSB37283A,SP-007-002,3,0,NUMERIC
PXD017052:Sheet1:50:EXP18102_X1110_B_MSB37284B,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,50,Sheet1!BT50,A0A0B4J2D9,EXP18102_X1110_B_MSB37284B,SP-007-002,2,0,NUMERIC
PXD017052:Sheet1:50:EXP18102_X1114_A_MSB37288A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,50,Sheet1!BU50,A0A0B4J2D9,EXP18102_X1114_A_MSB37288A,SP-011-001,3,0,NUMERIC
PXD017052:Sheet1:50:EXP18102_X1115_A_MSB37289A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,50,Sheet1!BV50,A0A0B4J2D9,EXP18102_X1115_A_MSB37289A,SP-011-001,2,0,NUMERIC
PXD017052:Sheet1:50:EXP18102_X1116_A_MSB37290A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,50,Sheet1!BW50,A0A0B4J2D9,EXP18102_X1116_A_MSB37290A,SP-011-001,1,0,NUMERIC
PXD017052:Sheet1:51:EXP18102_X1066_A_MSB37240A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,51,Sheet1!BO51,A0A3B3ITT3;A0A0C4DFN3;Q99685;E7EWX8;Q99685-2,EXP18102_X1066_A_MSB37240A,SP-003-001,2,4876600,NUMERIC
PXD017052:Sheet1:51:EXP18102_X1067_A_MSB37241A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,51,Sheet1!BP51,A0A3B3ITT3;A0A0C4DFN3;Q99685;E7EWX8;Q99685-2,EXP18102_X1067_A_MSB37241A,SP-003-001,1,0,NUMERIC
PXD017052:Sheet1:51:EXP18102_X1068_A_MSB37242A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,51,Sheet1!BQ51,A0A3B3ITT3;A0A0C4DFN3;Q99685;E7EWX8;Q99685-2,EXP18102_X1068_A_MSB37242A,SP-003-001,3,5596900,NUMERIC
PXD017052:Sheet1:51:EXP18102_X1108_A_MSB37282A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,51,Sheet1!BR51,A0A3B3ITT3;A0A0C4DFN3;Q99685;E7EWX8;Q99685-2,EXP18102_X1108_A_MSB37282A,SP-007-002,1,0,NUMERIC
PXD017052:Sheet1:51:EXP18102_X1109_A_MSB37283A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,51,Sheet1!BS51,A0A3B3ITT3;A0A0C4DFN3;Q99685;E7EWX8;Q99685-2,EXP18102_X1109_A_MSB37283A,SP-007-002,3,0,NUMERIC
PXD017052:Sheet1:51:EXP18102_X1110_B_MSB37284B,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,51,Sheet1!BT51,A0A3B3ITT3;A0A0C4DFN3;Q99685;E7EWX8;Q99685-2,EXP18102_X1110_B_MSB37284B,SP-007-002,2,0,NUMERIC
PXD017052:Sheet1:51:EXP18102_X1114_A_MSB37288A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,51,Sheet1!BU51,A0A3B3ITT3;A0A0C4DFN3;Q99685;E7EWX8;Q99685-2,EXP18102_X1114_A_MSB37288A,SP-011-001,3,16003000,NUMERIC
PXD017052:Sheet1:51:EXP18102_X1115_A_MSB37289A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,51,Sheet1!BV51,A0A3B3ITT3;A0A0C4DFN3;Q99685;E7EWX8;Q99685-2,EXP18102_X1115_A_MSB37289A,SP-011-001,2,5792100,NUMERIC
PXD017052:Sheet1:51:EXP18102_X1116_A_MSB37290A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,51,Sheet1!BW51,A0A3B3ITT3;A0A0C4DFN3;Q99685;E7EWX8;Q99685-2,EXP18102_X1116_A_MSB37290A,SP-011-001,1,0,NUMERIC
PXD017052:Sheet1:52:EXP18102_X1066_A_MSB37240A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,52,Sheet1!BO52,A0A0C4DFP6;Q9NQ79-3;Q9NQ79-2;Q9NQ79,EXP18102_X1066_A_MSB37240A,SP-003-001,2,212780000,NUMERIC
PXD017052:Sheet1:52:EXP18102_X1067_A_MSB37241A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,52,Sheet1!BP52,A0A0C4DFP6;Q9NQ79-3;Q9NQ79-2;Q9NQ79,EXP18102_X1067_A_MSB37241A,SP-003-001,1,194390000,NUMERIC
PXD017052:Sheet1:52:EXP18102_X1068_A_MSB37242A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,52,Sheet1!BQ52,A0A0C4DFP6;Q9NQ79-3;Q9NQ79-2;Q9NQ79,EXP18102_X1068_A_MSB37242A,SP-003-001,3,251650000,NUMERIC
PXD017052:Sheet1:52:EXP18102_X1108_A_MSB37282A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,52,Sheet1!BR52,A0A0C4DFP6;Q9NQ79-3;Q9NQ79-2;Q9NQ79,EXP18102_X1108_A_MSB37282A,SP-007-002,1,70801000,NUMERIC
PXD017052:Sheet1:52:EXP18102_X1109_A_MSB37283A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,52,Sheet1!BS52,A0A0C4DFP6;Q9NQ79-3;Q9NQ79-2;Q9NQ79,EXP18102_X1109_A_MSB37283A,SP-007-002,3,87308000,NUMERIC
PXD017052:Sheet1:52:EXP18102_X1110_B_MSB37284B,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,52,Sheet1!BT52,A0A0C4DFP6;Q9NQ79-3;Q9NQ79-2;Q9NQ79,EXP18102_X1110_B_MSB37284B,SP-007-002,2,210840000,NUMERIC
PXD017052:Sheet1:52:EXP18102_X1114_A_MSB37288A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,52,Sheet1!BU52,A0A0C4DFP6;Q9NQ79-3;Q9NQ79-2;Q9NQ79,EXP18102_X1114_A_MSB37288A,SP-011-001,3,47935000,NUMERIC
PXD017052:Sheet1:52:EXP18102_X1115_A_MSB37289A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,52,Sheet1!BV52,A0A0C4DFP6;Q9NQ79-3;Q9NQ79-2;Q9NQ79,EXP18102_X1115_A_MSB37289A,SP-011-001,2,81891000,NUMERIC
PXD017052:Sheet1:52:EXP18102_X1116_A_MSB37290A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,52,Sheet1!BW52,A0A0C4DFP6;Q9NQ79-3;Q9NQ79-2;Q9NQ79,EXP18102_X1116_A_MSB37290A,SP-011-001,1,68619000,NUMERIC
PXD017052:Sheet1:53:EXP18102_X1066_A_MSB37240A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,53,Sheet1!BO53,A0A0C4DGQ5;P04632;K7EKD8;K7ELJ7;Q96L46,EXP18102_X1066_A_MSB37240A,SP-003-001,2,0,NUMERIC
PXD017052:Sheet1:53:EXP18102_X1067_A_MSB37241A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,53,Sheet1!BP53,A0A0C4DGQ5;P04632;K7EKD8;K7ELJ7;Q96L46,EXP18102_X1067_A_MSB37241A,SP-003-001,1,0,NUMERIC
PXD017052:Sheet1:53:EXP18102_X1068_A_MSB37242A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,53,Sheet1!BQ53,A0A0C4DGQ5;P04632;K7EKD8;K7ELJ7;Q96L46,EXP18102_X1068_A_MSB37242A,SP-003-001,3,0,NUMERIC
PXD017052:Sheet1:53:EXP18102_X1108_A_MSB37282A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,53,Sheet1!BR53,A0A0C4DGQ5;P04632;K7EKD8;K7ELJ7;Q96L46,EXP18102_X1108_A_MSB37282A,SP-007-002,1,26250000,NUMERIC
PXD017052:Sheet1:53:EXP18102_X1109_A_MSB37283A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,53,Sheet1!BS53,A0A0C4DGQ5;P04632;K7EKD8;K7ELJ7;Q96L46,EXP18102_X1109_A_MSB37283A,SP-007-002,3,36798000,NUMERIC
PXD017052:Sheet1:53:EXP18102_X1110_B_MSB37284B,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,53,Sheet1!BT53,A0A0C4DGQ5;P04632;K7EKD8;K7ELJ7;Q96L46,EXP18102_X1110_B_MSB37284B,SP-007-002,2,0,NUMERIC
PXD017052:Sheet1:53:EXP18102_X1114_A_MSB37288A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,53,Sheet1!BU53,A0A0C4DGQ5;P04632;K7EKD8;K7ELJ7;Q96L46,EXP18102_X1114_A_MSB37288A,SP-011-001,3,0,NUMERIC
PXD017052:Sheet1:53:EXP18102_X1115_A_MSB37289A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,53,Sheet1!BV53,A0A0C4DGQ5;P04632;K7EKD8;K7ELJ7;Q96L46,EXP18102_X1115_A_MSB37289A,SP-011-001,2,0,NUMERIC
PXD017052:Sheet1:53:EXP18102_X1116_A_MSB37290A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,53,Sheet1!BW53,A0A0C4DGQ5;P04632;K7EKD8;K7ELJ7;Q96L46,EXP18102_X1116_A_MSB37290A,SP-011-001,1,0,NUMERIC
PXD017052:Sheet1:54:EXP18102_X1066_A_MSB37240A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,54,Sheet1!BO54,A0A0C4DGZ8;P07359,EXP18102_X1066_A_MSB37240A,SP-003-001,2,284430000,NUMERIC
PXD017052:Sheet1:54:EXP18102_X1067_A_MSB37241A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,54,Sheet1!BP54,A0A0C4DGZ8;P07359,EXP18102_X1067_A_MSB37241A,SP-003-001,1,171060000,NUMERIC
PXD017052:Sheet1:54:EXP18102_X1068_A_MSB37242A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,54,Sheet1!BQ54,A0A0C4DGZ8;P07359,EXP18102_X1068_A_MSB37242A,SP-003-001,3,264810000,NUMERIC
PXD017052:Sheet1:54:EXP18102_X1108_A_MSB37282A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,54,Sheet1!BR54,A0A0C4DGZ8;P07359,EXP18102_X1108_A_MSB37282A,SP-007-002,1,1165100000,NUMERIC
PXD017052:Sheet1:54:EXP18102_X1109_A_MSB37283A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,54,Sheet1!BS54,A0A0C4DGZ8;P07359,EXP18102_X1109_A_MSB37283A,SP-007-002,3,1110500000,NUMERIC
PXD017052:Sheet1:54:EXP18102_X1110_B_MSB37284B,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,54,Sheet1!BT54,A0A0C4DGZ8;P07359,EXP18102_X1110_B_MSB37284B,SP-007-002,2,1219500000,NUMERIC
PXD017052:Sheet1:54:EXP18102_X1114_A_MSB37288A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,54,Sheet1!BU54,A0A0C4DGZ8;P07359,EXP18102_X1114_A_MSB37288A,SP-011-001,3,285570000,NUMERIC
PXD017052:Sheet1:54:EXP18102_X1115_A_MSB37289A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,54,Sheet1!BV54,A0A0C4DGZ8;P07359,EXP18102_X1115_A_MSB37289A,SP-011-001,2,285810000,NUMERIC
PXD017052:Sheet1:54:EXP18102_X1116_A_MSB37290A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,54,Sheet1!BW54,A0A0C4DGZ8;P07359,EXP18102_X1116_A_MSB37290A,SP-011-001,1,402360000,NUMERIC
PXD017052:Sheet1:55:EXP18102_X1066_A_MSB37240A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,55,Sheet1!BO55,A0A0C4DH33,EXP18102_X1066_A_MSB37240A,SP-003-001,2,0,NUMERIC
PXD017052:Sheet1:55:EXP18102_X1067_A_MSB37241A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,55,Sheet1!BP55,A0A0C4DH33,EXP18102_X1067_A_MSB37241A,SP-003-001,1,0,NUMERIC
PXD017052:Sheet1:55:EXP18102_X1068_A_MSB37242A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,55,Sheet1!BQ55,A0A0C4DH33,EXP18102_X1068_A_MSB37242A,SP-003-001,3,0,NUMERIC
PXD017052:Sheet1:55:EXP18102_X1108_A_MSB37282A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,55,Sheet1!BR55,A0A0C4DH33,EXP18102_X1108_A_MSB37282A,SP-007-002,1,0,NUMERIC
PXD017052:Sheet1:55:EXP18102_X1109_A_MSB37283A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,55,Sheet1!BS55,A0A0C4DH33,EXP18102_X1109_A_MSB37283A,SP-007-002,3,10945000,NUMERIC
PXD017052:Sheet1:55:EXP18102_X1110_B_MSB37284B,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,55,Sheet1!BT55,A0A0C4DH33,EXP18102_X1110_B_MSB37284B,SP-007-002,2,44108000,NUMERIC
PXD017052:Sheet1:55:EXP18102_X1114_A_MSB37288A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,55,Sheet1!BU55,A0A0C4DH33,EXP18102_X1114_A_MSB37288A,SP-011-001,3,0,NUMERIC
PXD017052:Sheet1:55:EXP18102_X1115_A_MSB37289A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,55,Sheet1!BV55,A0A0C4DH33,EXP18102_X1115_A_MSB37289A,SP-011-001,2,0,NUMERIC
PXD017052:Sheet1:55:EXP18102_X1116_A_MSB37290A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,55,Sheet1!BW55,A0A0C4DH33,EXP18102_X1116_A_MSB37290A,SP-011-001,1,0,NUMERIC
PXD017052:Sheet1:56:EXP18102_X1066_A_MSB37240A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,56,Sheet1!BO56,A0A0C4DH38;A0A0J9YXX1,EXP18102_X1066_A_MSB37240A,SP-003-001,2,69226000,NUMERIC
PXD017052:Sheet1:56:EXP18102_X1067_A_MSB37241A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,56,Sheet1!BP56,A0A0C4DH38;A0A0J9YXX1,EXP18102_X1067_A_MSB37241A,SP-003-001,1,62146000,NUMERIC
PXD017052:Sheet1:56:EXP18102_X1068_A_MSB37242A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,56,Sheet1!BQ56,A0A0C4DH38;A0A0J9YXX1,EXP18102_X1068_A_MSB37242A,SP-003-001,3,38190000,NUMERIC
PXD017052:Sheet1:56:EXP18102_X1108_A_MSB37282A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,56,Sheet1!BR56,A0A0C4DH38;A0A0J9YXX1,EXP18102_X1108_A_MSB37282A,SP-007-002,1,31193000,NUMERIC
PXD017052:Sheet1:56:EXP18102_X1109_A_MSB37283A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,56,Sheet1!BS56,A0A0C4DH38;A0A0J9YXX1,EXP18102_X1109_A_MSB37283A,SP-007-002,3,35528000,NUMERIC
PXD017052:Sheet1:56:EXP18102_X1110_B_MSB37284B,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,56,Sheet1!BT56,A0A0C4DH38;A0A0J9YXX1,EXP18102_X1110_B_MSB37284B,SP-007-002,2,24811000,NUMERIC
PXD017052:Sheet1:56:EXP18102_X1114_A_MSB37288A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,56,Sheet1!BU56,A0A0C4DH38;A0A0J9YXX1,EXP18102_X1114_A_MSB37288A,SP-011-001,3,0,NUMERIC
PXD017052:Sheet1:56:EXP18102_X1115_A_MSB37289A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,56,Sheet1!BV56,A0A0C4DH38;A0A0J9YXX1,EXP18102_X1115_A_MSB37289A,SP-011-001,2,0,NUMERIC
PXD017052:Sheet1:56:EXP18102_X1116_A_MSB37290A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,56,Sheet1!BW56,A0A0C4DH38;A0A0J9YXX1,EXP18102_X1116_A_MSB37290A,SP-011-001,1,0,NUMERIC
PXD017052:Sheet1:57:EXP18102_X1066_A_MSB37240A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,57,Sheet1!BO57,A0A0C4DH43,EXP18102_X1066_A_MSB37240A,SP-003-001,2,69449000,NUMERIC
PXD017052:Sheet1:57:EXP18102_X1067_A_MSB37241A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,57,Sheet1!BP57,A0A0C4DH43,EXP18102_X1067_A_MSB37241A,SP-003-001,1,43582000,NUMERIC
PXD017052:Sheet1:57:EXP18102_X1068_A_MSB37242A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,57,Sheet1!BQ57,A0A0C4DH43,EXP18102_X1068_A_MSB37242A,SP-003-001,3,0,NUMERIC
PXD017052:Sheet1:57:EXP18102_X1108_A_MSB37282A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,57,Sheet1!BR57,A0A0C4DH43,EXP18102_X1108_A_MSB37282A,SP-007-002,1,0,NUMERIC
PXD017052:Sheet1:57:EXP18102_X1109_A_MSB37283A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,57,Sheet1!BS57,A0A0C4DH43,EXP18102_X1109_A_MSB37283A,SP-007-002,3,0,NUMERIC
PXD017052:Sheet1:57:EXP18102_X1110_B_MSB37284B,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,57,Sheet1!BT57,A0A0C4DH43,EXP18102_X1110_B_MSB37284B,SP-007-002,2,0,NUMERIC
PXD017052:Sheet1:57:EXP18102_X1114_A_MSB37288A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,57,Sheet1!BU57,A0A0C4DH43,EXP18102_X1114_A_MSB37288A,SP-011-001,3,0,NUMERIC
PXD017052:Sheet1:57:EXP18102_X1115_A_MSB37289A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,57,Sheet1!BV57,A0A0C4DH43,EXP18102_X1115_A_MSB37289A,SP-011-001,2,0,NUMERIC
PXD017052:Sheet1:57:EXP18102_X1116_A_MSB37290A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,57,Sheet1!BW57,A0A0C4DH43,EXP18102_X1116_A_MSB37290A,SP-011-001,1,0,NUMERIC
PXD017052:Sheet1:58:EXP18102_X1066_A_MSB37240A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,58,Sheet1!BO58,A0A0C4DH72;A0A0C4DH73;P01611;P01599,EXP18102_X1066_A_MSB37240A,SP-003-001,2,40700000,NUMERIC
PXD017052:Sheet1:58:EXP18102_X1067_A_MSB37241A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,58,Sheet1!BP58,A0A0C4DH72;A0A0C4DH73;P01611;P01599,EXP18102_X1067_A_MSB37241A,SP-003-001,1,0,NUMERIC
PXD017052:Sheet1:58:EXP18102_X1068_A_MSB37242A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,58,Sheet1!BQ58,A0A0C4DH72;A0A0C4DH73;P01611;P01599,EXP18102_X1068_A_MSB37242A,SP-003-001,3,55330000,NUMERIC
PXD017052:Sheet1:58:EXP18102_X1108_A_MSB37282A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,58,Sheet1!BR58,A0A0C4DH72;A0A0C4DH73;P01611;P01599,EXP18102_X1108_A_MSB37282A,SP-007-002,1,0,NUMERIC
PXD017052:Sheet1:58:EXP18102_X1109_A_MSB37283A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,58,Sheet1!BS58,A0A0C4DH72;A0A0C4DH73;P01611;P01599,EXP18102_X1109_A_MSB37283A,SP-007-002,3,0,NUMERIC
PXD017052:Sheet1:58:EXP18102_X1110_B_MSB37284B,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,58,Sheet1!BT58,A0A0C4DH72;A0A0C4DH73;P01611;P01599,EXP18102_X1110_B_MSB37284B,SP-007-002,2,0,NUMERIC
PXD017052:Sheet1:58:EXP18102_X1114_A_MSB37288A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,58,Sheet1!BU58,A0A0C4DH72;A0A0C4DH73;P01611;P01599,EXP18102_X1114_A_MSB37288A,SP-011-001,3,0,NUMERIC
PXD017052:Sheet1:58:EXP18102_X1115_A_MSB37289A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,58,Sheet1!BV58,A0A0C4DH72;A0A0C4DH73;P01611;P01599,EXP18102_X1115_A_MSB37289A,SP-011-001,2,0,NUMERIC
PXD017052:Sheet1:58:EXP18102_X1116_A_MSB37290A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,58,Sheet1!BW58,A0A0C4DH72;A0A0C4DH73;P01611;P01599,EXP18102_X1116_A_MSB37290A,SP-011-001,1,0,NUMERIC
PXD017052:Sheet1:59:EXP18102_X1066_A_MSB37240A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,59,Sheet1!BO59,A0A0D9SET1;A0A0G2JQ42;A0A0G2JRP6;G3V1M9;A0A0G2JMN8;A0A0G2JM13;A0A0G2JR74;P04280;P02812,EXP18102_X1066_A_MSB37240A,SP-003-001,2,0,NUMERIC
PXD017052:Sheet1:59:EXP18102_X1067_A_MSB37241A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,59,Sheet1!BP59,A0A0D9SET1;A0A0G2JQ42;A0A0G2JRP6;G3V1M9;A0A0G2JMN8;A0A0G2JM13;A0A0G2JR74;P04280;P02812,EXP18102_X1067_A_MSB37241A,SP-003-001,1,0,NUMERIC
PXD017052:Sheet1:59:EXP18102_X1068_A_MSB37242A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,59,Sheet1!BQ59,A0A0D9SET1;A0A0G2JQ42;A0A0G2JRP6;G3V1M9;A0A0G2JMN8;A0A0G2JM13;A0A0G2JR74;P04280;P02812,EXP18102_X1068_A_MSB37242A,SP-003-001,3,20347000,NUMERIC
PXD017052:Sheet1:59:EXP18102_X1108_A_MSB37282A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,59,Sheet1!BR59,A0A0D9SET1;A0A0G2JQ42;A0A0G2JRP6;G3V1M9;A0A0G2JMN8;A0A0G2JM13;A0A0G2JR74;P04280;P02812,EXP18102_X1108_A_MSB37282A,SP-007-002,1,0,NUMERIC
PXD017052:Sheet1:59:EXP18102_X1109_A_MSB37283A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,59,Sheet1!BS59,A0A0D9SET1;A0A0G2JQ42;A0A0G2JRP6;G3V1M9;A0A0G2JMN8;A0A0G2JM13;A0A0G2JR74;P04280;P02812,EXP18102_X1109_A_MSB37283A,SP-007-002,3,0,NUMERIC
