analysis_unit_id,source_article_doi,source_pmcid,source_license,source_asset_id,source_worksheet,source_row,source_cell,protein_source_identifier,result_unit_id,particle,assay_replicate,author_reported_lfq,author_value_state
PXD017052:Sheet1:603:EXP18102_X1109_A_MSB37283A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,603,Sheet1!BS603,P50991;P50991-2,EXP18102_X1109_A_MSB37283A,SP-007-002,3,0,NUMERIC
PXD017052:Sheet1:603:EXP18102_X1110_B_MSB37284B,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,603,Sheet1!BT603,P50991;P50991-2,EXP18102_X1110_B_MSB37284B,SP-007-002,2,0,NUMERIC
PXD017052:Sheet1:603:EXP18102_X1114_A_MSB37288A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,603,Sheet1!BU603,P50991;P50991-2,EXP18102_X1114_A_MSB37288A,SP-011-001,3,5486100,NUMERIC
PXD017052:Sheet1:603:EXP18102_X1115_A_MSB37289A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,603,Sheet1!BV603,P50991;P50991-2,EXP18102_X1115_A_MSB37289A,SP-011-001,2,0,NUMERIC
PXD017052:Sheet1:603:EXP18102_X1116_A_MSB37290A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,603,Sheet1!BW603,P50991;P50991-2,EXP18102_X1116_A_MSB37290A,SP-011-001,1,15713000,NUMERIC
PXD017052:Sheet1:604:EXP18102_X1066_A_MSB37240A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,604,Sheet1!BO604,P50995-2;P50995,EXP18102_X1066_A_MSB37240A,SP-003-001,2,13606000,NUMERIC
PXD017052:Sheet1:604:EXP18102_X1067_A_MSB37241A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,604,Sheet1!BP604,P50995-2;P50995,EXP18102_X1067_A_MSB37241A,SP-003-001,1,13439000,NUMERIC
PXD017052:Sheet1:604:EXP18102_X1068_A_MSB37242A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,604,Sheet1!BQ604,P50995-2;P50995,EXP18102_X1068_A_MSB37242A,SP-003-001,3,0,NUMERIC
PXD017052:Sheet1:604:EXP18102_X1108_A_MSB37282A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,604,Sheet1!BR604,P50995-2;P50995,EXP18102_X1108_A_MSB37282A,SP-007-002,1,0,NUMERIC
PXD017052:Sheet1:604:EXP18102_X1109_A_MSB37283A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,604,Sheet1!BS604,P50995-2;P50995,EXP18102_X1109_A_MSB37283A,SP-007-002,3,0,NUMERIC
PXD017052:Sheet1:604:EXP18102_X1110_B_MSB37284B,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,604,Sheet1!BT604,P50995-2;P50995,EXP18102_X1110_B_MSB37284B,SP-007-002,2,0,NUMERIC
PXD017052:Sheet1:604:EXP18102_X1114_A_MSB37288A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,604,Sheet1!BU604,P50995-2;P50995,EXP18102_X1114_A_MSB37288A,SP-011-001,3,0,NUMERIC
PXD017052:Sheet1:604:EXP18102_X1115_A_MSB37289A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,604,Sheet1!BV604,P50995-2;P50995,EXP18102_X1115_A_MSB37289A,SP-011-001,2,0,NUMERIC
PXD017052:Sheet1:604:EXP18102_X1116_A_MSB37290A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,604,Sheet1!BW604,P50995-2;P50995,EXP18102_X1116_A_MSB37290A,SP-011-001,1,0,NUMERIC
PXD017052:Sheet1:605:EXP18102_X1066_A_MSB37240A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,605,Sheet1!BO605,P51149;C9J4V0;C9J8S3;C9J4S4;C9J7D1,EXP18102_X1066_A_MSB37240A,SP-003-001,2,28674000,NUMERIC
PXD017052:Sheet1:605:EXP18102_X1067_A_MSB37241A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,605,Sheet1!BP605,P51149;C9J4V0;C9J8S3;C9J4S4;C9J7D1,EXP18102_X1067_A_MSB37241A,SP-003-001,1,0,NUMERIC
PXD017052:Sheet1:605:EXP18102_X1068_A_MSB37242A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,605,Sheet1!BQ605,P51149;C9J4V0;C9J8S3;C9J4S4;C9J7D1,EXP18102_X1068_A_MSB37242A,SP-003-001,3,22781000,NUMERIC
PXD017052:Sheet1:605:EXP18102_X1108_A_MSB37282A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,605,Sheet1!BR605,P51149;C9J4V0;C9J8S3;C9J4S4;C9J7D1,EXP18102_X1108_A_MSB37282A,SP-007-002,1,15367000,NUMERIC
PXD017052:Sheet1:605:EXP18102_X1109_A_MSB37283A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,605,Sheet1!BS605,P51149;C9J4V0;C9J8S3;C9J4S4;C9J7D1,EXP18102_X1109_A_MSB37283A,SP-007-002,3,10356000,NUMERIC
PXD017052:Sheet1:605:EXP18102_X1110_B_MSB37284B,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,605,Sheet1!BT605,P51149;C9J4V0;C9J8S3;C9J4S4;C9J7D1,EXP18102_X1110_B_MSB37284B,SP-007-002,2,3697400,NUMERIC
PXD017052:Sheet1:605:EXP18102_X1114_A_MSB37288A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,605,Sheet1!BU605,P51149;C9J4V0;C9J8S3;C9J4S4;C9J7D1,EXP18102_X1114_A_MSB37288A,SP-011-001,3,53801000,NUMERIC
PXD017052:Sheet1:605:EXP18102_X1115_A_MSB37289A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,605,Sheet1!BV605,P51149;C9J4V0;C9J8S3;C9J4S4;C9J7D1,EXP18102_X1115_A_MSB37289A,SP-011-001,2,52183000,NUMERIC
PXD017052:Sheet1:605:EXP18102_X1116_A_MSB37290A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,605,Sheet1!BW605,P51149;C9J4V0;C9J8S3;C9J4S4;C9J7D1,EXP18102_X1116_A_MSB37290A,SP-011-001,1,32284000,NUMERIC
PXD017052:Sheet1:606:EXP18102_X1066_A_MSB37240A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,606,Sheet1!BO606,P51452;P51452-2,EXP18102_X1066_A_MSB37240A,SP-003-001,2,0,NUMERIC
PXD017052:Sheet1:606:EXP18102_X1067_A_MSB37241A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,606,Sheet1!BP606,P51452;P51452-2,EXP18102_X1067_A_MSB37241A,SP-003-001,1,0,NUMERIC
PXD017052:Sheet1:606:EXP18102_X1068_A_MSB37242A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,606,Sheet1!BQ606,P51452;P51452-2,EXP18102_X1068_A_MSB37242A,SP-003-001,3,0,NUMERIC
PXD017052:Sheet1:606:EXP18102_X1108_A_MSB37282A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,606,Sheet1!BR606,P51452;P51452-2,EXP18102_X1108_A_MSB37282A,SP-007-002,1,0,NUMERIC
PXD017052:Sheet1:606:EXP18102_X1109_A_MSB37283A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,606,Sheet1!BS606,P51452;P51452-2,EXP18102_X1109_A_MSB37283A,SP-007-002,3,0,NUMERIC
PXD017052:Sheet1:606:EXP18102_X1110_B_MSB37284B,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,606,Sheet1!BT606,P51452;P51452-2,EXP18102_X1110_B_MSB37284B,SP-007-002,2,0,NUMERIC
PXD017052:Sheet1:606:EXP18102_X1114_A_MSB37288A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,606,Sheet1!BU606,P51452;P51452-2,EXP18102_X1114_A_MSB37288A,SP-011-001,3,6103500,NUMERIC
PXD017052:Sheet1:606:EXP18102_X1115_A_MSB37289A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,606,Sheet1!BV606,P51452;P51452-2,EXP18102_X1115_A_MSB37289A,SP-011-001,2,5412400,NUMERIC
PXD017052:Sheet1:606:EXP18102_X1116_A_MSB37290A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,606,Sheet1!BW606,P51452;P51452-2,EXP18102_X1116_A_MSB37290A,SP-011-001,1,0,NUMERIC
PXD017052:Sheet1:607:EXP18102_X1066_A_MSB37240A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,607,Sheet1!BO607,P51884;CON__Q05443,EXP18102_X1066_A_MSB37240A,SP-003-001,2,0,NUMERIC
PXD017052:Sheet1:607:EXP18102_X1067_A_MSB37241A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,607,Sheet1!BP607,P51884;CON__Q05443,EXP18102_X1067_A_MSB37241A,SP-003-001,1,0,NUMERIC
PXD017052:Sheet1:607:EXP18102_X1068_A_MSB37242A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,607,Sheet1!BQ607,P51884;CON__Q05443,EXP18102_X1068_A_MSB37242A,SP-003-001,3,0,NUMERIC
PXD017052:Sheet1:607:EXP18102_X1108_A_MSB37282A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,607,Sheet1!BR607,P51884;CON__Q05443,EXP18102_X1108_A_MSB37282A,SP-007-002,1,1953600000,NUMERIC
PXD017052:Sheet1:607:EXP18102_X1109_A_MSB37283A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,607,Sheet1!BS607,P51884;CON__Q05443,EXP18102_X1109_A_MSB37283A,SP-007-002,3,1891500000,NUMERIC
PXD017052:Sheet1:607:EXP18102_X1110_B_MSB37284B,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,607,Sheet1!BT607,P51884;CON__Q05443,EXP18102_X1110_B_MSB37284B,SP-007-002,2,2215100000,NUMERIC
PXD017052:Sheet1:607:EXP18102_X1114_A_MSB37288A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,607,Sheet1!BU607,P51884;CON__Q05443,EXP18102_X1114_A_MSB37288A,SP-011-001,3,0,NUMERIC
PXD017052:Sheet1:607:EXP18102_X1115_A_MSB37289A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,607,Sheet1!BV607,P51884;CON__Q05443,EXP18102_X1115_A_MSB37289A,SP-011-001,2,0,NUMERIC
PXD017052:Sheet1:607:EXP18102_X1116_A_MSB37290A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,607,Sheet1!BW607,P51884;CON__Q05443,EXP18102_X1116_A_MSB37290A,SP-011-001,1,0,NUMERIC
PXD017052:Sheet1:608:EXP18102_X1066_A_MSB37240A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,608,Sheet1!BO608,P52566,EXP18102_X1066_A_MSB37240A,SP-003-001,2,0,NUMERIC
PXD017052:Sheet1:608:EXP18102_X1067_A_MSB37241A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,608,Sheet1!BP608,P52566,EXP18102_X1067_A_MSB37241A,SP-003-001,1,0,NUMERIC
PXD017052:Sheet1:608:EXP18102_X1068_A_MSB37242A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,608,Sheet1!BQ608,P52566,EXP18102_X1068_A_MSB37242A,SP-003-001,3,0,NUMERIC
PXD017052:Sheet1:608:EXP18102_X1108_A_MSB37282A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,608,Sheet1!BR608,P52566,EXP18102_X1108_A_MSB37282A,SP-007-002,1,0,NUMERIC
PXD017052:Sheet1:608:EXP18102_X1109_A_MSB37283A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,608,Sheet1!BS608,P52566,EXP18102_X1109_A_MSB37283A,SP-007-002,3,0,NUMERIC
PXD017052:Sheet1:608:EXP18102_X1110_B_MSB37284B,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,608,Sheet1!BT608,P52566,EXP18102_X1110_B_MSB37284B,SP-007-002,2,0,NUMERIC
PXD017052:Sheet1:608:EXP18102_X1114_A_MSB37288A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,608,Sheet1!BU608,P52566,EXP18102_X1114_A_MSB37288A,SP-011-001,3,0,NUMERIC
PXD017052:Sheet1:608:EXP18102_X1115_A_MSB37289A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,608,Sheet1!BV608,P52566,EXP18102_X1115_A_MSB37289A,SP-011-001,2,0,NUMERIC
PXD017052:Sheet1:608:EXP18102_X1116_A_MSB37290A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,608,Sheet1!BW608,P52566,EXP18102_X1116_A_MSB37290A,SP-011-001,1,0,NUMERIC
PXD017052:Sheet1:609:EXP18102_X1066_A_MSB37240A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,609,Sheet1!BO609,P52907,EXP18102_X1066_A_MSB37240A,SP-003-001,2,95923000,NUMERIC
PXD017052:Sheet1:609:EXP18102_X1067_A_MSB37241A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,609,Sheet1!BP609,P52907,EXP18102_X1067_A_MSB37241A,SP-003-001,1,116320000,NUMERIC
PXD017052:Sheet1:609:EXP18102_X1068_A_MSB37242A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,609,Sheet1!BQ609,P52907,EXP18102_X1068_A_MSB37242A,SP-003-001,3,73931000,NUMERIC
PXD017052:Sheet1:609:EXP18102_X1108_A_MSB37282A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,609,Sheet1!BR609,P52907,EXP18102_X1108_A_MSB37282A,SP-007-002,1,59893000,NUMERIC
PXD017052:Sheet1:609:EXP18102_X1109_A_MSB37283A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,609,Sheet1!BS609,P52907,EXP18102_X1109_A_MSB37283A,SP-007-002,3,10320000,NUMERIC
PXD017052:Sheet1:609:EXP18102_X1110_B_MSB37284B,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,609,Sheet1!BT609,P52907,EXP18102_X1110_B_MSB37284B,SP-007-002,2,20106000,NUMERIC
PXD017052:Sheet1:609:EXP18102_X1114_A_MSB37288A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,609,Sheet1!BU609,P52907,EXP18102_X1114_A_MSB37288A,SP-011-001,3,108190000,NUMERIC
PXD017052:Sheet1:609:EXP18102_X1115_A_MSB37289A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,609,Sheet1!BV609,P52907,EXP18102_X1115_A_MSB37289A,SP-011-001,2,146060000,NUMERIC
PXD017052:Sheet1:609:EXP18102_X1116_A_MSB37290A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,609,Sheet1!BW609,P52907,EXP18102_X1116_A_MSB37290A,SP-011-001,1,137880000,NUMERIC
PXD017052:Sheet1:610:EXP18102_X1066_A_MSB37240A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,610,Sheet1!BO610,P53396-3;P53396-2;P53396,EXP18102_X1066_A_MSB37240A,SP-003-001,2,7952000,NUMERIC
PXD017052:Sheet1:610:EXP18102_X1067_A_MSB37241A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,610,Sheet1!BP610,P53396-3;P53396-2;P53396,EXP18102_X1067_A_MSB37241A,SP-003-001,1,1172300,NUMERIC
PXD017052:Sheet1:610:EXP18102_X1068_A_MSB37242A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,610,Sheet1!BQ610,P53396-3;P53396-2;P53396,EXP18102_X1068_A_MSB37242A,SP-003-001,3,4452700,NUMERIC
PXD017052:Sheet1:610:EXP18102_X1108_A_MSB37282A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,610,Sheet1!BR610,P53396-3;P53396-2;P53396,EXP18102_X1108_A_MSB37282A,SP-007-002,1,0,NUMERIC
PXD017052:Sheet1:610:EXP18102_X1109_A_MSB37283A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,610,Sheet1!BS610,P53396-3;P53396-2;P53396,EXP18102_X1109_A_MSB37283A,SP-007-002,3,1225200,NUMERIC
PXD017052:Sheet1:610:EXP18102_X1110_B_MSB37284B,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,610,Sheet1!BT610,P53396-3;P53396-2;P53396,EXP18102_X1110_B_MSB37284B,SP-007-002,2,0,NUMERIC
PXD017052:Sheet1:610:EXP18102_X1114_A_MSB37288A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,610,Sheet1!BU610,P53396-3;P53396-2;P53396,EXP18102_X1114_A_MSB37288A,SP-011-001,3,0,NUMERIC
PXD017052:Sheet1:610:EXP18102_X1115_A_MSB37289A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,610,Sheet1!BV610,P53396-3;P53396-2;P53396,EXP18102_X1115_A_MSB37289A,SP-011-001,2,0,NUMERIC
PXD017052:Sheet1:610:EXP18102_X1116_A_MSB37290A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,610,Sheet1!BW610,P53396-3;P53396-2;P53396,EXP18102_X1116_A_MSB37290A,SP-011-001,1,0,NUMERIC
PXD017052:Sheet1:611:EXP18102_X1066_A_MSB37240A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,611,Sheet1!BO611,P54577;A0A0C4DGZ5,EXP18102_X1066_A_MSB37240A,SP-003-001,2,15532000,NUMERIC
PXD017052:Sheet1:611:EXP18102_X1067_A_MSB37241A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,611,Sheet1!BP611,P54577;A0A0C4DGZ5,EXP18102_X1067_A_MSB37241A,SP-003-001,1,10819000,NUMERIC
PXD017052:Sheet1:611:EXP18102_X1068_A_MSB37242A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,611,Sheet1!BQ611,P54577;A0A0C4DGZ5,EXP18102_X1068_A_MSB37242A,SP-003-001,3,27803000,NUMERIC
PXD017052:Sheet1:611:EXP18102_X1108_A_MSB37282A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,611,Sheet1!BR611,P54577;A0A0C4DGZ5,EXP18102_X1108_A_MSB37282A,SP-007-002,1,0,NUMERIC
PXD017052:Sheet1:611:EXP18102_X1109_A_MSB37283A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,611,Sheet1!BS611,P54577;A0A0C4DGZ5,EXP18102_X1109_A_MSB37283A,SP-007-002,3,0,NUMERIC
PXD017052:Sheet1:611:EXP18102_X1110_B_MSB37284B,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,611,Sheet1!BT611,P54577;A0A0C4DGZ5,EXP18102_X1110_B_MSB37284B,SP-007-002,2,0,NUMERIC
PXD017052:Sheet1:611:EXP18102_X1114_A_MSB37288A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,611,Sheet1!BU611,P54577;A0A0C4DGZ5,EXP18102_X1114_A_MSB37288A,SP-011-001,3,0,NUMERIC
PXD017052:Sheet1:611:EXP18102_X1115_A_MSB37289A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,611,Sheet1!BV611,P54577;A0A0C4DGZ5,EXP18102_X1115_A_MSB37289A,SP-011-001,2,0,NUMERIC
PXD017052:Sheet1:611:EXP18102_X1116_A_MSB37290A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,611,Sheet1!BW611,P54577;A0A0C4DGZ5,EXP18102_X1116_A_MSB37290A,SP-011-001,1,0,NUMERIC
PXD017052:Sheet1:612:EXP18102_X1066_A_MSB37240A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,612,Sheet1!BO612,P55056,EXP18102_X1066_A_MSB37240A,SP-003-001,2,1086900000,NUMERIC
PXD017052:Sheet1:612:EXP18102_X1067_A_MSB37241A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,612,Sheet1!BP612,P55056,EXP18102_X1067_A_MSB37241A,SP-003-001,1,907780000,NUMERIC
PXD017052:Sheet1:612:EXP18102_X1068_A_MSB37242A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,612,Sheet1!BQ612,P55056,EXP18102_X1068_A_MSB37242A,SP-003-001,3,1423800000,NUMERIC
PXD017052:Sheet1:612:EXP18102_X1108_A_MSB37282A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,612,Sheet1!BR612,P55056,EXP18102_X1108_A_MSB37282A,SP-007-002,1,126060000,NUMERIC
PXD017052:Sheet1:612:EXP18102_X1109_A_MSB37283A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,612,Sheet1!BS612,P55056,EXP18102_X1109_A_MSB37283A,SP-007-002,3,219310000,NUMERIC
PXD017052:Sheet1:612:EXP18102_X1110_B_MSB37284B,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,612,Sheet1!BT612,P55056,EXP18102_X1110_B_MSB37284B,SP-007-002,2,123760000,NUMERIC
PXD017052:Sheet1:612:EXP18102_X1114_A_MSB37288A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,612,Sheet1!BU612,P55056,EXP18102_X1114_A_MSB37288A,SP-011-001,3,713440000,NUMERIC
PXD017052:Sheet1:612:EXP18102_X1115_A_MSB37289A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,612,Sheet1!BV612,P55056,EXP18102_X1115_A_MSB37289A,SP-011-001,2,792280000,NUMERIC
PXD017052:Sheet1:612:EXP18102_X1116_A_MSB37290A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,612,Sheet1!BW612,P55056,EXP18102_X1116_A_MSB37290A,SP-011-001,1,898870000,NUMERIC
PXD017052:Sheet1:613:EXP18102_X1066_A_MSB37240A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,613,Sheet1!BO613,P55058;P55058-3;P55058-4;P55058-2,EXP18102_X1066_A_MSB37240A,SP-003-001,2,88692000,NUMERIC
PXD017052:Sheet1:613:EXP18102_X1067_A_MSB37241A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,613,Sheet1!BP613,P55058;P55058-3;P55058-4;P55058-2,EXP18102_X1067_A_MSB37241A,SP-003-001,1,100460000,NUMERIC
PXD017052:Sheet1:613:EXP18102_X1068_A_MSB37242A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,613,Sheet1!BQ613,P55058;P55058-3;P55058-4;P55058-2,EXP18102_X1068_A_MSB37242A,SP-003-001,3,80395000,NUMERIC
PXD017052:Sheet1:613:EXP18102_X1108_A_MSB37282A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,613,Sheet1!BR613,P55058;P55058-3;P55058-4;P55058-2,EXP18102_X1108_A_MSB37282A,SP-007-002,1,16139000,NUMERIC
PXD017052:Sheet1:613:EXP18102_X1109_A_MSB37283A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,613,Sheet1!BS613,P55058;P55058-3;P55058-4;P55058-2,EXP18102_X1109_A_MSB37283A,SP-007-002,3,9336500,NUMERIC
PXD017052:Sheet1:613:EXP18102_X1110_B_MSB37284B,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,613,Sheet1!BT613,P55058;P55058-3;P55058-4;P55058-2,EXP18102_X1110_B_MSB37284B,SP-007-002,2,37927000,NUMERIC
PXD017052:Sheet1:613:EXP18102_X1114_A_MSB37288A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,613,Sheet1!BU613,P55058;P55058-3;P55058-4;P55058-2,EXP18102_X1114_A_MSB37288A,SP-011-001,3,251670000,NUMERIC
PXD017052:Sheet1:613:EXP18102_X1115_A_MSB37289A,10.1038/s41467-020-17033-7,PMC7376165,CC-BY-4.0,supplementary_data_2_lfq,Sheet1,613,Sheet1!BV613,P55058;P55058-3;P55058-4;P55058-2,EXP18102_X1115_A_MSB37289A,SP-011-001,2,407010000,NUMERIC
