model_id,measurement_batch_id,protein_count,spearman,mae,rmse,biological_unit_id,spearman_status
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0032_Healthy:SP-006,25,,0.26053294258127263,0.3007578679762364,014-0032,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0032_Healthy:SP-007,24,,0.2608695652173913,0.3012594023707161,014-0032,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0032_Healthy:SP-333,13,,0.2702556588101397,0.3120893134890326,014-0032,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0032_Healthy:SP-339,24,,0.2608695652173913,0.3012594023707161,014-0032,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0036_Healthy:SP-003,31,,0.25849430853328437,0.2984399541963548,014-0036,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0036_Healthy:SP-006,31,,0.2584943085332844,0.2984399541963548,014-0036,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0036_Healthy:SP-007,28,,0.25925925925925924,0.29947235299997166,014-0036,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0036_Healthy:SP-333,15,,0.26755490430212103,0.308894177041149,014-0036,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0036_Healthy:SP-339,26,,0.26,0.3002957165392698,014-0036,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0037_Healthy:SP-003,29,,0.25908012291489024,0.29910404821323927,014-0037,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0037_Healthy:SP-006,29,,0.25908012291489024,0.29910404821323927,014-0037,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0037_Healthy:SP-007,24,,0.2608695652173913,0.3012594023707161,014-0037,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0037_Healthy:SP-333,11,,0.27393850586652874,0.31650832117313044,014-0037,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0037_Healthy:SP-339,23,,0.26144885063181805,0.30180558026803345,014-0037,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0038_Healthy:SP-003,31,,0.2584943085332844,0.2984399541963548,014-0038,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0038_Healthy:SP-006,34,,0.25757575757575757,0.2975926003039589,014-0038,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0038_Healthy:SP-007,26,,0.26,0.3002957165392698,014-0038,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0038_Healthy:SP-333,21,,0.26253921735865793,0.30305805390799323,014-0038,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0038_Healthy:SP-339,25,,0.2605329425812727,0.3007578679762364,014-0038,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0041_Healthy:SP-003,30,,0.25862068965517243,0.2987607356095316,014-0041,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0041_Healthy:SP-006,31,,0.2584943085332844,0.29843995419635483,014-0041,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0041_Healthy:SP-007,19,,0.2638591349753588,0.3045818608591557,014-0041,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0041_Healthy:SP-333,23,,0.26144885063181816,0.30180558026803345,014-0041,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0041_Healthy:SP-339,22,,0.2619047619047619,0.3024026432451852,014-0041,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0049_Healthy:SP-003,30,,0.25862068965517243,0.29876073560953154,014-0049,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0049_Healthy:SP-006,32,,0.2580645161290322,0.2981395558982208,014-0049,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0049_Healthy:SP-007,24,,0.2608695652173913,0.3012594023707161,014-0049,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0049_Healthy:SP-333,15,,0.2675549043021211,0.308894177041149,014-0049,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0049_Healthy:SP-339,24,,0.2608695652173913,0.3012594023707161,014-0049,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0052_Healthy:SP-003,30,,0.2586206896551724,0.29876073560953154,014-0052,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0052_Healthy:SP-006,28,,0.25925925925925924,0.2994723529999717,014-0052,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0052_Healthy:SP-007,27,,0.2597527246122895,0.2998684830311835,014-0052,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0052_Healthy:SP-333,12,,0.2727272727272727,0.31410566033849496,014-0052,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0052_Healthy:SP-339,19,,0.2638591349753588,0.3045818608591557,014-0052,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0065_Healthy:SP-003,27,,0.25975272461228943,0.2998684830311835,014-0065,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0065_Healthy:SP-006,32,,0.25806451612903225,0.2981395558982208,014-0065,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0065_Healthy:SP-007,21,,0.2625392173586579,0.30305805390799323,014-0065,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0065_Healthy:SP-333,13,,0.27025565881013974,0.3120893134890326,014-0065,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0065_Healthy:SP-339,12,,0.27272727272727276,0.3141056603384949,014-0065,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0066_Healthy:SP-003,31,,0.25849430853328437,0.29843995419635483,014-0066,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0066_Healthy:SP-006,32,,0.25806451612903225,0.2981395558982208,014-0066,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0066_Healthy:SP-007,29,,0.2590801229148902,0.2991040482132393,014-0066,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0066_Healthy:SP-333,16,,0.26666666666666666,0.3076068299246262,014-0066,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0066_Healthy:SP-339,28,,0.25925925925925924,0.29947235299997166,014-0066,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0068_Healthy:SP-003,33,,0.2579795019555096,0.29785765734407454,014-0068,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0068_Healthy:SP-006,33,,0.2579795019555096,0.29785765734407454,014-0068,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0068_Healthy:SP-007,28,,0.25925925925925924,0.2994723529999717,014-0068,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0068_Healthy:SP-333,15,,0.2675549043021211,0.308894177041149,014-0068,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:014-0068_Healthy:SP-339,18,,0.2647058823529412,0.30547466715555033,014-0068,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:015-0005_Early:SP-003,32,,0.25806451612903225,0.2981395558982208,015-0005,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:015-0005_Early:SP-006,34,,0.25757575757575757,0.2975926003039589,015-0005,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:015-0005_Early:SP-007,30,,0.2586206896551724,0.29876073560953154,015-0005,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:015-0005_Early:SP-333,19,,0.26385913497535873,0.3045818608591557,015-0005,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:015-0005_Early:SP-339,29,,0.2590801229148902,0.29910404821323927,015-0005,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:015-0007_Early:SP-003,33,,0.2579795019555096,0.29785765734407454,015-0007,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:015-0007_Early:SP-006,32,,0.25806451612903225,0.2981395558982208,015-0007,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:015-0007_Early:SP-007,24,,0.2608695652173913,0.3012594023707161,015-0007,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:015-0007_Early:SP-333,13,,0.2702556588101397,0.3120893134890326,015-0007,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:015-0007_Early:SP-339,28,,0.25925925925925924,0.29947235299997166,015-0007,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:017-0071_Early:SP-003,10,,0.2777777777777778,0.31942036444736166,017-0071,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:017-0071_Early:SP-006,13,,0.2702556588101397,0.3120893134890327,017-0071,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:018-0004_Early:SP-003,33,,0.2579795019555096,0.29785765734407454,018-0004,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:018-0004_Early:SP-006,34,,0.25757575757575757,0.2975926003039589,018-0004,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:018-0004_Early:SP-007,30,,0.25862068965517243,0.29876073560953154,018-0004,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:018-0004_Early:SP-333,25,,0.26053294258127263,0.30075786797623644,018-0004,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:018-0004_Early:SP-339,30,,0.2586206896551724,0.29876073560953154,018-0004,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:019-0003_Early:SP-003,13,,0.2702556588101397,0.3120893134890327,019-0003,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:019-0003_Early:SP-006,17,,0.26548962144304805,0.30647596540647926,019-0003,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0004_Healthy:SP-003,32,,0.25806451612903225,0.2981395558982208,020-0004,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0004_Healthy:SP-006,33,,0.2579795019555096,0.29785765734407454,020-0004,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0004_Healthy:SP-007,32,,0.25806451612903225,0.2981395558982208,020-0004,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0004_Healthy:SP-333,13,,0.2702556588101397,0.31208931348903257,020-0004,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0004_Healthy:SP-339,30,,0.2586206896551724,0.29876073560953154,020-0004,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0006_Healthy:SP-003,33,,0.2579795019555096,0.29785765734407454,020-0006,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0006_Healthy:SP-006,33,,0.2579795019555096,0.29785765734407454,020-0006,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0006_Healthy:SP-007,29,,0.2590801229148902,0.2991040482132393,020-0006,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0006_Healthy:SP-333,17,,0.26548962144304805,0.30647596540647926,020-0006,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0006_Healthy:SP-339,27,,0.2597527246122895,0.2998684830311835,020-0006,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0007_Healthy:SP-003,32,,0.25806451612903225,0.2981395558982208,020-0007,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0007_Healthy:SP-006,33,,0.2579795019555096,0.29785765734407454,020-0007,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0007_Healthy:SP-007,28,,0.25925925925925924,0.29947235299997166,020-0007,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0007_Healthy:SP-333,17,,0.26548962144304805,0.30647596540647926,020-0007,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0007_Healthy:SP-339,28,,0.25925925925925924,0.29947235299997166,020-0007,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0011_Healthy:SP-003,32,,0.25806451612903225,0.2981395558982208,020-0011,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0011_Healthy:SP-006,29,,0.25908012291489024,0.2991040482132393,020-0011,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0011_Healthy:SP-007,28,,0.25925925925925924,0.29947235299997166,020-0011,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0011_Healthy:SP-333,15,,0.2675549043021211,0.308894177041149,020-0011,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0011_Healthy:SP-339,26,,0.26,0.3002957165392698,020-0011,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0014_Healthy:SP-003,28,,0.25925925925925924,0.2994723529999717,020-0014,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0014_Healthy:SP-006,24,,0.2608695652173913,0.3012594023707161,020-0014,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0014_Healthy:SP-007,19,,0.2638591349753588,0.3045818608591557,020-0014,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0014_Healthy:SP-333,10,,0.2777777777777778,0.3194203644473616,020-0014,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0014_Healthy:SP-339,14,,0.2692307692307693,0.31037294264429627,020-0014,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0015_Healthy:SP-003,33,,0.2579795019555096,0.29785765734407454,020-0015,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0015_Healthy:SP-006,33,,0.2579795019555096,0.29785765734407454,020-0015,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0015_Healthy:SP-007,29,,0.25908012291489024,0.29910404821323927,020-0015,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0015_Healthy:SP-333,25,,0.2605329425812727,0.3007578679762364,020-0015,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0015_Healthy:SP-339,29,,0.2590801229148902,0.29910404821323927,020-0015,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0016_Healthy:SP-003,32,,0.25806451612903225,0.2981395558982208,020-0016,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0016_Healthy:SP-006,33,,0.2579795019555096,0.29785765734407454,020-0016,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0016_Healthy:SP-007,25,,0.2605329425812727,0.3007578679762364,020-0016,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0016_Healthy:SP-333,14,,0.2692307692307692,0.31037294264429627,020-0016,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0016_Healthy:SP-339,23,,0.26144885063181805,0.30180558026803345,020-0016,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0017_Healthy:SP-003,29,,0.2590801229148902,0.29910404821323927,020-0017,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0017_Healthy:SP-006,21,,0.26253921735865793,0.30305805390799323,020-0017,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0017_Healthy:SP-007,25,,0.2605329425812727,0.3007578679762364,020-0017,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0017_Healthy:SP-333,11,,0.27393850586652874,0.31650832117313044,020-0017,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0017_Healthy:SP-339,19,,0.2638591349753588,0.3045818608591557,020-0017,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0019_Healthy:SP-003,25,,0.2605329425812727,0.3007578679762364,020-0019,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0019_Healthy:SP-006,24,,0.2608695652173913,0.3012594023707161,020-0019,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0019_Healthy:SP-007,20,,0.2631578947368421,0.30378081000900664,020-0019,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0029_Healthy:SP-003,32,,0.25806451612903225,0.2981395558982208,020-0029,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0029_Healthy:SP-006,30,,0.25862068965517243,0.2987607356095316,020-0029,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0029_Healthy:SP-007,30,,0.2586206896551724,0.29876073560953154,020-0029,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0029_Healthy:SP-333,17,,0.26548962144304805,0.30647596540647926,020-0029,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0029_Healthy:SP-339,28,,0.25925925925925924,0.2994723529999717,020-0029,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0032_Healthy:SP-003,32,,0.25806451612903225,0.2981395558982208,020-0032,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0032_Healthy:SP-006,28,,0.25925925925925924,0.2994723529999717,020-0032,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0032_Healthy:SP-007,27,,0.25975272461228943,0.2998684830311836,020-0032,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0032_Healthy:SP-333,14,,0.2692307692307693,0.31037294264429627,020-0032,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0032_Healthy:SP-339,28,,0.25925925925925924,0.29947235299997166,020-0032,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0034_Healthy:SP-003,31,,0.2584943085332844,0.29843995419635483,020-0034,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0034_Healthy:SP-006,30,,0.2586206896551724,0.29876073560953154,020-0034,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0034_Healthy:SP-007,27,,0.2597527246122895,0.2998684830311836,020-0034,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0034_Healthy:SP-333,10,,0.2777777777777778,0.31942036444736166,020-0034,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0034_Healthy:SP-339,26,,0.26,0.3002957165392698,020-0034,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0035_Healthy:SP-003,32,,0.25806451612903225,0.2981395558982208,020-0035,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0035_Healthy:SP-006,25,,0.2605329425812727,0.3007578679762364,020-0035,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0035_Healthy:SP-007,27,,0.25975272461228954,0.2998684830311835,020-0035,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0035_Healthy:SP-333,10,,0.2777777777777778,0.3194203644473616,020-0035,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0035_Healthy:SP-339,21,,0.26253921735865793,0.30305805390799323,020-0035,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0036_Healthy:SP-003,33,,0.2579795019555096,0.29785765734407454,020-0036,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0036_Healthy:SP-006,32,,0.25806451612903225,0.2981395558982208,020-0036,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0036_Healthy:SP-007,27,,0.2597527246122895,0.2998684830311835,020-0036,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0036_Healthy:SP-333,16,,0.26666666666666666,0.30760682992462623,020-0036,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0036_Healthy:SP-339,31,,0.2584943085332844,0.29843995419635483,020-0036,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0037_Healthy:SP-003,27,,0.2597527246122895,0.2998684830311835,020-0037,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0037_Healthy:SP-006,29,,0.25908012291489024,0.29910404821323927,020-0037,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0037_Healthy:SP-007,24,,0.2608695652173913,0.3012594023707161,020-0037,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0037_Healthy:SP-339,13,,0.2702556588101397,0.3120893134890326,020-0037,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0038_Healthy:SP-003,30,,0.25862068965517243,0.29876073560953154,020-0038,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0038_Healthy:SP-006,28,,0.25925925925925924,0.29947235299997166,020-0038,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0038_Healthy:SP-007,23,,0.2614488506318181,0.30180558026803345,020-0038,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0038_Healthy:SP-333,15,,0.2675549043021211,0.30889417704114897,020-0038,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0038_Healthy:SP-339,25,,0.2605329425812727,0.3007578679762364,020-0038,UNDEFINED_CONSTANT_PREDICTION
CONSTANT_TRAINING_MEAN,R4_PXD017052_NSCLC:020-0039_Healthy:SP-003,31,,0.2584943085332844,0.29843995419635483,020-0039,UNDEFINED_CONSTANT_PREDICTION
