model_id,biological_unit_id,spearman,mae,rmse
SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0066,0.0827595719583549,0.26832500349449145,0.30799079425368175
SEQUENCE_RIDGE_COMPOSITION_ONLY,001-0068,0.14115349704059382,0.2618719177466641,0.3050993039219217
SEQUENCE_RIDGE_COMPOSITION_ONLY,003-0004,-0.08540756628991925,0.2812648597002583,0.32469643187417435
SEQUENCE_RIDGE_COMPOSITION_ONLY,003-0006,0.041371087846190896,0.2690736276359663,0.3096514204531397
SEQUENCE_RIDGE_COMPOSITION_ONLY,004-0003,0.14032870629196342,0.2606035509776509,0.3035043935396835
SEQUENCE_RIDGE_COMPOSITION_ONLY,005-0002,0.11840774611244213,0.2622931715511626,0.3049002517398138
SEQUENCE_RIDGE_COMPOSITION_ONLY,005-0018,0.1157862419919935,0.26174269608783163,0.3030642849617479
SEQUENCE_RIDGE_COMPOSITION_ONLY,005-0019,0.0772806796539048,0.2676525739430284,0.3093977427011704
SEQUENCE_RIDGE_COMPOSITION_ONLY,005-0020,-0.12931079151028,0.28265827716649444,0.32802665636499456
SEQUENCE_RIDGE_COMPOSITION_ONLY,005-0024,-0.09319084493428983,0.28135814119512037,0.32381614029039524
SEQUENCE_RIDGE_COMPOSITION_ONLY,005-0029,0.1356076485838313,0.26283951293978514,0.3032126569755837
SEQUENCE_RIDGE_COMPOSITION_ONLY,005-0032,0.040752363918248255,0.26393277111276203,0.31057981894819087
SEQUENCE_RIDGE_COMPOSITION_ONLY,005-0033,0.11871629561667511,0.26836468369236754,0.30551587598164925
SEQUENCE_RIDGE_COMPOSITION_ONLY,005-0041,0.13773517911563454,0.2623578986685956,0.30272094631666674
SEQUENCE_RIDGE_COMPOSITION_ONLY,005-0051,0.08233477312453955,0.2640304224906388,0.30717930307661084
SEQUENCE_RIDGE_COMPOSITION_ONLY,005-0056,0.05348620310080412,0.2694132262715716,0.3111473107384401
SEQUENCE_RIDGE_COMPOSITION_ONLY,007-0003,-0.0033825502763211333,0.2702168699877018,0.31267582726234505
SEQUENCE_RIDGE_COMPOSITION_ONLY,007-0012,0.1008031704999354,0.2656137010402225,0.30586492789836395
SEQUENCE_RIDGE_COMPOSITION_ONLY,007-0015,0.12283531442711579,0.26614856787735575,0.30503732661652816
SEQUENCE_RIDGE_COMPOSITION_ONLY,007-0017,0.07226510366846033,0.2666323625157484,0.30627480494838233
SEQUENCE_RIDGE_COMPOSITION_ONLY,007-0024,0.05998133165890464,0.26796713820858215,0.3086545705790344
SEQUENCE_RIDGE_COMPOSITION_ONLY,007-0025,0.0717388951684798,0.27000707366243215,0.3080112673079191
SEQUENCE_RIDGE_COMPOSITION_ONLY,007-0026,0.08887731851999336,0.26938946466052305,0.3076626952569816
SEQUENCE_RIDGE_COMPOSITION_ONLY,007-0027,0.07905687240994445,0.26785227981786364,0.306801755276025
SEQUENCE_RIDGE_COMPOSITION_ONLY,009-0006,0.05138972095394263,0.2689124592880704,0.3084242739775921
SEQUENCE_RIDGE_COMPOSITION_ONLY,009-0008,0.0582894711125425,0.2670562734196906,0.30781768082150823
SEQUENCE_RIDGE_COMPOSITION_ONLY,009-0011,0.03362935452355637,0.26935922986474703,0.3108507339836436
SEQUENCE_RIDGE_COMPOSITION_ONLY,009-0016,0.06837145058495009,0.26507182717207683,0.30679482412100134
SEQUENCE_RIDGE_COMPOSITION_ONLY,009-0017,0.03553825006955936,0.26617792823383707,0.3096911927353646
SEQUENCE_RIDGE_COMPOSITION_ONLY,009-0018,0.07613506416132829,0.26480876234928596,0.306955053281855
SEQUENCE_RIDGE_COMPOSITION_ONLY,009-0021,0.037348884711804295,0.27026471610759584,0.30933337428669005
SEQUENCE_RIDGE_COMPOSITION_ONLY,009-0028,-0.06666476058856481,0.2735968617796018,0.31811723781377443
SEQUENCE_RIDGE_COMPOSITION_ONLY,009-0029,0.09233013188978756,0.26648703011531544,0.3073148226118971
SEQUENCE_RIDGE_COMPOSITION_ONLY,009-0031,0.07734922754005338,0.26619378199249216,0.3068148809588854
SEQUENCE_RIDGE_COMPOSITION_ONLY,009-0036,0.14491539944313558,0.25867801684884084,0.3054218643435907
SEQUENCE_RIDGE_COMPOSITION_ONLY,009-0037,0.06898969049266054,0.2622689687679135,0.31022313927322737
SEQUENCE_RIDGE_COMPOSITION_ONLY,009-0039,-0.010347480758771722,0.270750423014012,0.31341759136621106
SEQUENCE_RIDGE_COMPOSITION_ONLY,009-0048,0.06380825482179929,0.2645674327709528,0.3074760742994586
SEQUENCE_RIDGE_COMPOSITION_ONLY,010-0003,-0.26728271728271724,0.29649552271184443,0.34529035946731723
SEQUENCE_RIDGE_COMPOSITION_ONLY,010-0036,-0.15314132032398287,0.2856601195427449,0.3303706749876929
SEQUENCE_RIDGE_COMPOSITION_ONLY,010-0037,-0.1425796425796426,0.29649962234533417,0.3340683163973533
SEQUENCE_RIDGE_COMPOSITION_ONLY,010-0040,-0.22681394692264256,0.29174021256825766,0.3333257274287027
SEQUENCE_RIDGE_COMPOSITION_ONLY,010-0041,-0.20915906663668812,0.28962315115764276,0.3328343058407175
SEQUENCE_RIDGE_COMPOSITION_ONLY,010-0045,-0.21185481185481184,0.29696169801556505,0.3364636183342948
SEQUENCE_RIDGE_COMPOSITION_ONLY,010-0047,-0.1448051948051948,0.2891878426818153,0.3347793385335439
SEQUENCE_RIDGE_COMPOSITION_ONLY,010-0048,-0.12660672660672662,0.2876624144268885,0.3297632889039228
SEQUENCE_RIDGE_COMPOSITION_ONLY,010-0051,-0.09605952355178363,0.2821331629719268,0.32871973173997654
SEQUENCE_RIDGE_COMPOSITION_ONLY,010-0052,-0.10193796571505549,0.2919809065987042,0.3288772899752743
SEQUENCE_RIDGE_COMPOSITION_ONLY,010-0056,-0.06945322479378208,0.28176488051732695,0.3219618889222118
SEQUENCE_RIDGE_COMPOSITION_ONLY,011-0002,0.08145881729654407,0.26258936776703057,0.30671718084735683
SEQUENCE_RIDGE_COMPOSITION_ONLY,011-0007,0.10537459497905746,0.26494425326741416,0.3056656844157599
SEQUENCE_RIDGE_COMPOSITION_ONLY,013-0006,0.15523710242515448,0.263915022749339,0.30318105969154396
SEQUENCE_RIDGE_COMPOSITION_ONLY,013-0008,0.12800398580964018,0.2628205163724113,0.30364983672103874
SEQUENCE_RIDGE_COMPOSITION_ONLY,013-0021,0.11370074422730969,0.26293572360109846,0.3032583697007949
SEQUENCE_RIDGE_COMPOSITION_ONLY,013-0032,0.024573486286010006,0.26678511791049997,0.3105214428033488
SEQUENCE_RIDGE_COMPOSITION_ONLY,014-0024,0.09778722783113628,0.26359535213269836,0.3075368044039004
SEQUENCE_RIDGE_COMPOSITION_ONLY,014-0032,-0.019801501588801486,0.2710228889668932,0.3153841140036917
SEQUENCE_RIDGE_COMPOSITION_ONLY,014-0036,0.1546081855976183,0.2643482421631018,0.30225971771147153
SEQUENCE_RIDGE_COMPOSITION_ONLY,014-0037,0.0402826379018283,0.27458373962408594,0.31297053822730525
SEQUENCE_RIDGE_COMPOSITION_ONLY,014-0038,0.09361174162122929,0.2633583213893216,0.30454083683524313
SEQUENCE_RIDGE_COMPOSITION_ONLY,014-0041,0.08206742479641047,0.264672140043663,0.305266368962419
SEQUENCE_RIDGE_COMPOSITION_ONLY,014-0049,0.13526775656997642,0.26460707905488995,0.3031904632743111
SEQUENCE_RIDGE_COMPOSITION_ONLY,014-0052,0.0016556700134944965,0.276028707757984,0.3172620062138842
SEQUENCE_RIDGE_COMPOSITION_ONLY,014-0065,0.007770401641369382,0.2681162264963738,0.3155329466203088
SEQUENCE_RIDGE_COMPOSITION_ONLY,014-0066,0.06900901925471709,0.2639593300686703,0.3085497315863421
SEQUENCE_RIDGE_COMPOSITION_ONLY,014-0068,0.1270038309554697,0.2613230003196632,0.30595827262574127
SEQUENCE_RIDGE_COMPOSITION_ONLY,015-0005,0.1559597315250139,0.2611814110740144,0.3007459829770549
SEQUENCE_RIDGE_COMPOSITION_ONLY,015-0007,0.082752218871011,0.27155294927522056,0.308995960177306
SEQUENCE_RIDGE_COMPOSITION_ONLY,017-0071,-0.536996336996337,0.3256576446589179,0.3655382375507349
SEQUENCE_RIDGE_COMPOSITION_ONLY,018-0004,-0.014150042851214087,0.268773376212608,0.31329972192943023
SEQUENCE_RIDGE_COMPOSITION_ONLY,019-0003,-0.22869532428355957,0.2926582039946426,0.33707626707670013
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0004,0.11675712905167202,0.2636689373912244,0.30664901404558415
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0006,0.08122920464705455,0.2657010126081091,0.3076715526559963
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0007,0.08274008629305364,0.2635792330543433,0.3074763387646912
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0011,0.06962243775258234,0.2672744803268371,0.3110066639696757
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0014,0.050677994686516736,0.27312392880017455,0.31453446928605033
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0015,0.06459673896083631,0.26878072554200416,0.30796477746105916
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0016,0.05795752539680434,0.2654903737598918,0.3112391019928074
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0017,0.05113658634166801,0.2734028565003115,0.31451094521819617
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0019,0.03094626197601026,0.2621115350514454,0.30971968629955354
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0029,0.097204781666602,0.27093365010848747,0.3075078654364064
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0032,0.09570608232454729,0.26355251163462656,0.3077117558161953
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0034,-0.08685488494943444,0.2774425519526287,0.3211731676854277
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0035,0.06143979676237741,0.27423635915357736,0.31384460339593245
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0036,0.07966408828363289,0.2689613180194992,0.3089236580918896
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0037,-0.05320565907522429,0.2785628831199677,0.3197755089156688
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0038,-0.012617072443014316,0.2741483949750728,0.3138324603092081
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0039,-0.03151309519541734,0.27677756510388807,0.3182647580577604
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0040,-0.1152497066020084,0.2776687253192929,0.3268772499876777
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0042,0.1302640117267481,0.2667319571165144,0.3061784188218727
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0044,0.0825429489556297,0.26890035935319234,0.3081853826593445
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0055,0.03281705676975784,0.2671871549278322,0.30967402470072486
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0057,0.11570455161536757,0.2612942025163556,0.30444575417879255
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0058,-0.061204864460933296,0.2746936994898027,0.3196081692407608
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0061,0.01614269685616935,0.26970092740441326,0.313990097933095
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0069,0.13027508260951215,0.2650321778831994,0.30684763451480696
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0071,0.07571066288579212,0.27214916481385537,0.309375160323878
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0072,0.05773215234168581,0.26419137780563223,0.30953531053940686
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0073,-6.73011199326945e-06,0.2701469801592944,0.31852528537697705
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0075,0.09538769516779998,0.2638973585217267,0.3069548344638202
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0076,0.09957398552504225,0.26725518292382267,0.306337053526019
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0085,0.13520251730636815,0.2633751015281073,0.30353110619860135
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0086,0.1550319887176973,0.26057527731913865,0.30186404100071845
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0087,0.05858681671807366,0.2678208737249794,0.3124466896174658
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0088,0.1570362711437762,0.2619097728965009,0.300925129637086
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0090,0.12370800155488233,0.2620954133613819,0.3066251660726868
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0091,-0.0173840889902596,0.27167869434872555,0.31807131489647505
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0092,0.03578179651110927,0.2685031039850696,0.313112953057425
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0096,0.12346957970908903,0.26019866768891997,0.30417396128291185
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0097,0.12606195022648087,0.2630362515456833,0.3034165788802121
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0099,0.10389216140532306,0.2620116536006747,0.3056908642888452
SEQUENCE_RIDGE_COMPOSITION_ONLY,020-0100,-0.02075114123918351,0.26661183884486706,0.3165070232790569
SEQUENCE_RIDGE_COMPOSITION_ONLY,021-0002,0.021959619328040376,0.27288615651308007,0.3172458595938381
SEQUENCE_RIDGE_COMPOSITION_ONLY,021-0004,-0.007826384142173612,0.27619984019816224,0.3191418511672624
SEQUENCE_RIDGE_COMPOSITION_ONLY,022-0004,0.03114598321562582,0.2782946863356801,0.3192199637727222
SEQUENCE_RIDGE_COMPOSITION_ONLY,022-0010,0.09963406159058331,0.25459992696543143,0.30842256701829496
SEQUENCE_RIDGE_COMPOSITION_ONLY,022-0011,0.002755726613967796,0.26963453667994514,0.3134841962621714
SEQUENCE_RIDGE_COMPOSITION_ONLY,022-0013,-0.04145917206288724,0.2810012722793983,0.3193858265449187
SEQUENCE_RIDGE_COMPOSITION_ONLY,022-0014,0.07872075680280449,0.27020082631244363,0.31091945106246144
SEQUENCE_RIDGE_COMPOSITION_ONLY,022-0017,0.16012742047224804,0.2558742305723415,0.3009868344707066
SEQUENCE_RIDGE_COMPOSITION_ONLY,023-0001,0.04717808963703094,0.2703406062249054,0.3105047537176763
SEQUENCE_RIDGE_COMPOSITION_ONLY,023-0004,-0.02316017316017316,0.276490688816982,0.3214015374311736
SEQUENCE_RIDGE_COMPOSITION_ONLY,024-0001,0.010175227137145615,0.2711916869104951,0.31385141800306493
SEQUENCE_RIDGE_COMPOSITION_ONLY,029-0004,0.12392617757834357,0.2653963103772741,0.3045987553438857
SEQUENCE_RIDGE_COMPOSITION_ONLY,029-0005,0.07229578666641445,0.2675277262722412,0.3082025010432119
