outer_fold_id,held_out_source_id,model_id,target_count,observation_count,measurement_batch_count,primary_metric_status,mean_spearman,mean_mae,mean_rmse
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,CONSTANT_TRAINING_MEAN,9,404,49,UNDEFINED_CONSTANT_PREDICTION,,0.27757788130179284,0.3171143014297682
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,9,404,49,DEFINED,0.4080660835762877,0.3052424204910939,0.35807815901779017
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_COMPOSITION_ONLY,9,404,49,DEFINED,0.4080660835762877,0.30530005967082646,0.35812418171178406
T197_OUTER_02,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,CONSTANT_TRAINING_MEAN,9,52,6,UNDEFINED_CONSTANT_PREDICTION,,0.282355886106713,0.3285661753835739
T197_OUTER_02,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,SEQUENCE_RIDGE_FULL,9,52,6,DEFINED,0.8349206349206347,0.1781609057951786,0.21625030498157083
T197_OUTER_02,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,SEQUENCE_RIDGE_COMPOSITION_ONLY,9,52,6,DEFINED,0.8301587301587302,0.17778214770429424,0.21402065504438025
T197_OUTER_03,PXD064962_UCD_EVENT,CONSTANT_TRAINING_MEAN,9,353,30,UNDEFINED_CONSTANT_PREDICTION,,0.2631433608985421,0.31115627823214786
T197_OUTER_03,PXD064962_UCD_EVENT,SEQUENCE_RIDGE_FULL,9,353,30,DEFINED,0.24733510159703745,0.2858540523942865,0.36355782506982853
T197_OUTER_03,PXD064962_UCD_EVENT,SEQUENCE_RIDGE_COMPOSITION_ONLY,9,353,30,DEFINED,0.24744043917891922,0.285852171406092,0.3635569261990389
