outer_fold_id,held_out_source_id,model_id,measurement_batch_id,protein_count,spearman,mae,rmse,spearman_status
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,CONSTANT_TRAINING_MEAN,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO10,8,,0.3194444444444444,0.3493377027399073,UNDEFINED_CONSTANT_PREDICTION
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,CONSTANT_TRAINING_MEAN,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO103,8,,0.2958356572216293,0.3362863915770919,UNDEFINED_CONSTANT_PREDICTION
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,CONSTANT_TRAINING_MEAN,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO105,8,,0.28194676833274046,0.3369725022663741,UNDEFINED_CONSTANT_PREDICTION
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,CONSTANT_TRAINING_MEAN,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO107,8,,0.29306020333214755,0.3328278351785695,UNDEFINED_CONSTANT_PREDICTION
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,CONSTANT_TRAINING_MEAN,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO113,8,,0.30000464777659197,0.3316656711311178,UNDEFINED_CONSTANT_PREDICTION
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,CONSTANT_TRAINING_MEAN,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO116,7,,0.2396398381502441,0.28453072888849845,UNDEFINED_CONSTANT_PREDICTION
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,CONSTANT_TRAINING_MEAN,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO12,7,,0.30957182280078166,0.33248890902474265,UNDEFINED_CONSTANT_PREDICTION
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,CONSTANT_TRAINING_MEAN,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO16,7,,0.23394157069994131,0.2827581282172862,UNDEFINED_CONSTANT_PREDICTION
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,CONSTANT_TRAINING_MEAN,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO21,8,,0.33333333333333337,0.3519778745853736,UNDEFINED_CONSTANT_PREDICTION
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,CONSTANT_TRAINING_MEAN,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO24,8,,0.2964846042162792,0.3410059535319005,UNDEFINED_CONSTANT_PREDICTION
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,CONSTANT_TRAINING_MEAN,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO31,8,,0.3194444444444444,0.34600869315781796,UNDEFINED_CONSTANT_PREDICTION
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,CONSTANT_TRAINING_MEAN,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO34,8,,0.2513935366654809,0.30067085768334784,UNDEFINED_CONSTANT_PREDICTION
T197_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,CONSTANT_TRAINING_MEAN,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO4,8,,0.33055787944385157,0.3686819292683212,UNDEFINED_CONSTANT_PREDICTION
