analysis_unit_id,source_article_doi,source_pmcid,source_license,source_asset_id,source_worksheet,source_row,source_cell_range,source_condition_id,protein_source_identifier,quantification_column,author_reported_quantification
PMC7788026:Urea-PC:100,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,100,Urea-PC!A100:Q100,PMC7788026:UREA_PC,P05141,Top3_normalized_Urea,0.21108438573061877
PMC7788026:Urea-PC:101,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,101,Urea-PC!A101:Q101,PMC7788026:UREA_PC,P62829,Top3_normalized_Urea,0.21050674019469801
PMC7788026:Urea-PC:102,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,102,Urea-PC!A102:Q102,PMC7788026:UREA_PC,Q9BYX7,Top3_normalized_Urea,0.21007950292402255
PMC7788026:Urea-PC:103,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,103,Urea-PC!A103:Q103,PMC7788026:UREA_PC,P13796,Top3_normalized_Urea,0.20981957053675179
PMC7788026:Urea-PC:104,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,104,Urea-PC!A104:Q104,PMC7788026:UREA_PC,P40925,Top3_normalized_Urea,0.20835313047007756
PMC7788026:Urea-PC:105,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,105,Urea-PC!A105:Q105,PMC7788026:UREA_PC,P08758,Top3_normalized_Urea,0.20829275646274573
PMC7788026:Urea-PC:106,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,106,Urea-PC!A106:Q106,PMC7788026:UREA_PC,P17987,Top3_normalized_Urea,0.20530160933440178
PMC7788026:Urea-PC:107,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,107,Urea-PC!A107:Q107,PMC7788026:UREA_PC,P46782,Top3_normalized_Urea,0.2050102743594249
PMC7788026:Urea-PC:108,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,108,Urea-PC!A108:Q108,PMC7788026:UREA_PC,P40926,Top3_normalized_Urea,0.2026070647118757
PMC7788026:Urea-PC:109,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,109,Urea-PC!A109:Q109,PMC7788026:UREA_PC,Q00610,Top3_normalized_Urea,0.20067023414109758
PMC7788026:Urea-PC:110,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,110,Urea-PC!A110:Q110,PMC7788026:UREA_PC,P08670,Top3_normalized_Urea,0.20036795890975859
PMC7788026:Urea-PC:111,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,111,Urea-PC!A111:Q111,PMC7788026:UREA_PC,P13667,Top3_normalized_Urea,0.19999031746792484
PMC7788026:Urea-PC:112,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,112,Urea-PC!A112:Q112,PMC7788026:UREA_PC,O60506,Top3_normalized_Urea,0.1990713764529734
PMC7788026:Urea-PC:113,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,113,Urea-PC!A113:Q113,PMC7788026:UREA_PC,P51149,Top3_normalized_Urea,0.19552750326153356
PMC7788026:Urea-PC:114,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,114,Urea-PC!A114:Q114,PMC7788026:UREA_PC,P19105,Top3_normalized_Urea,0.19517700986326511
PMC7788026:Urea-PC:115,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,115,Urea-PC!A115:Q115,PMC7788026:UREA_PC,P32969,Top3_normalized_Urea,0.1950607189900824
PMC7788026:Urea-PC:116,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,116,Urea-PC!A116:Q116,PMC7788026:UREA_PC,P12004,Top3_normalized_Urea,0.19452626720705807
PMC7788026:Urea-PC:117,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,117,Urea-PC!A117:Q117,PMC7788026:UREA_PC,P49411,Top3_normalized_Urea,0.19379934795099615
PMC7788026:Urea-PC:118,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,118,Urea-PC!A118:Q118,PMC7788026:UREA_PC,Q07020,Top3_normalized_Urea,0.19026199839390553
PMC7788026:Urea-PC:119,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,119,Urea-PC!A119:Q119,PMC7788026:UREA_PC,P40227,Top3_normalized_Urea,0.18958815964093398
PMC7788026:Urea-PC:120,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,120,Urea-PC!A120:Q120,PMC7788026:UREA_PC,P13797,Top3_normalized_Urea,0.18881257650379457
PMC7788026:Urea-PC:121,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,121,Urea-PC!A121:Q121,PMC7788026:UREA_PC,P07910,Top3_normalized_Urea,0.1886489183725106
PMC7788026:Urea-PC:122,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,122,Urea-PC!A122:Q122,PMC7788026:UREA_PC,P52565,Top3_normalized_Urea,0.18564156345696345
PMC7788026:Urea-PC:123,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,123,Urea-PC!A123:Q123,PMC7788026:UREA_PC,P78371,Top3_normalized_Urea,0.18522826488328278
PMC7788026:Urea-PC:124,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,124,Urea-PC!A124:Q124,PMC7788026:UREA_PC,P23284,Top3_normalized_Urea,0.18434250931262985
PMC7788026:Urea-PC:125,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,125,Urea-PC!A125:Q125,PMC7788026:UREA_PC,P18124,Top3_normalized_Urea,0.18416138729063447
PMC7788026:Urea-PC:126,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,126,Urea-PC!A126:Q126,PMC7788026:UREA_PC,P27348,Top3_normalized_Urea,0.18410628081414374
PMC7788026:Urea-PC:127,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,127,Urea-PC!A127:Q127,PMC7788026:UREA_PC,P24844,Top3_normalized_Urea,0.18330395482811909
PMC7788026:Urea-PC:128,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,128,Urea-PC!A128:Q128,PMC7788026:UREA_PC,P13010,Top3_normalized_Urea,0.1830244110183325
PMC7788026:Urea-PC:129,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,129,Urea-PC!A129:Q129,PMC7788026:UREA_PC,P15880,Top3_normalized_Urea,0.18253817740223757
PMC7788026:Urea-PC:130,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,130,Urea-PC!A130:Q130,PMC7788026:UREA_PC,P50990,Top3_normalized_Urea,0.18154099329456289
PMC7788026:Urea-PC:131,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,131,Urea-PC!A131:Q131,PMC7788026:UREA_PC,P18085,Top3_normalized_Urea,0.18149670551603025
PMC7788026:Urea-PC:132,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,132,Urea-PC!A132:Q132,PMC7788026:UREA_PC,P14174,Top3_normalized_Urea,0.18001300415598459
PMC7788026:Urea-PC:133,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,133,Urea-PC!A133:Q133,PMC7788026:UREA_PC,P62888,Top3_normalized_Urea,0.17988901458388037
PMC7788026:Urea-PC:134,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,134,Urea-PC!A134:Q134,PMC7788026:UREA_PC,P62081,Top3_normalized_Urea,0.1786859915787255
PMC7788026:Urea-PC:135,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,135,Urea-PC!A135:Q135,PMC7788026:UREA_PC,Q15365,Top3_normalized_Urea,0.17860410173388153
PMC7788026:Urea-PC:136,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,136,Urea-PC!A136:Q136,PMC7788026:UREA_PC,Q99832,Top3_normalized_Urea,0.17559070941760122
PMC7788026:Urea-PC:137,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,137,Urea-PC!A137:Q137,PMC7788026:UREA_PC,P60660,Top3_normalized_Urea,0.1738726839740658
PMC7788026:Urea-PC:138,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,138,Urea-PC!A138:Q138,PMC7788026:UREA_PC,P50395,Top3_normalized_Urea,0.17223650785590636
PMC7788026:Urea-PC:139,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,139,Urea-PC!A139:Q139,PMC7788026:UREA_PC,P39023,Top3_normalized_Urea,0.17132441463104828
PMC7788026:Urea-PC:140,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,140,Urea-PC!A140:Q140,PMC7788026:UREA_PC,P30050,Top3_normalized_Urea,0.1710330796560714
PMC7788026:Urea-PC:141,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,141,Urea-PC!A141:Q141,PMC7788026:UREA_PC,P26599,Top3_normalized_Urea,0.17039894998174759
PMC7788026:Urea-PC:142,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,142,Urea-PC!A142:Q142,PMC7788026:UREA_PC,P31948,Top3_normalized_Urea,0.16773357937618721
PMC7788026:Urea-PC:143,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,143,Urea-PC!A143:Q143,PMC7788026:UREA_PC,P18621,Top3_normalized_Urea,0.16558645276644804
PMC7788026:Urea-PC:144,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,144,Urea-PC!A144:Q144,PMC7788026:UREA_PC,P14314,Top3_normalized_Urea,0.16392961171960457
PMC7788026:Urea-PC:145,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,145,Urea-PC!A145:Q145,PMC7788026:UREA_PC,P50991,Top3_normalized_Urea,0.16281897310150775
PMC7788026:Urea-PC:146,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,146,Urea-PC!A146:Q146,PMC7788026:UREA_PC,P12429,Top3_normalized_Urea,0.16239554466082506
PMC7788026:Urea-PC:147,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,147,Urea-PC!A147:Q147,PMC7788026:UREA_PC,Q06830,Top3_normalized_Urea,0.16103648118437175
PMC7788026:Urea-PC:148,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,148,Urea-PC!A148:Q148,PMC7788026:UREA_PC,E9PAV3,Top3_normalized_Urea,0.1603760543753108
PMC7788026:Urea-PC:149,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,149,Urea-PC!A149:Q149,PMC7788026:UREA_PC,P46777,Top3_normalized_Urea,0.15846394068001748
PMC7788026:Urea-PC:150,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,150,Urea-PC!A150:Q150,PMC7788026:UREA_PC,P30153,Top3_normalized_Urea,0.15841369653968768
PMC7788026:Urea-PC:151,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,151,Urea-PC!A151:Q151,PMC7788026:UREA_PC,Q13263,Top3_normalized_Urea,0.15695337491268258
PMC7788026:Urea-PC:152,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,152,Urea-PC!A152:Q152,PMC7788026:UREA_PC,P62263,Top3_normalized_Urea,0.15681216456667502
PMC7788026:Urea-PC:153,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,153,Urea-PC!A153:Q153,PMC7788026:UREA_PC,Q9UNL2,Top3_normalized_Urea,0.15642986338602036
PMC7788026:Urea-PC:154,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,154,Urea-PC!A154:Q154,PMC7788026:UREA_PC,P29692,Top3_normalized_Urea,0.15521022739898224
PMC7788026:Urea-PC:155,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,155,Urea-PC!A155:Q155,PMC7788026:UREA_PC,P52209,Top3_normalized_Urea,0.15416077317757737
PMC7788026:Urea-PC:156,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,156,Urea-PC!A156:Q156,PMC7788026:UREA_PC,P62917,Top3_normalized_Urea,0.15327420721756427
PMC7788026:Urea-PC:157,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,157,Urea-PC!A157:Q157,PMC7788026:UREA_PC,Q15233,Top3_normalized_Urea,0.1528487528034812
PMC7788026:Urea-PC:158,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,158,Urea-PC!A158:Q158,PMC7788026:UREA_PC,P29966,Top3_normalized_Urea,0.15206024395604728
PMC7788026:Urea-PC:159,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,159,Urea-PC!A159:Q159,PMC7788026:UREA_PC,O75083,Top3_normalized_Urea,0.15092002612630467
PMC7788026:Urea-PC:160,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,160,Urea-PC!A160:Q160,PMC7788026:UREA_PC,Q01130,Top3_normalized_Urea,0.1505330652068291
PMC7788026:Urea-PC:161,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,161,Urea-PC!A161:Q161,PMC7788026:UREA_PC,P61019,Top3_normalized_Urea,0.14935435388247897
PMC7788026:Urea-PC:162,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,162,Urea-PC!A162:Q162,PMC7788026:UREA_PC,P84103,Top3_normalized_Urea,0.1491791882222808
PMC7788026:Urea-PC:163,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,163,Urea-PC!A163:Q163,PMC7788026:UREA_PC,P14866,Top3_normalized_Urea,0.14883854105473829
PMC7788026:Urea-PC:164,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,164,Urea-PC!A164:Q164,PMC7788026:UREA_PC,P55060,Top3_normalized_Urea,0.14775545567488682
PMC7788026:Urea-PC:165,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,165,Urea-PC!A165:Q165,PMC7788026:UREA_PC,P23246,Top3_normalized_Urea,0.14648881710495953
PMC7788026:Urea-PC:166,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,166,Urea-PC!A166:Q166,PMC7788026:UREA_PC,P34932,Top3_normalized_Urea,0.14541464600806983
PMC7788026:Urea-PC:167,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,167,Urea-PC!A167:Q167,PMC7788026:UREA_PC,P05386,Top3_normalized_Urea,0.14540026159692701
PMC7788026:Urea-PC:168,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,168,Urea-PC!A168:Q168,PMC7788026:UREA_PC,P35637,Top3_normalized_Urea,0.14538348653717173
PMC7788026:Urea-PC:169,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,169,Urea-PC!A169:Q169,PMC7788026:UREA_PC,P62314,Top3_normalized_Urea,0.1432043090282383
PMC7788026:Urea-PC:170,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,170,Urea-PC!A170:Q170,PMC7788026:UREA_PC,Q07021,Top3_normalized_Urea,0.14117185251296149
PMC7788026:Urea-PC:171,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,171,Urea-PC!A171:Q171,PMC7788026:UREA_PC,P0DME0,Top3_normalized_Urea,0.13987644512074859
PMC7788026:Urea-PC:172,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,172,Urea-PC!A172:Q172,PMC7788026:UREA_PC,P62805,Top3_normalized_Urea,0.13979905293685346
PMC7788026:Urea-PC:173,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,173,Urea-PC!A173:Q173,PMC7788026:UREA_PC,P05387,Top3_normalized_Urea,0.13972611789443923
PMC7788026:Urea-PC:174,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,174,Urea-PC!A174:Q174,PMC7788026:UREA_PC,P23526,Top3_normalized_Urea,0.13724024853215391
PMC7788026:Urea-PC:175,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,175,Urea-PC!A175:Q175,PMC7788026:UREA_PC,P63173,Top3_normalized_Urea,0.13621348521283347
PMC7788026:Urea-PC:176,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,176,Urea-PC!A176:Q176,PMC7788026:UREA_PC,Q13509,Top3_normalized_Urea,0.13439829408501508
PMC7788026:Urea-PC:177,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,177,Urea-PC!A177:Q177,PMC7788026:UREA_PC,Q14697,Top3_normalized_Urea,0.13409067028389901
PMC7788026:Urea-PC:178,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,178,Urea-PC!A178:Q178,PMC7788026:UREA_PC,P14324,Top3_normalized_Urea,0.13247232273166304
PMC7788026:Urea-PC:179,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,179,Urea-PC!A179:Q179,PMC7788026:UREA_PC,P24534,Top3_normalized_Urea,0.13209792284726996
PMC7788026:Urea-PC:180,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,180,Urea-PC!A180:Q180,PMC7788026:UREA_PC,P34931,Top3_normalized_Urea,0.13191801640931483
PMC7788026:Urea-PC:181,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,181,Urea-PC!A181:Q181,PMC7788026:UREA_PC,P52272,Top3_normalized_Urea,0.13156954898444678
PMC7788026:Urea-PC:182,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,182,Urea-PC!A182:Q182,PMC7788026:UREA_PC,P45880,Top3_normalized_Urea,0.13117002702988878
PMC7788026:Urea-PC:183,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,183,Urea-PC!A183:Q183,PMC7788026:UREA_PC,P62906,Top3_normalized_Urea,0.13097229202601021
PMC7788026:Urea-PC:184,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,184,Urea-PC!A184:Q184,PMC7788026:UREA_PC,P21980,Top3_normalized_Urea,0.13045566880890933
PMC7788026:Urea-PC:185,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,185,Urea-PC!A185:Q185,PMC7788026:UREA_PC,P31943,Top3_normalized_Urea,0.13002437959143312
PMC7788026:Urea-PC:186,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,186,Urea-PC!A186:Q186,PMC7788026:UREA_PC,P41227,Top3_normalized_Urea,0.1293778509598989
PMC7788026:Urea-PC:187,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,187,Urea-PC!A187:Q187,PMC7788026:UREA_PC,P27635,Top3_normalized_Urea,0.12871333168456917
PMC7788026:Urea-PC:188,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,188,Urea-PC!A188:Q188,PMC7788026:UREA_PC,Q13838,Top3_normalized_Urea,0.12840672087015331
PMC7788026:Urea-PC:189,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,189,Urea-PC!A189:Q189,PMC7788026:UREA_PC,P00441,Top3_normalized_Urea,0.1265155557398201
PMC7788026:Urea-PC:190,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,190,Urea-PC!A190:Q190,PMC7788026:UREA_PC,P04843,Top3_normalized_Urea,0.12587858970273572
PMC7788026:Urea-PC:191,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,191,Urea-PC!A191:Q191,PMC7788026:UREA_PC,P62244,Top3_normalized_Urea,0.12520880289656497
PMC7788026:Urea-PC:192,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,192,Urea-PC!A192:Q192,PMC7788026:UREA_PC,P26373,Top3_normalized_Urea,0.1248591198876567
PMC7788026:Urea-PC:193,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,193,Urea-PC!A193:Q193,PMC7788026:UREA_PC,P51991,Top3_normalized_Urea,0.12257908942285155
PMC7788026:Urea-PC:194,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,194,Urea-PC!A194:Q194,PMC7788026:UREA_PC,P61803,Top3_normalized_Urea,0.12254302709632452
PMC7788026:Urea-PC:195,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,195,Urea-PC!A195:Q195,PMC7788026:UREA_PC,Q15366,Top3_normalized_Urea,0.12240489622988554
PMC7788026:Urea-PC:196,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,196,Urea-PC!A196:Q196,PMC7788026:UREA_PC,P05556,Top3_normalized_Urea,0.12194982208468871
PMC7788026:Urea-PC:197,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,197,Urea-PC!A197:Q197,PMC7788026:UREA_PC,P61313,Top3_normalized_Urea,0.12192186365176325
PMC7788026:Urea-PC:198,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,198,Urea-PC!A198:Q198,PMC7788026:UREA_PC,Q16658,Top3_normalized_Urea,0.1213699884974955
PMC7788026:Urea-PC:199,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,199,Urea-PC!A199:Q199,PMC7788026:UREA_PC,P51571,Top3_normalized_Urea,0.119764201980342
PMC7788026:Urea-PC:200,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,200,Urea-PC!A200:Q200,PMC7788026:UREA_PC,P63241,Top3_normalized_Urea,0.11782615582552362
PMC7788026:Urea-PC:201,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,201,Urea-PC!A201:Q201,PMC7788026:UREA_PC,Q71U36,Top3_normalized_Urea,0.11779576622451769
PMC7788026:Urea-PC:202,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,202,Urea-PC!A202:Q202,PMC7788026:UREA_PC,P61513,Top3_normalized_Urea,0.11728319495421763
PMC7788026:Urea-PC:203,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,203,Urea-PC!A203:Q203,PMC7788026:UREA_PC,P33778,Top3_normalized_Urea,0.11714583395767081
PMC7788026:Urea-PC:204,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,204,Urea-PC!A204:Q204,PMC7788026:UREA_PC,Q99623,Top3_normalized_Urea,0.11609556934690575
PMC7788026:Urea-PC:205,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,205,Urea-PC!A205:Q205,PMC7788026:UREA_PC,P62249,Top3_normalized_Urea,0.11565674350838008
PMC7788026:Urea-PC:206,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,206,Urea-PC!A206:Q206,PMC7788026:UREA_PC,O43852,Top3_normalized_Urea,0.11562513832333392
PMC7788026:Urea-PC:207,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,207,Urea-PC!A207:Q207,PMC7788026:UREA_PC,P35268,Top3_normalized_Urea,0.11514579301680032
PMC7788026:Urea-PC:208,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,208,Urea-PC!A208:Q208,PMC7788026:UREA_PC,Q16891,Top3_normalized_Urea,0.11493387619911895
PMC7788026:Urea-PC:209,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,209,Urea-PC!A209:Q209,PMC7788026:UREA_PC,Q08211,Top3_normalized_Urea,0.11492253074807675
PMC7788026:Urea-PC:210,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,210,Urea-PC!A210:Q210,PMC7788026:UREA_PC,Q8TCT9,Top3_normalized_Urea,0.11471263990379577
PMC7788026:Urea-PC:211,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,211,Urea-PC!A211:Q211,PMC7788026:UREA_PC,Q16204,Top3_normalized_Urea,0.11456190748280633
PMC7788026:Urea-PC:212,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,212,Urea-PC!A212:Q212,PMC7788026:UREA_PC,P62820,Top3_normalized_Urea,0.11442932778348446
PMC7788026:Urea-PC:213,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,213,Urea-PC!A213:Q213,PMC7788026:UREA_PC,P48643,Top3_normalized_Urea,0.11363765841754588
PMC7788026:Urea-PC:214,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,214,Urea-PC!A214:Q214,PMC7788026:UREA_PC,P31939,Top3_normalized_Urea,0.11336536759253273
PMC7788026:Urea-PC:215,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,urea_pc_table,Urea-PC,215,Urea-PC!A215:Q215,PMC7788026:UREA_PC,P83731,Top3_normalized_Urea,0.11271928467514659
