analysis_unit_id,source_article_doi,source_pmcid,source_license,source_asset_id,source_worksheet,source_row,source_cell_range,source_condition_id,protein_source_identifier,quantification_column,author_reported_quantification
PMC7788026:RIPA-PC:2,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,2,RIPA-PC!A2:Q2,PMC7788026:RIPA_PC,P60709,Top3_normalized_RIPA,2.006333918395272
PMC7788026:RIPA-PC:3,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,3,RIPA-PC!A3:Q3,PMC7788026:RIPA_PC,P08670,Top3_normalized_RIPA,1.7890027050162449
PMC7788026:RIPA-PC:4,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,4,RIPA-PC!A4:Q4,PMC7788026:RIPA_PC,P08238,Top3_normalized_RIPA,1.130557303354389
PMC7788026:RIPA-PC:5,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,5,RIPA-PC!A5:Q5,PMC7788026:RIPA_PC,P68363,Top3_normalized_RIPA,1.0068828248538597
PMC7788026:RIPA-PC:6,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,6,RIPA-PC!A6:Q6,PMC7788026:RIPA_PC,P06733,Top3_normalized_RIPA,0.90437022990672855
PMC7788026:RIPA-PC:7,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,7,RIPA-PC!A7:Q7,PMC7788026:RIPA_PC,Q9BQE3,Top3_normalized_RIPA,0.85899992003376036
PMC7788026:RIPA-PC:8,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,8,RIPA-PC!A8:Q8,PMC7788026:RIPA_PC,P07437,Top3_normalized_RIPA,0.85892747982103845
PMC7788026:RIPA-PC:9,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,9,RIPA-PC!A9:Q9,PMC7788026:RIPA_PC,P04083,Top3_normalized_RIPA,0.82308120725862211
PMC7788026:RIPA-PC:10,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,10,RIPA-PC!A10:Q10,PMC7788026:RIPA_PC,P14618,Top3_normalized_RIPA,0.77296967665033212
PMC7788026:RIPA-PC:11,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,11,RIPA-PC!A11:Q11,PMC7788026:RIPA_PC,P09211,Top3_normalized_RIPA,0.77022717127332074
PMC7788026:RIPA-PC:12,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,12,RIPA-PC!A12:Q12,PMC7788026:RIPA_PC,P11142,Top3_normalized_RIPA,0.72650685909231216
PMC7788026:RIPA-PC:13,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,13,RIPA-PC!A13:Q13,PMC7788026:RIPA_PC,P04406,Top3_normalized_RIPA,0.70933509173283915
PMC7788026:RIPA-PC:14,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,14,RIPA-PC!A14:Q14,PMC7788026:RIPA_PC,P63104,Top3_normalized_RIPA,0.66841430295515702
PMC7788026:RIPA-PC:15,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,15,RIPA-PC!A15:Q15,PMC7788026:RIPA_PC,P68366,Top3_normalized_RIPA,0.64843922274084054
PMC7788026:RIPA-PC:16,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,16,RIPA-PC!A16:Q16,PMC7788026:RIPA_PC,P00352,Top3_normalized_RIPA,0.64397674700897267
PMC7788026:RIPA-PC:17,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,17,RIPA-PC!A17:Q17,PMC7788026:RIPA_PC,P06748,Top3_normalized_RIPA,0.64210669674868404
PMC7788026:RIPA-PC:18,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,18,RIPA-PC!A18:Q18,PMC7788026:RIPA_PC,O43707,Top3_normalized_RIPA,0.64045872597265219
PMC7788026:RIPA-PC:19,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,19,RIPA-PC!A19:Q19,PMC7788026:RIPA_PC,P62158,Top3_normalized_RIPA,0.63418409927460562
PMC7788026:RIPA-PC:20,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,20,RIPA-PC!A20:Q20,PMC7788026:RIPA_PC,P04792,Top3_normalized_RIPA,0.63410390390529059
PMC7788026:RIPA-PC:21,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,21,RIPA-PC!A21:Q21,PMC7788026:RIPA_PC,P19338,Top3_normalized_RIPA,0.62505592745741922
PMC7788026:RIPA-PC:22,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,22,RIPA-PC!A22:Q22,PMC7788026:RIPA_PC,P00558,Top3_normalized_RIPA,0.61597798790452907
PMC7788026:RIPA-PC:23,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,23,RIPA-PC!A23:Q23,PMC7788026:RIPA_PC,Q6S8J3,Top3_normalized_RIPA,0.60939985257799822
PMC7788026:RIPA-PC:24,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,24,RIPA-PC!A24:Q24,PMC7788026:RIPA_PC,P07900,Top3_normalized_RIPA,0.59721103770992479
PMC7788026:RIPA-PC:25,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,25,RIPA-PC!A25:Q25,PMC7788026:RIPA_PC,P68104,Top3_normalized_RIPA,0.58719225665944552
PMC7788026:RIPA-PC:26,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,26,RIPA-PC!A26:Q26,PMC7788026:RIPA_PC,P60174,Top3_normalized_RIPA,0.583884858626051
PMC7788026:RIPA-PC:27,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,27,RIPA-PC!A27:Q27,PMC7788026:RIPA_PC,P27797,Top3_normalized_RIPA,0.54981857075530804
PMC7788026:RIPA-PC:28,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,28,RIPA-PC!A28:Q28,PMC7788026:RIPA_PC,P09651,Top3_normalized_RIPA,0.53947424938147781
PMC7788026:RIPA-PC:29,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,29,RIPA-PC!A29:Q29,PMC7788026:RIPA_PC,P68032,Top3_normalized_RIPA,0.53622413375473676
PMC7788026:RIPA-PC:30,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,30,RIPA-PC!A30:Q30,PMC7788026:RIPA_PC,P07355,Top3_normalized_RIPA,0.50637559354928185
PMC7788026:RIPA-PC:31,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,31,RIPA-PC!A31:Q31,PMC7788026:RIPA_PC,P35579,Top3_normalized_RIPA,0.50631831114262837
PMC7788026:RIPA-PC:32,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,32,RIPA-PC!A32:Q32,PMC7788026:RIPA_PC,P62937,Top3_normalized_RIPA,0.50581422596407744
PMC7788026:RIPA-PC:33,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,33,RIPA-PC!A33:Q33,PMC7788026:RIPA_PC,P61353,Top3_normalized_RIPA,0.50421031857777898
PMC7788026:RIPA-PC:34,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,34,RIPA-PC!A34:Q34,PMC7788026:RIPA_PC,P12814,Top3_normalized_RIPA,0.44508518096560973
PMC7788026:RIPA-PC:35,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,35,RIPA-PC!A35:Q35,PMC7788026:RIPA_PC,P84098,Top3_normalized_RIPA,0.43737232522666253
PMC7788026:RIPA-PC:36,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,36,RIPA-PC!A36:Q36,PMC7788026:RIPA_PC,P29401,Top3_normalized_RIPA,0.43238875584780667
PMC7788026:RIPA-PC:37,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,37,RIPA-PC!A37:Q37,PMC7788026:RIPA_PC,P04075,Top3_normalized_RIPA,0.41333574612705276
PMC7788026:RIPA-PC:38,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,38,RIPA-PC!A38:Q38,PMC7788026:RIPA_PC,P55209,Top3_normalized_RIPA,0.41299117041933703
PMC7788026:RIPA-PC:39,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,39,RIPA-PC!A39:Q39,PMC7788026:RIPA_PC,P23528,Top3_normalized_RIPA,0.40935770330191479
PMC7788026:RIPA-PC:40,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,40,RIPA-PC!A40:Q40,PMC7788026:RIPA_PC,P22626,Top3_normalized_RIPA,0.39604615326343245
PMC7788026:RIPA-PC:41,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,41,RIPA-PC!A41:Q41,PMC7788026:RIPA_PC,Q01995,Top3_normalized_RIPA,0.39273346762326994
PMC7788026:RIPA-PC:42,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,42,RIPA-PC!A42:Q42,PMC7788026:RIPA_PC,P10809,Top3_normalized_RIPA,0.39225317667517506
PMC7788026:RIPA-PC:43,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,43,RIPA-PC!A43:Q43,PMC7788026:RIPA_PC,P29966,Top3_normalized_RIPA,0.38566085293715013
PMC7788026:RIPA-PC:44,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,44,RIPA-PC!A44:Q44,PMC7788026:RIPA_PC,P14625,Top3_normalized_RIPA,0.37238763804773589
PMC7788026:RIPA-PC:45,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,45,RIPA-PC!A45:Q45,PMC7788026:RIPA_PC,P13639,Top3_normalized_RIPA,0.37050525003832191
PMC7788026:RIPA-PC:46,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,46,RIPA-PC!A46:Q46,PMC7788026:RIPA_PC,P22314,Top3_normalized_RIPA,0.36405172597795743
PMC7788026:RIPA-PC:47,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,47,RIPA-PC!A47:Q47,PMC7788026:RIPA_PC,P62979,Top3_normalized_RIPA,0.36284527036705488
PMC7788026:RIPA-PC:48,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,48,RIPA-PC!A48:Q48,PMC7788026:RIPA_PC,P07237,Top3_normalized_RIPA,0.34767865162079337
PMC7788026:RIPA-PC:49,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,49,RIPA-PC!A49:Q49,PMC7788026:RIPA_PC,P62258,Top3_normalized_RIPA,0.34382839262588244
PMC7788026:RIPA-PC:50,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,50,RIPA-PC!A50:Q50,PMC7788026:RIPA_PC,P00338,Top3_normalized_RIPA,0.34107883710651371
PMC7788026:RIPA-PC:51,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,51,RIPA-PC!A51:Q51,PMC7788026:RIPA_PC,P62280,Top3_normalized_RIPA,0.34081005042913953
PMC7788026:RIPA-PC:52,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,52,RIPA-PC!A52:Q52,PMC7788026:RIPA_PC,Q00839,Top3_normalized_RIPA,0.33864389418984198
PMC7788026:RIPA-PC:53,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,53,RIPA-PC!A53:Q53,PMC7788026:RIPA_PC,P68371,Top3_normalized_RIPA,0.33840066427851317
PMC7788026:RIPA-PC:54,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,54,RIPA-PC!A54:Q54,PMC7788026:RIPA_PC,P30041,Top3_normalized_RIPA,0.33622657662906363
PMC7788026:RIPA-PC:55,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,55,RIPA-PC!A55:Q55,PMC7788026:RIPA_PC,P62241,Top3_normalized_RIPA,0.32805281783350432
PMC7788026:RIPA-PC:56,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,56,RIPA-PC!A56:Q56,PMC7788026:RIPA_PC,P26641,Top3_normalized_RIPA,0.32349313826388448
PMC7788026:RIPA-PC:57,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,57,RIPA-PC!A57:Q57,PMC7788026:RIPA_PC,P08758,Top3_normalized_RIPA,0.31787329353727728
PMC7788026:RIPA-PC:58,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,58,RIPA-PC!A58:Q58,PMC7788026:RIPA_PC,O00299,Top3_normalized_RIPA,0.31398249622381158
PMC7788026:RIPA-PC:59,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,59,RIPA-PC!A59:Q59,PMC7788026:RIPA_PC,P07195,Top3_normalized_RIPA,0.30994012084966271
PMC7788026:RIPA-PC:60,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,60,RIPA-PC!A60:Q60,PMC7788026:RIPA_PC,Q05682,Top3_normalized_RIPA,0.3007617167681802
PMC7788026:RIPA-PC:61,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,61,RIPA-PC!A61:Q61,PMC7788026:RIPA_PC,P31946,Top3_normalized_RIPA,0.29659772643836696
PMC7788026:RIPA-PC:62,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,62,RIPA-PC!A62:Q62,PMC7788026:RIPA_PC,P61247,Top3_normalized_RIPA,0.29641618527266506
PMC7788026:RIPA-PC:63,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,63,RIPA-PC!A63:Q63,PMC7788026:RIPA_PC,P37802,Top3_normalized_RIPA,0.29356704649249865
PMC7788026:RIPA-PC:64,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,64,RIPA-PC!A64:Q64,PMC7788026:RIPA_PC,P06744,Top3_normalized_RIPA,0.29105367074210131
PMC7788026:RIPA-PC:65,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,65,RIPA-PC!A65:Q65,PMC7788026:RIPA_PC,P60842,Top3_normalized_RIPA,0.28926046703350788
PMC7788026:RIPA-PC:66,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,66,RIPA-PC!A66:Q66,PMC7788026:RIPA_PC,Q01518,Top3_normalized_RIPA,0.28686764871742138
PMC7788026:RIPA-PC:67,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,67,RIPA-PC!A67:Q67,PMC7788026:RIPA_PC,P51991,Top3_normalized_RIPA,0.28140202585488133
PMC7788026:RIPA-PC:68,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,68,RIPA-PC!A68:Q68,PMC7788026:RIPA_PC,Q01130,Top3_normalized_RIPA,0.28043351254853954
PMC7788026:RIPA-PC:69,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,69,RIPA-PC!A69:Q69,PMC7788026:RIPA_PC,P18669,Top3_normalized_RIPA,0.27953285686238738
PMC7788026:RIPA-PC:70,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,70,RIPA-PC!A70:Q70,PMC7788026:RIPA_PC,P05388,Top3_normalized_RIPA,0.27860311933901111
PMC7788026:RIPA-PC:71,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,71,RIPA-PC!A71:Q71,PMC7788026:RIPA_PC,P08865,Top3_normalized_RIPA,0.27798975695392114
PMC7788026:RIPA-PC:72,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,72,RIPA-PC!A72:Q72,PMC7788026:RIPA_PC,Q15185,Top3_normalized_RIPA,0.27296741179209982
PMC7788026:RIPA-PC:73,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,73,RIPA-PC!A73:Q73,PMC7788026:RIPA_PC,P62807,Top3_normalized_RIPA,0.26967499531121469
PMC7788026:RIPA-PC:74,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,74,RIPA-PC!A74:Q74,PMC7788026:RIPA_PC,P55072,Top3_normalized_RIPA,0.2662926895152733
PMC7788026:RIPA-PC:75,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,75,RIPA-PC!A75:Q75,PMC7788026:RIPA_PC,P0DMV8,Top3_normalized_RIPA,0.26454249167505972
PMC7788026:RIPA-PC:76,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,76,RIPA-PC!A76:Q76,PMC7788026:RIPA_PC,P19105,Top3_normalized_RIPA,0.2624062985407809
PMC7788026:RIPA-PC:77,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,77,RIPA-PC!A77:Q77,PMC7788026:RIPA_PC,P11021,Top3_normalized_RIPA,0.25402544181347425
PMC7788026:RIPA-PC:78,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,78,RIPA-PC!A78:Q78,PMC7788026:RIPA_PC,P05387,Top3_normalized_RIPA,0.250369502367288
PMC7788026:RIPA-PC:79,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,79,RIPA-PC!A79:Q79,PMC7788026:RIPA_PC,P50395,Top3_normalized_RIPA,0.24933885968142205
PMC7788026:RIPA-PC:80,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,80,RIPA-PC!A80:Q80,PMC7788026:RIPA_PC,Q15181,Top3_normalized_RIPA,0.24791737472862019
PMC7788026:RIPA-PC:81,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,81,RIPA-PC!A81:Q81,PMC7788026:RIPA_PC,P04350,Top3_normalized_RIPA,0.24659371050102666
PMC7788026:RIPA-PC:82,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,82,RIPA-PC!A82:Q82,PMC7788026:RIPA_PC,P78371,Top3_normalized_RIPA,0.24353571125352361
PMC7788026:RIPA-PC:83,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,83,RIPA-PC!A83:Q83,PMC7788026:RIPA_PC,P60660,Top3_normalized_RIPA,0.24303338861056201
PMC7788026:RIPA-PC:84,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,84,RIPA-PC!A84:Q84,PMC7788026:RIPA_PC,P12004,Top3_normalized_RIPA,0.2404239546705457
PMC7788026:RIPA-PC:85,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,85,RIPA-PC!A85:Q85,PMC7788026:RIPA_PC,P36578,Top3_normalized_RIPA,0.23841025775972596
PMC7788026:RIPA-PC:86,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,86,RIPA-PC!A86:Q86,PMC7788026:RIPA_PC,P84077,Top3_normalized_RIPA,0.23589247567035529
PMC7788026:RIPA-PC:87,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,87,RIPA-PC!A87:Q87,PMC7788026:RIPA_PC,P09972,Top3_normalized_RIPA,0.23528651593474059
PMC7788026:RIPA-PC:88,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,88,RIPA-PC!A88:Q88,PMC7788026:RIPA_PC,P26038,Top3_normalized_RIPA,0.23396161793223449
PMC7788026:RIPA-PC:89,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,89,RIPA-PC!A89:Q89,PMC7788026:RIPA_PC,Q00610,Top3_normalized_RIPA,0.23338174372334197
PMC7788026:RIPA-PC:90,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,90,RIPA-PC!A90:Q90,PMC7788026:RIPA_PC,P12956,Top3_normalized_RIPA,0.23223345178688767
PMC7788026:RIPA-PC:91,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,91,RIPA-PC!A91:Q91,PMC7788026:RIPA_PC,Q71UM5,Top3_normalized_RIPA,0.23177166746248087
PMC7788026:RIPA-PC:92,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,92,RIPA-PC!A92:Q92,PMC7788026:RIPA_PC,O60506,Top3_normalized_RIPA,0.23018362289648647
PMC7788026:RIPA-PC:93,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,93,RIPA-PC!A93:Q93,PMC7788026:RIPA_PC,P24534,Top3_normalized_RIPA,0.22814525048741599
PMC7788026:RIPA-PC:94,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,94,RIPA-PC!A94:Q94,PMC7788026:RIPA_PC,P06576,Top3_normalized_RIPA,0.2255040909067916
PMC7788026:RIPA-PC:95,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,95,RIPA-PC!A95:Q95,PMC7788026:RIPA_PC,O75821,Top3_normalized_RIPA,0.22463604212904217
PMC7788026:RIPA-PC:96,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,96,RIPA-PC!A96:Q96,PMC7788026:RIPA_PC,Q9UKJ5,Top3_normalized_RIPA,0.22362610923635096
PMC7788026:RIPA-PC:97,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,97,RIPA-PC!A97:Q97,PMC7788026:RIPA_PC,E9PAV3,Top3_normalized_RIPA,0.21643055769287475
PMC7788026:RIPA-PC:98,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,98,RIPA-PC!A98:Q98,PMC7788026:RIPA_PC,Q9H299,Top3_normalized_RIPA,0.21553078327451722
PMC7788026:RIPA-PC:99,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,99,RIPA-PC!A99:Q99,PMC7788026:RIPA_PC,P49368,Top3_normalized_RIPA,0.21210088901766366
PMC7788026:RIPA-PC:100,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,100,RIPA-PC!A100:Q100,PMC7788026:RIPA_PC,P31948,Top3_normalized_RIPA,0.20715433288618393
PMC7788026:RIPA-PC:101,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,101,RIPA-PC!A101:Q101,PMC7788026:RIPA_PC,P52565,Top3_normalized_RIPA,0.20607566110550851
PMC7788026:RIPA-PC:102,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,102,RIPA-PC!A102:Q102,PMC7788026:RIPA_PC,P40925,Top3_normalized_RIPA,0.20592408304482535
PMC7788026:RIPA-PC:103,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,103,RIPA-PC!A103:Q103,PMC7788026:RIPA_PC,P13796,Top3_normalized_RIPA,0.20506775512874503
PMC7788026:RIPA-PC:104,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,104,RIPA-PC!A104:Q104,PMC7788026:RIPA_PC,P62888,Top3_normalized_RIPA,0.20446734738023672
PMC7788026:RIPA-PC:105,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,105,RIPA-PC!A105:Q105,PMC7788026:RIPA_PC,P40227,Top3_normalized_RIPA,0.20414039702841436
PMC7788026:RIPA-PC:106,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,106,RIPA-PC!A106:Q106,PMC7788026:RIPA_PC,Q15084,Top3_normalized_RIPA,0.2036222115651487
PMC7788026:RIPA-PC:107,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,107,RIPA-PC!A107:Q107,PMC7788026:RIPA_PC,P67936,Top3_normalized_RIPA,0.20259879527519906
PMC7788026:RIPA-PC:108,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,108,RIPA-PC!A108:Q108,PMC7788026:RIPA_PC,P62857,Top3_normalized_RIPA,0.20043730975521323
PMC7788026:RIPA-PC:109,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,109,RIPA-PC!A109:Q109,PMC7788026:RIPA_PC,Q99832,Top3_normalized_RIPA,0.20040382157901579
PMC7788026:RIPA-PC:110,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,110,RIPA-PC!A110:Q110,PMC7788026:RIPA_PC,P30101,Top3_normalized_RIPA,0.1986518612032129
PMC7788026:RIPA-PC:111,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,111,RIPA-PC!A111:Q111,PMC7788026:RIPA_PC,P62263,Top3_normalized_RIPA,0.198158351238198
PMC7788026:RIPA-PC:112,10.1186/s12645-020-00071-6,PMC7788026,CC-BY-4.0,ripa_pc_table,RIPA-PC,112,RIPA-PC!A112:Q112,PMC7788026:RIPA_PC,P14866,Top3_normalized_RIPA,0.19766660380877243
