external_target_observation_id,source_id,laboratory_anchor,canonical_accession,measurement_batch_id,source_worksheet,source_row,source_coordinate,author_quantity_type,author_numeric_value,rank_percentile_descending,measurement_batch_positive_protein_count
R4PMC13106918:275:LFQ intensity iST_2275:R4_PMC13106918_iST_2,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P11021,R4_PMC13106918_iST_2,proteinGroups.txt,275,LFQ intensity iST_2275,LFQ_INTENSITY,45429000,0.967741935483871,32
R4PMC13106918:275:LFQ intensity iST_3275:R4_PMC13106918_iST_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P11021,R4_PMC13106918_iST_3,proteinGroups.txt,275,LFQ intensity iST_3275,LFQ_INTENSITY,28281000,0.96551724137931039,30
R4PMC13106918:275:LFQ intensity iST_4275:R4_PMC13106918_iST_4,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P11021,R4_PMC13106918_iST_4,proteinGroups.txt,275,LFQ intensity iST_4275,LFQ_INTENSITY,40664000,0.96666666666666667,31
R4PMC13106918:275:LFQ intensity Pmax_1275:R4_PMC13106918_Pmax_1,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P11021,R4_PMC13106918_Pmax_1,proteinGroups.txt,275,LFQ intensity Pmax_1275,LFQ_INTENSITY,48374000,0.96551724137931039,30
R4PMC13106918:275:LFQ intensity Pmax_2275:R4_PMC13106918_Pmax_2,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P11021,R4_PMC13106918_Pmax_2,proteinGroups.txt,275,LFQ intensity Pmax_2275,LFQ_INTENSITY,39019000,0.9375,17
R4PMC13106918:275:LFQ intensity Pmax_3275:R4_PMC13106918_Pmax_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P11021,R4_PMC13106918_Pmax_3,proteinGroups.txt,275,LFQ intensity Pmax_3275,LFQ_INTENSITY,61069000,0.9642857142857143,29
R4PMC13106918:275:LFQ intensity RapiG_1275:R4_PMC13106918_RapiG_1,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P11021,R4_PMC13106918_RapiG_1,proteinGroups.txt,275,LFQ intensity RapiG_1275,LFQ_INTENSITY,20925000,0.88888888888888884,19
R4PMC13106918:275:LFQ intensity RapiG_2275:R4_PMC13106918_RapiG_2,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P11021,R4_PMC13106918_RapiG_2,proteinGroups.txt,275,LFQ intensity RapiG_2275,LFQ_INTENSITY,29402000,0.9285714285714286,29
R4PMC13106918:275:LFQ intensity RapiG_3275:R4_PMC13106918_RapiG_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P11021,R4_PMC13106918_RapiG_3,proteinGroups.txt,275,LFQ intensity RapiG_3275,LFQ_INTENSITY,18080000,0.92000000000000004,26
R4PMC13106918:275:LFQ intensity RapiG_4275:R4_PMC13106918_RapiG_4,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P11021,R4_PMC13106918_RapiG_4,proteinGroups.txt,275,LFQ intensity RapiG_4275,LFQ_INTENSITY,22549000,0.95999999999999996,26
R4PMC13106918:275:LFQ intensity STD_3275:R4_PMC13106918_STD_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P11021,R4_PMC13106918_STD_3,proteinGroups.txt,275,LFQ intensity STD_3275,LFQ_INTENSITY,21421000,0.90000000000000002,21
R4PMC13106918:275:LFQ intensity Strap_1275:R4_PMC13106918_Strap_1,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P11021,R4_PMC13106918_Strap_1,proteinGroups.txt,275,LFQ intensity Strap_1275,LFQ_INTENSITY,14885000,0.95238095238095233,22
R4PMC13106918:275:LFQ intensity Strap_2275:R4_PMC13106918_Strap_2,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P11021,R4_PMC13106918_Strap_2,proteinGroups.txt,275,LFQ intensity Strap_2275,LFQ_INTENSITY,21128000,0.92000000000000004,26
R4PMC13106918:275:LFQ intensity Strap_3275:R4_PMC13106918_Strap_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P11021,R4_PMC13106918_Strap_3,proteinGroups.txt,275,LFQ intensity Strap_3275,LFQ_INTENSITY,15722000,0.95454545454545459,23
R4PMC13106918:275:LFQ intensity Strap_4275:R4_PMC13106918_Strap_4,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P11021,R4_PMC13106918_Strap_4,proteinGroups.txt,275,LFQ intensity Strap_4275,LFQ_INTENSITY,16964000,0.95652173913043481,24
R4PMC13106918:294:LFQ intensity Pmax_1294:R4_PMC13106918_Pmax_1,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P13796,R4_PMC13106918_Pmax_1,proteinGroups.txt,294,LFQ intensity Pmax_1294,LFQ_INTENSITY,2772300,0.034482758620689655,30
R4PMC13106918:294:LFQ intensity RapiG_2294:R4_PMC13106918_RapiG_2,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P13796,R4_PMC13106918_RapiG_2,proteinGroups.txt,294,LFQ intensity RapiG_2294,LFQ_INTENSITY,4209400,0.25,29
R4PMC13106918:294:LFQ intensity RapiG_3294:R4_PMC13106918_RapiG_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P13796,R4_PMC13106918_RapiG_3,proteinGroups.txt,294,LFQ intensity RapiG_3294,LFQ_INTENSITY,3606700,0.35999999999999999,26
R4PMC13106918:305:LFQ intensity iST_1305:R4_PMC13106918_iST_1,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P15531,R4_PMC13106918_iST_1,proteinGroups.txt,305,LFQ intensity iST_1305,LFQ_INTENSITY,3292400,0.15625,33
R4PMC13106918:305:LFQ intensity iST_2305:R4_PMC13106918_iST_2,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P15531,R4_PMC13106918_iST_2,proteinGroups.txt,305,LFQ intensity iST_2305,LFQ_INTENSITY,4316000,0.19354838709677419,32
R4PMC13106918:305:LFQ intensity iST_3305:R4_PMC13106918_iST_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P15531,R4_PMC13106918_iST_3,proteinGroups.txt,305,LFQ intensity iST_3305,LFQ_INTENSITY,2694400,0.13793103448275862,30
R4PMC13106918:305:LFQ intensity iST_4305:R4_PMC13106918_iST_4,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P15531,R4_PMC13106918_iST_4,proteinGroups.txt,305,LFQ intensity iST_4305,LFQ_INTENSITY,3827500,0.16666666666666666,31
R4PMC13106918:305:LFQ intensity Pmax_1305:R4_PMC13106918_Pmax_1,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P15531,R4_PMC13106918_Pmax_1,proteinGroups.txt,305,LFQ intensity Pmax_1305,LFQ_INTENSITY,4551700,0.13793103448275862,30
R4PMC13106918:305:LFQ intensity Pmax_2305:R4_PMC13106918_Pmax_2,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P15531,R4_PMC13106918_Pmax_2,proteinGroups.txt,305,LFQ intensity Pmax_2305,LFQ_INTENSITY,4023700,0.0625,17
R4PMC13106918:305:LFQ intensity Pmax_3305:R4_PMC13106918_Pmax_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P15531,R4_PMC13106918_Pmax_3,proteinGroups.txt,305,LFQ intensity Pmax_3305,LFQ_INTENSITY,5276300,0.10714285714285714,29
R4PMC13106918:305:LFQ intensity RapiG_1305:R4_PMC13106918_RapiG_1,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P15531,R4_PMC13106918_RapiG_1,proteinGroups.txt,305,LFQ intensity RapiG_1305,LFQ_INTENSITY,2022500,0.055555555555555552,19
R4PMC13106918:305:LFQ intensity RapiG_2305:R4_PMC13106918_RapiG_2,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P15531,R4_PMC13106918_RapiG_2,proteinGroups.txt,305,LFQ intensity RapiG_2305,LFQ_INTENSITY,3443300,0.10714285714285714,29
R4PMC13106918:305:LFQ intensity RapiG_3305:R4_PMC13106918_RapiG_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P15531,R4_PMC13106918_RapiG_3,proteinGroups.txt,305,LFQ intensity RapiG_3305,LFQ_INTENSITY,2191800,0.080000000000000002,26
R4PMC13106918:305:LFQ intensity RapiG_4305:R4_PMC13106918_RapiG_4,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P15531,R4_PMC13106918_RapiG_4,proteinGroups.txt,305,LFQ intensity RapiG_4305,LFQ_INTENSITY,1991400,0,26
R4PMC13106918:305:LFQ intensity STD_3305:R4_PMC13106918_STD_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P15531,R4_PMC13106918_STD_3,proteinGroups.txt,305,LFQ intensity STD_3305,LFQ_INTENSITY,2234900,0.050000000000000003,21
R4PMC13106918:305:LFQ intensity Strap_1305:R4_PMC13106918_Strap_1,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P15531,R4_PMC13106918_Strap_1,proteinGroups.txt,305,LFQ intensity Strap_1305,LFQ_INTENSITY,1319700,0,22
R4PMC13106918:305:LFQ intensity Strap_2305:R4_PMC13106918_Strap_2,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P15531,R4_PMC13106918_Strap_2,proteinGroups.txt,305,LFQ intensity Strap_2305,LFQ_INTENSITY,1880400,0.080000000000000002,26
R4PMC13106918:305:LFQ intensity Strap_3305:R4_PMC13106918_Strap_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P15531,R4_PMC13106918_Strap_3,proteinGroups.txt,305,LFQ intensity Strap_3305,LFQ_INTENSITY,1324100,0,23
R4PMC13106918:305:LFQ intensity Strap_4305:R4_PMC13106918_Strap_4,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P15531,R4_PMC13106918_Strap_4,proteinGroups.txt,305,LFQ intensity Strap_4305,LFQ_INTENSITY,1530400,0,24
R4PMC13106918:336:LFQ intensity iST_1336:R4_PMC13106918_iST_1,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P21796,R4_PMC13106918_iST_1,proteinGroups.txt,336,LFQ intensity iST_1336,LFQ_INTENSITY,3284500,0.125,33
R4PMC13106918:336:LFQ intensity Pmax_1336:R4_PMC13106918_Pmax_1,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P21796,R4_PMC13106918_Pmax_1,proteinGroups.txt,336,LFQ intensity Pmax_1336,LFQ_INTENSITY,5358300,0.31034482758620691,30
R4PMC13106918:336:LFQ intensity RapiG_4336:R4_PMC13106918_RapiG_4,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P21796,R4_PMC13106918_RapiG_4,proteinGroups.txt,336,LFQ intensity RapiG_4336,LFQ_INTENSITY,3129000,0.23999999999999999,26
R4PMC13106918:336:LFQ intensity Strap_4336:R4_PMC13106918_Strap_4,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P21796,R4_PMC13106918_Strap_4,proteinGroups.txt,336,LFQ intensity Strap_4336,LFQ_INTENSITY,4271300,0.52173913043478259,24
R4PMC13106918:346:LFQ intensity iST_1346:R4_PMC13106918_iST_1,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P23284,R4_PMC13106918_iST_1,proteinGroups.txt,346,LFQ intensity iST_1346,LFQ_INTENSITY,5448400,0.40625,33
R4PMC13106918:346:LFQ intensity iST_2346:R4_PMC13106918_iST_2,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P23284,R4_PMC13106918_iST_2,proteinGroups.txt,346,LFQ intensity iST_2346,LFQ_INTENSITY,5244000,0.25806451612903225,32
R4PMC13106918:346:LFQ intensity iST_3346:R4_PMC13106918_iST_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P23284,R4_PMC13106918_iST_3,proteinGroups.txt,346,LFQ intensity iST_3346,LFQ_INTENSITY,4110400,0.34482758620689657,30
R4PMC13106918:346:LFQ intensity iST_4346:R4_PMC13106918_iST_4,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P23284,R4_PMC13106918_iST_4,proteinGroups.txt,346,LFQ intensity iST_4346,LFQ_INTENSITY,7442300,0.43333333333333335,31
R4PMC13106918:346:LFQ intensity Pmax_3346:R4_PMC13106918_Pmax_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P23284,R4_PMC13106918_Pmax_3,proteinGroups.txt,346,LFQ intensity Pmax_3346,LFQ_INTENSITY,4958200,0.071428571428571425,29
R4PMC13106918:346:LFQ intensity RapiG_2346:R4_PMC13106918_RapiG_2,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P23284,R4_PMC13106918_RapiG_2,proteinGroups.txt,346,LFQ intensity RapiG_2346,LFQ_INTENSITY,5120400,0.32142857142857145,29
R4PMC13106918:346:LFQ intensity Strap_2346:R4_PMC13106918_Strap_2,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P23284,R4_PMC13106918_Strap_2,proteinGroups.txt,346,LFQ intensity Strap_2346,LFQ_INTENSITY,3742600,0.56000000000000005,26
R4PMC13106918:346:LFQ intensity Strap_3346:R4_PMC13106918_Strap_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P23284,R4_PMC13106918_Strap_3,proteinGroups.txt,346,LFQ intensity Strap_3346,LFQ_INTENSITY,3207700,0.5,23
R4PMC13106918:362:LFQ intensity iST_1362:R4_PMC13106918_iST_1,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26038,R4_PMC13106918_iST_1,proteinGroups.txt,362,LFQ intensity iST_1362,LFQ_INTENSITY,11179000,0.78125,33
R4PMC13106918:362:LFQ intensity iST_2362:R4_PMC13106918_iST_2,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26038,R4_PMC13106918_iST_2,proteinGroups.txt,362,LFQ intensity iST_2362,LFQ_INTENSITY,10739000,0.67741935483870963,32
R4PMC13106918:362:LFQ intensity iST_3362:R4_PMC13106918_iST_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26038,R4_PMC13106918_iST_3,proteinGroups.txt,362,LFQ intensity iST_3362,LFQ_INTENSITY,8449400,0.65517241379310343,30
R4PMC13106918:362:LFQ intensity iST_4362:R4_PMC13106918_iST_4,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26038,R4_PMC13106918_iST_4,proteinGroups.txt,362,LFQ intensity iST_4362,LFQ_INTENSITY,11982000,0.73333333333333328,31
R4PMC13106918:362:LFQ intensity Pmax_1362:R4_PMC13106918_Pmax_1,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26038,R4_PMC13106918_Pmax_1,proteinGroups.txt,362,LFQ intensity Pmax_1362,LFQ_INTENSITY,11268000,0.65517241379310343,30
R4PMC13106918:362:LFQ intensity Pmax_2362:R4_PMC13106918_Pmax_2,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26038,R4_PMC13106918_Pmax_2,proteinGroups.txt,362,LFQ intensity Pmax_2362,LFQ_INTENSITY,30847000,0.875,17
R4PMC13106918:362:LFQ intensity Pmax_3362:R4_PMC13106918_Pmax_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26038,R4_PMC13106918_Pmax_3,proteinGroups.txt,362,LFQ intensity Pmax_3362,LFQ_INTENSITY,14228000,0.5714285714285714,29
R4PMC13106918:362:LFQ intensity RapiG_1362:R4_PMC13106918_RapiG_1,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26038,R4_PMC13106918_RapiG_1,proteinGroups.txt,362,LFQ intensity RapiG_1362,LFQ_INTENSITY,6763500,0.44444444444444442,19
R4PMC13106918:362:LFQ intensity RapiG_2362:R4_PMC13106918_RapiG_2,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26038,R4_PMC13106918_RapiG_2,proteinGroups.txt,362,LFQ intensity RapiG_2362,LFQ_INTENSITY,8517200,0.6071428571428571,29
R4PMC13106918:362:LFQ intensity RapiG_3362:R4_PMC13106918_RapiG_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26038,R4_PMC13106918_RapiG_3,proteinGroups.txt,362,LFQ intensity RapiG_3362,LFQ_INTENSITY,9178700,0.71999999999999997,26
R4PMC13106918:362:LFQ intensity RapiG_4362:R4_PMC13106918_RapiG_4,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26038,R4_PMC13106918_RapiG_4,proteinGroups.txt,362,LFQ intensity RapiG_4362,LFQ_INTENSITY,7423400,0.56000000000000005,26
R4PMC13106918:362:LFQ intensity STD_3362:R4_PMC13106918_STD_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26038,R4_PMC13106918_STD_3,proteinGroups.txt,362,LFQ intensity STD_3362,LFQ_INTENSITY,5902400,0.5,21
R4PMC13106918:362:LFQ intensity Strap_1362:R4_PMC13106918_Strap_1,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26038,R4_PMC13106918_Strap_1,proteinGroups.txt,362,LFQ intensity Strap_1362,LFQ_INTENSITY,3604100,0.61904761904761907,22
R4PMC13106918:362:LFQ intensity Strap_2362:R4_PMC13106918_Strap_2,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26038,R4_PMC13106918_Strap_2,proteinGroups.txt,362,LFQ intensity Strap_2362,LFQ_INTENSITY,4391100,0.59999999999999998,26
R4PMC13106918:362:LFQ intensity Strap_3362:R4_PMC13106918_Strap_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26038,R4_PMC13106918_Strap_3,proteinGroups.txt,362,LFQ intensity Strap_3362,LFQ_INTENSITY,3890500,0.59090909090909094,23
R4PMC13106918:362:LFQ intensity Strap_4362:R4_PMC13106918_Strap_4,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26038,R4_PMC13106918_Strap_4,proteinGroups.txt,362,LFQ intensity Strap_4362,LFQ_INTENSITY,4898000,0.56521739130434778,24
R4PMC13106918:366:LFQ intensity iST_1366:R4_PMC13106918_iST_1,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26641,R4_PMC13106918_iST_1,proteinGroups.txt,366,LFQ intensity iST_1366,LFQ_INTENSITY,9649300,0.65625,33
R4PMC13106918:366:LFQ intensity iST_2366:R4_PMC13106918_iST_2,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26641,R4_PMC13106918_iST_2,proteinGroups.txt,366,LFQ intensity iST_2366,LFQ_INTENSITY,12081000,0.74193548387096775,32
R4PMC13106918:366:LFQ intensity iST_3366:R4_PMC13106918_iST_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26641,R4_PMC13106918_iST_3,proteinGroups.txt,366,LFQ intensity iST_3366,LFQ_INTENSITY,6914300,0.62068965517241381,30
R4PMC13106918:366:LFQ intensity iST_4366:R4_PMC13106918_iST_4,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26641,R4_PMC13106918_iST_4,proteinGroups.txt,366,LFQ intensity iST_4366,LFQ_INTENSITY,11745000,0.69999999999999996,31
R4PMC13106918:366:LFQ intensity Pmax_1366:R4_PMC13106918_Pmax_1,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26641,R4_PMC13106918_Pmax_1,proteinGroups.txt,366,LFQ intensity Pmax_1366,LFQ_INTENSITY,12665000,0.72413793103448276,30
R4PMC13106918:366:LFQ intensity Pmax_2366:R4_PMC13106918_Pmax_2,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26641,R4_PMC13106918_Pmax_2,proteinGroups.txt,366,LFQ intensity Pmax_2366,LFQ_INTENSITY,4305900,0.25,17
R4PMC13106918:366:LFQ intensity Pmax_3366:R4_PMC13106918_Pmax_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26641,R4_PMC13106918_Pmax_3,proteinGroups.txt,366,LFQ intensity Pmax_3366,LFQ_INTENSITY,14281000,0.6071428571428571,29
R4PMC13106918:366:LFQ intensity RapiG_1366:R4_PMC13106918_RapiG_1,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26641,R4_PMC13106918_RapiG_1,proteinGroups.txt,366,LFQ intensity RapiG_1366,LFQ_INTENSITY,4866500,0.33333333333333331,19
R4PMC13106918:366:LFQ intensity RapiG_2366:R4_PMC13106918_RapiG_2,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26641,R4_PMC13106918_RapiG_2,proteinGroups.txt,366,LFQ intensity RapiG_2366,LFQ_INTENSITY,9175000,0.6785714285714286,29
R4PMC13106918:366:LFQ intensity RapiG_3366:R4_PMC13106918_RapiG_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26641,R4_PMC13106918_RapiG_3,proteinGroups.txt,366,LFQ intensity RapiG_3366,LFQ_INTENSITY,4595700,0.47999999999999998,26
R4PMC13106918:366:LFQ intensity RapiG_4366:R4_PMC13106918_RapiG_4,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26641,R4_PMC13106918_RapiG_4,proteinGroups.txt,366,LFQ intensity RapiG_4366,LFQ_INTENSITY,9937900,0.71999999999999997,26
R4PMC13106918:366:LFQ intensity STD_3366:R4_PMC13106918_STD_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26641,R4_PMC13106918_STD_3,proteinGroups.txt,366,LFQ intensity STD_3366,LFQ_INTENSITY,7728700,0.65000000000000002,21
R4PMC13106918:366:LFQ intensity Strap_1366:R4_PMC13106918_Strap_1,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26641,R4_PMC13106918_Strap_1,proteinGroups.txt,366,LFQ intensity Strap_1366,LFQ_INTENSITY,6134100,0.7142857142857143,22
R4PMC13106918:366:LFQ intensity Strap_2366:R4_PMC13106918_Strap_2,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26641,R4_PMC13106918_Strap_2,proteinGroups.txt,366,LFQ intensity Strap_2366,LFQ_INTENSITY,9285900,0.76000000000000001,26
R4PMC13106918:366:LFQ intensity Strap_3366:R4_PMC13106918_Strap_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26641,R4_PMC13106918_Strap_3,proteinGroups.txt,366,LFQ intensity Strap_3366,LFQ_INTENSITY,6045400,0.72727272727272729,23
R4PMC13106918:366:LFQ intensity Strap_4366:R4_PMC13106918_Strap_4,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P26641,R4_PMC13106918_Strap_4,proteinGroups.txt,366,LFQ intensity Strap_4366,LFQ_INTENSITY,5820600,0.69565217391304346,24
R4PMC13106918:370:LFQ intensity iST_1370:R4_PMC13106918_iST_1,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P27348,R4_PMC13106918_iST_1,proteinGroups.txt,370,LFQ intensity iST_1370,LFQ_INTENSITY,10680000,0.75,33
R4PMC13106918:370:LFQ intensity iST_2370:R4_PMC13106918_iST_2,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P27348,R4_PMC13106918_iST_2,proteinGroups.txt,370,LFQ intensity iST_2370,LFQ_INTENSITY,10348000,0.61290322580645162,32
R4PMC13106918:370:LFQ intensity iST_3370:R4_PMC13106918_iST_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P27348,R4_PMC13106918_iST_3,proteinGroups.txt,370,LFQ intensity iST_3370,LFQ_INTENSITY,5339400,0.48275862068965519,30
R4PMC13106918:370:LFQ intensity Pmax_1370:R4_PMC13106918_Pmax_1,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P27348,R4_PMC13106918_Pmax_1,proteinGroups.txt,370,LFQ intensity Pmax_1370,LFQ_INTENSITY,8022100,0.48275862068965519,30
R4PMC13106918:370:LFQ intensity Pmax_2370:R4_PMC13106918_Pmax_2,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P27348,R4_PMC13106918_Pmax_2,proteinGroups.txt,370,LFQ intensity Pmax_2370,LFQ_INTENSITY,5854700,0.3125,17
R4PMC13106918:370:LFQ intensity Pmax_3370:R4_PMC13106918_Pmax_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P27348,R4_PMC13106918_Pmax_3,proteinGroups.txt,370,LFQ intensity Pmax_3370,LFQ_INTENSITY,13099000,0.5357142857142857,29
R4PMC13106918:370:LFQ intensity STD_3370:R4_PMC13106918_STD_3,PMC13106918_RCSI_DCU_SILICA_CORONA,Royal College of Surgeons in Ireland and Dublin City University,P27348,R4_PMC13106918_STD_3,proteinGroups.txt,370,LFQ intensity STD_3370,LFQ_INTENSITY,2512500,0.20000000000000001,21
