resample,null_mean_spearman
1,0.0050287093711697305
2,-0.16649099585516791
3,-0.064527638522879641
4,0.082233747699830106
5,-0.060125224181211447
6,0.0043142587588567635
7,-0.33106905986110152
8,0.22698467021697549
9,0.17757637294837547
10,-0.017289652569823691
11,-0.20849221461024453
12,-0.14521948328131581
13,-0.085302086231764274
14,-0.10612776958513527
15,0.061514509671794698
16,-0.34044732660851562
17,0.19273603827360805
18,-0.17333385653008204
19,0.31765110452994932
20,-0.089947961251031078
21,-0.15080361984635174
22,-0.17725108442395643
23,-0.27534782565468724
24,0.013078033078622573
25,-0.25881207448687638
26,0.16334789104131731
27,0.080998699084344108
28,-0.1046083571193922
29,0.19953686233859649
30,-0.0020364729412617431
31,0.036152769478703745
32,0.17585526715092062
33,-0.08920516429262082
34,-0.080903235228736756
35,-0.074204128447294473
36,-0.13932120408767851
37,0.21004251853645195
38,-0.32093569108313202
39,0.23451535559639369
40,0.041476757813324903
41,-0.026968497503508958
42,-0.23263120115105104
43,-0.12049168976746499
44,-0.11839228405506107
45,-0.044700353076278655
46,-0.095513483964187046
47,-0.12961242054111119
48,0.39876215278288663
49,0.28161268285241803
50,0.070945837017700575
51,-0.14029485830317223
52,0.041335017402155234
53,0.15463905189087762
54,0.055361083539816322
55,0.14976162913513985
56,-0.3351709652090975
57,0.17512250363789722
58,0.015813385229425721
59,0.20625226071522018
60,0.18296260490047617
61,0.043294811834726415
62,-0.2774526191700003
63,0.070593729030601113
64,-0.28937661152339456
65,0.048085786090878435
66,-0.23284801045014816
67,-0.1239328715078791
68,-0.21745454354147131
69,-0.25447630696217027
70,-0.18714160392461909
71,-0.11056785774572005
72,-0.019792323735851242
73,0.11770087950405642
74,0.082335210607489107
75,0.021195018670174443
76,0.20015856484470729
77,-0.3182457859012538
78,0.032898173945165948
79,-0.083258742800106034
80,0.010001934190025305
81,-0.05700138484809613
82,0.04332626819104074
83,-0.016159790340244621
84,-0.087534351872219196
85,-0.095246437509507426
86,-0.19452266628965378
87,-0.17695944543618922
88,0.047065595101155717
89,-0.25404760640796292
90,0.11134809474303975
91,0.25110595793228629
92,-0.10492605570053395
93,0.0050563708119719733
94,-0.071499611565006352
95,-0.24302351876919334
96,-0.0070032919295320226
97,-0.079728950786739194
98,-0.38160494123740163
99,0.039902610803822382
100,-0.044447787031005354
101,0.19843302374093003
102,0.12746108414320567
103,-0.061914721020630642
104,-0.25013780047975542
105,-0.44609108743337822
106,-0.17772571163112599
107,-0.14522447143281689
108,-0.080099721726774167
109,0.059495109302900286
110,-0.06049348646227741
111,-0.31155244935176085
112,0.17747389406625763
113,-0.083996466468146555
114,-0.00750759122747785
115,-0.016421345161666354
116,-0.19938383834632475
117,-0.28201473903641583
118,-0.08855970634140492
119,-0.18719316773998784
120,0.20468771687578144
121,-0.32554336101768777
122,0.11446192365525625
123,-0.010414760477669868
124,0.10983254010435123
125,0.0053146286520966111
126,-0.3041747030650126
127,0.037354362577844635
128,0.11545691044890091
129,0.063365789385170082
130,0.20050990981294453
131,-0.010285155410178624
132,-0.28808859387907604
133,0.0083237218914041788
134,-0.047456733260768671
135,-0.17335045321952008
136,0.076268263979990633
137,-0.51296182170830229
138,-0.12926260963557484
139,-0.23651428699620705
140,-0.39888306353814945
141,0.21048049057385815
142,-0.046869609442697899
143,-0.1119090660207154
144,-0.020670706796102778
145,0.056982832759577932
146,-0.22726890218688067
147,-0.36798339848364436
148,0.49923515297916865
149,0.42741165537634901
150,0.041710819087849287
151,-0.20991222244286323
152,-0.31379117622393793
153,0.26346940312323558
154,0.16962258997467133
155,-0.0092047501460352579
156,-0.14879033953881862
157,-0.2364362082678261
158,-0.00055945198098173235
159,-0.24297371393779368
160,-0.14198013699601758
161,0.11722078166963829
162,-0.0012010478040300858
163,0.31330203894356112
164,0.028499507387608897
165,-0.073432591706884653
166,0.27903771605638306
167,-0.085139940175008297
168,-0.017363139420680927
169,-0.14555892827390018
170,-0.16230145148637201
171,0.14196691507649245
172,0.45512876863667495
173,0.1491765748439679
174,0.052264146551836602
175,-0.23668262655704639
176,0.06242988156471236
177,-0.0063318204068476408
178,0.030766312567108614
179,0.36520865959407922
180,-0.26458513967075559
181,-0.093557348380216981
182,0.18764862896519374
183,-0.065082204183899109
184,-0.09708437793915832
185,-0.16108596609557832
186,-0.093061800283007243
187,-0.13599557307952148
188,0.029501442935948419
189,-0.14167091103713464
190,-0.33389565016767109
191,-0.12638819852761313
192,-0.051241615164231681
193,0.10611633685396166
194,-0.29795515735753264
195,-0.064652612669205162
196,-0.0797105554322005
197,-0.041454640303344198
198,0.038001203522144839
199,-0.15142522563601857
200,-0.03786053841235288
201,0.15457455783029442
202,-0.018451828935973441
203,-0.56696617397681226
204,0.078065511509078284
205,-0.10500536026971803
206,-0.12060452799218224
207,0.058696269538025377
208,-0.19453649933137246
209,-0.29437405371482894
210,-0.11111007143173521
211,0.04785248574199126
212,-0.10988020105571522
213,0.15841661095068349
214,0.18284117346444759
215,-0.053893744546930709
216,-0.20918764716118909
217,-0.13171675392202459
218,-0.2172995830149522
219,-0.1417297609108901
220,0.024337096625781034
221,0.076659930429944928
222,-0.19367090964492117
223,-0.04130581799694058
224,-0.11156069565542777
225,0.0054097419476702331
226,-0.060240599718846426
227,0.091838629531840577
228,0.0061045502147670464
229,-0.089559511699900021
230,0.17463566099028727
231,-0.32697087914216749
232,0.015676832224561087
233,-0.10529673729249894
234,-0.33210865874434792
235,-0.34369804078916583
236,0.26774408939367628
237,-0.36250291847118843
238,-0.4329803196509211
239,-0.0056200180611533854
240,0.064010066990782738
241,-0.18302459973533125
242,-0.027780771805540335
243,-0.14280922299291626
244,-0.38972075845922599
245,0.022826683498845483
246,-0.22151613559324052
247,0.039439028735103653
248,-0.17553045900766595
249,-0.03002438258010846
250,-0.10225477087943022
251,-0.11461799568711256
252,-0.28465219751693538
253,-0.01654399196571469
254,-0.24126111886512713
255,-0.10214708808628967
256,-0.17662731916138447
