target_observation_id,source_id,laboratory_anchor,source_license,canonical_accession,measurement_batch_id,biological_unit_id,source_asset_id,source_worksheet,source_row,source_coordinate,source_identifier,source_sample,condition_label,technical_replicate_id,author_quantity_type,author_numeric_value,author_value_state,rank_target_eligible,common_target_member,source_local_rank_percentile,source_batch_positive_count,cross_source_scale_use
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000011,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P60174,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO103,,blood_proteomics_xlsx,sGO 0h v 6h,140,W140,TPIS_HUMAN;Q2QD09_HUMAN;U3KPZ0_HUMAN;U3KPS5_HUMAN,,,,NORMALIZED_ABUNDANCE,4.8943102146538192e-05,POSITIVE_FINITE,true,true,0,19,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000012,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q9HDC9,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO103,,blood_proteomics_xlsx,sGO 0h v 6h,413,W413,APMAP_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0044516165785630363,POSITIVE_FINITE,true,true,0.77777777777777779,19,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000013,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P04004,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO105,,blood_proteomics_xlsx,sGO 0h v 6h,74,X74,VTNC_HUMAN;J7HH10_HUMAN;B7Z553_HUMAN;H0YJW9_HUMAN,,,,NORMALIZED_ABUNDANCE,0.014049044730534787,POSITIVE_FINITE,true,true,0.94444444444444442,19,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000014,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P05556,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO105,,blood_proteomics_xlsx,sGO 0h v 6h,226,X226,ITB1_HUMAN;C9JPK5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00049254219162098481,POSITIVE_FINITE,true,true,0.22222222222222221,19,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000015,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P06396,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO105,,blood_proteomics_xlsx,sGO 0h v 6h,514,X514,GELS_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0015059569854571555,POSITIVE_FINITE,true,true,0.55555555555555558,19,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000016,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P26038,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO105,,blood_proteomics_xlsx,sGO 0h v 6h,169,X169,MOES_HUMAN;Q6PJT4_HUMAN;EZRI_HUMAN;B7Z4C7_HUMAN;B7Z5V2_HUMAN;B7Z2S7_HUMAN;Q9UJZ7_HUMAN;Q9UJZ8_HUMAN;V9GZ54_HUMAN;E9PNV3_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0011990858109192876,POSITIVE_FINITE,true,true,0.5,19,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000017,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P60174,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO105,,blood_proteomics_xlsx,sGO 0h v 6h,140,X140,TPIS_HUMAN;Q2QD09_HUMAN;U3KPZ0_HUMAN;U3KPS5_HUMAN,,,,NORMALIZED_ABUNDANCE,3.9547353908971078e-05,POSITIVE_FINITE,true,true,0,19,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000018,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q9HDC9,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO105,,blood_proteomics_xlsx,sGO 0h v 6h,413,X413,APMAP_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0020042422911019666,POSITIVE_FINITE,true,true,0.66666666666666663,19,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000019,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P04004,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO107,,blood_proteomics_xlsx,sGO 0h v 6h,74,L74,VTNC_HUMAN;J7HH10_HUMAN;B7Z553_HUMAN;H0YJW9_HUMAN,,,,NORMALIZED_ABUNDANCE,0.013864160758327446,POSITIVE_FINITE,true,true,0.94444444444444442,19,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000020,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P05556,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO107,,blood_proteomics_xlsx,sGO 0h v 6h,226,L226,ITB1_HUMAN;C9JPK5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00062165088632049862,POSITIVE_FINITE,true,true,0.44444444444444442,19,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000021,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P06396,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO107,,blood_proteomics_xlsx,sGO 0h v 6h,514,L514,GELS_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00087888937684510752,POSITIVE_FINITE,true,true,0.55555555555555558,19,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000022,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P26038,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO107,,blood_proteomics_xlsx,sGO 0h v 6h,169,L169,MOES_HUMAN;Q6PJT4_HUMAN;EZRI_HUMAN;B7Z4C7_HUMAN;B7Z5V2_HUMAN;B7Z2S7_HUMAN;Q9UJZ7_HUMAN;Q9UJZ8_HUMAN;V9GZ54_HUMAN;E9PNV3_HUMAN,,,,NORMALIZED_ABUNDANCE,0.002674197523771966,POSITIVE_FINITE,true,true,0.77777777777777779,19,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000023,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P60174,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO107,,blood_proteomics_xlsx,sGO 0h v 6h,140,L140,TPIS_HUMAN;Q2QD09_HUMAN;U3KPZ0_HUMAN;U3KPS5_HUMAN,,,,NORMALIZED_ABUNDANCE,4.6081044331465061e-05,POSITIVE_FINITE,true,true,0.055555555555555552,19,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000024,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q9HDC9,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO107,,blood_proteomics_xlsx,sGO 0h v 6h,413,L413,APMAP_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0031872199704103287,POSITIVE_FINITE,true,true,0.88888888888888884,19,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000025,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P04004,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO113,,blood_proteomics_xlsx,sGO 0h v 6h,74,M74,VTNC_HUMAN;J7HH10_HUMAN;B7Z553_HUMAN;H0YJW9_HUMAN,,,,NORMALIZED_ABUNDANCE,0.013166830898002092,POSITIVE_FINITE,true,true,0.94444444444444442,19,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000026,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P05556,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO113,,blood_proteomics_xlsx,sGO 0h v 6h,226,M226,ITB1_HUMAN;C9JPK5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00052206427479346959,POSITIVE_FINITE,true,true,0.27777777777777779,19,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000027,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P06396,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO113,,blood_proteomics_xlsx,sGO 0h v 6h,514,M514,GELS_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0019875485960324122,POSITIVE_FINITE,true,true,0.66666666666666663,19,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000028,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P26038,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO113,,blood_proteomics_xlsx,sGO 0h v 6h,169,M169,MOES_HUMAN;Q6PJT4_HUMAN;EZRI_HUMAN;B7Z4C7_HUMAN;B7Z5V2_HUMAN;B7Z2S7_HUMAN;Q9UJZ7_HUMAN;Q9UJZ8_HUMAN;V9GZ54_HUMAN;E9PNV3_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0022887335256755064,POSITIVE_FINITE,true,true,0.77777777777777779,19,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000029,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P60174,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO113,,blood_proteomics_xlsx,sGO 0h v 6h,140,M140,TPIS_HUMAN;Q2QD09_HUMAN;U3KPZ0_HUMAN;U3KPS5_HUMAN,,,,NORMALIZED_ABUNDANCE,1.8526082697483242e-05,POSITIVE_FINITE,true,true,0.055555555555555552,19,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000030,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q9HDC9,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO113,,blood_proteomics_xlsx,sGO 0h v 6h,413,M413,APMAP_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0013357396924819579,POSITIVE_FINITE,true,true,0.61111111111111116,19,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000031,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P04004,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO116,,blood_proteomics_xlsx,sGO 0h v 6h,74,Y74,VTNC_HUMAN;J7HH10_HUMAN;B7Z553_HUMAN;H0YJW9_HUMAN,,,,NORMALIZED_ABUNDANCE,0.020261442456725953,POSITIVE_FINITE,true,true,0.94117647058823528,18,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000032,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P05556,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO116,,blood_proteomics_xlsx,sGO 0h v 6h,226,Y226,ITB1_HUMAN;C9JPK5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00090395099793689115,POSITIVE_FINITE,true,true,0.47058823529411764,18,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000033,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P06396,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO116,,blood_proteomics_xlsx,sGO 0h v 6h,514,Y514,GELS_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00074269406646769042,POSITIVE_FINITE,true,true,0.41176470588235292,18,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000034,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P26038,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO116,,blood_proteomics_xlsx,sGO 0h v 6h,169,Y169,MOES_HUMAN;Q6PJT4_HUMAN;EZRI_HUMAN;B7Z4C7_HUMAN;B7Z5V2_HUMAN;B7Z2S7_HUMAN;Q9UJZ7_HUMAN;Q9UJZ8_HUMAN;V9GZ54_HUMAN;E9PNV3_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0034804944892154977,POSITIVE_FINITE,true,true,0.88235294117647056,18,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000035,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q9HDC9,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO116,,blood_proteomics_xlsx,sGO 0h v 6h,413,Y413,APMAP_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0029914755723764465,POSITIVE_FINITE,true,true,0.76470588235294112,18,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000036,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P04004,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO12,,blood_proteomics_xlsx,sGO 0h v 6h,74,O74,VTNC_HUMAN;J7HH10_HUMAN;B7Z553_HUMAN;H0YJW9_HUMAN,,,,NORMALIZED_ABUNDANCE,0.02481011472059385,POSITIVE_FINITE,true,true,0.94117647058823528,18,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000037,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P05556,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO12,,blood_proteomics_xlsx,sGO 0h v 6h,226,O226,ITB1_HUMAN;C9JPK5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0015351413192885468,POSITIVE_FINITE,true,true,0.29411764705882354,18,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000038,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P06396,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO12,,blood_proteomics_xlsx,sGO 0h v 6h,514,O514,GELS_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0026705879528526712,POSITIVE_FINITE,true,true,0.41176470588235292,18,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000039,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P26038,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO12,,blood_proteomics_xlsx,sGO 0h v 6h,169,O169,MOES_HUMAN;Q6PJT4_HUMAN;EZRI_HUMAN;B7Z4C7_HUMAN;B7Z5V2_HUMAN;B7Z2S7_HUMAN;Q9UJZ7_HUMAN;Q9UJZ8_HUMAN;V9GZ54_HUMAN;E9PNV3_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0054544753124377097,POSITIVE_FINITE,true,true,0.70588235294117652,18,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000040,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q9HDC9,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO12,,blood_proteomics_xlsx,sGO 0h v 6h,413,O413,APMAP_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00087090043496601609,POSITIVE_FINITE,true,true,0.11764705882352941,18,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000041,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P04004,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO16,,blood_proteomics_xlsx,sGO 0h v 6h,74,P74,VTNC_HUMAN;J7HH10_HUMAN;B7Z553_HUMAN;H0YJW9_HUMAN,,,,NORMALIZED_ABUNDANCE,0.014631029709197106,POSITIVE_FINITE,true,true,0.94117647058823528,18,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000042,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P05556,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO16,,blood_proteomics_xlsx,sGO 0h v 6h,226,P226,ITB1_HUMAN;C9JPK5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00053673854071133306,POSITIVE_FINITE,true,true,0.35294117647058826,18,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000043,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P06396,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO16,,blood_proteomics_xlsx,sGO 0h v 6h,514,P514,GELS_HUMAN,,,,NORMALIZED_ABUNDANCE,0.001357863594447687,POSITIVE_FINITE,true,true,0.52941176470588236,18,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000044,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P26038,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO16,,blood_proteomics_xlsx,sGO 0h v 6h,169,P169,MOES_HUMAN;Q6PJT4_HUMAN;EZRI_HUMAN;B7Z4C7_HUMAN;B7Z5V2_HUMAN;B7Z2S7_HUMAN;Q9UJZ7_HUMAN;Q9UJZ8_HUMAN;V9GZ54_HUMAN;E9PNV3_HUMAN,,,,NORMALIZED_ABUNDANCE,0.004477578003126855,POSITIVE_FINITE,true,true,0.70588235294117652,18,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000045,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q9HDC9,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO16,,blood_proteomics_xlsx,sGO 0h v 6h,413,P413,APMAP_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0011928940608442588,POSITIVE_FINITE,true,true,0.47058823529411764,18,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000046,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P04004,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO21,,blood_proteomics_xlsx,sGO 0h v 6h,74,D74,VTNC_HUMAN;J7HH10_HUMAN;B7Z553_HUMAN;H0YJW9_HUMAN,,,,NORMALIZED_ABUNDANCE,0.016570660164553816,POSITIVE_FINITE,true,true,0.77777777777777779,19,PROHIBITED
T249_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000047,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P05556,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO21,,blood_proteomics_xlsx,sGO 0h v 6h,226,D226,ITB1_HUMAN;C9JPK5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00051652290553068348,POSITIVE_FINITE,true,true,0.055555555555555552,19,PROHIBITED
