outer_fold_id,held_out_laboratory_anchor,model_id,alpha,held_out_inner_batch_id,spearman,selected_alpha
T193_OUTER_01,"Dalian University of Technology, China",SEQUENCE_RIDGE_FULL,0.01,PT_D1_16,0.631417849060341,100.0
T193_OUTER_01,"Dalian University of Technology, China",SEQUENCE_RIDGE_FULL,0.01,PT_D1_18,0.23034110636021418,100.0
T193_OUTER_01,"Dalian University of Technology, China",SEQUENCE_RIDGE_FULL,0.01,PT_D1_20,0.7807200583588266,100.0
T193_OUTER_01,"Dalian University of Technology, China",SEQUENCE_RIDGE_FULL,0.01,PT_D1_23,0.6971121059009808,100.0
T193_OUTER_01,"Dalian University of Technology, China",SEQUENCE_RIDGE_FULL,0.01,PT_D1_33,0.7734924681537619,100.0
T193_OUTER_01,"Dalian University of Technology, China",SEQUENCE_RIDGE_FULL,0.01,PT_D1_34,0.5936729339017844,100.0
T193_OUTER_01,"Dalian University of Technology, China",SEQUENCE_RIDGE_FULL,0.01,PT_D1_48,0.5331975850475652,100.0
T193_OUTER_01,"Dalian University of Technology, China",SEQUENCE_RIDGE_FULL,0.01,PT_D1_51,0.5817375393384442,100.0
T193_OUTER_01,"Dalian University of Technology, China",SEQUENCE_RIDGE_FULL,0.01,PT_D1_73,0.6205200419610072,100.0
T193_OUTER_01,"Dalian University of Technology, China",SEQUENCE_RIDGE_FULL,0.01,PT_D1_81,0.14770978917519928,100.0
T193_OUTER_01,"Dalian University of Technology, China",SEQUENCE_RIDGE_FULL,0.01,PT_D3_06,0.650213213321002,100.0
T193_OUTER_01,"Dalian University of Technology, China",SEQUENCE_RIDGE_FULL,0.01,PT_D3_14,0.5936729339017844,100.0
T193_OUTER_01,"Dalian University of Technology, China",SEQUENCE_RIDGE_FULL,0.01,PT_D3_22,0.587180674734059,100.0
T193_OUTER_01,"Dalian University of Technology, China",SEQUENCE_RIDGE_FULL,0.01,PT_D3_28,0.8440722199302098,100.0
T193_OUTER_01,"Dalian University of Technology, China",SEQUENCE_RIDGE_FULL,0.01,PT_D3_30,0.6596376411971161,100.0
