target_observation_id,source_id,laboratory_anchor,source_license,canonical_accession,measurement_batch_id,biological_unit_id,source_asset_id,source_worksheet,source_row,source_coordinate,source_identifier,source_sample,condition_label,technical_replicate_id,author_quantity_type,author_numeric_value,author_value_state,rank_target_eligible,common_target_member,source_local_rank_percentile,source_batch_positive_count,cross_source_scale_use
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000196,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q04695,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO11,,blood_proteomics_xlsx,usGO 0h vs 6h,381,P381,K1C17_HUMAN;F5GWP8_HUMAN;Q14666_HUMAN;K7EPJ9_HUMAN;B4E2P9_HUMAN;B4DJM5_HUMAN;K7ESE1_HUMAN,,,,NORMALIZED_ABUNDANCE,0.034918896653592754,POSITIVE_FINITE,true,true,0.94736842105263153,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000197,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q9HDC9,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO11,,blood_proteomics_xlsx,usGO 0h vs 6h,644,P644,APMAP_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00099691517454583776,POSITIVE_FINITE,true,true,0.10526315789473684,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000198,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P04004,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO111,,blood_proteomics_xlsx,usGO 0h vs 6h,170,L170,VTNC_HUMAN;B7Z553_HUMAN;J7HH10_HUMAN;F5GX75_HUMAN;H0YJW9_HUMAN,,,,NORMALIZED_ABUNDANCE,0.018520874843003857,POSITIVE_FINITE,true,true,0.94444444444444442,19,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000199,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P04264,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO111,,blood_proteomics_xlsx,usGO 0h vs 6h,66,L66,K2C1_HUMAN;H6VRG3_HUMAN;H6VRF9_HUMAN;F8VP67_HUMAN;A0A1W2PQU7_HUMAN,,,,NORMALIZED_ABUNDANCE,0.072924186038457656,POSITIVE_FINITE,true,true,1,19,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000200,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P05556,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO111,,blood_proteomics_xlsx,usGO 0h vs 6h,73,L73,ITB1_HUMAN;H7C4N8_HUMAN;C9JPK5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00069355263331343842,POSITIVE_FINITE,true,true,0.55555555555555558,19,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000201,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P06396,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO111,,blood_proteomics_xlsx,usGO 0h vs 6h,283,L283,B7Z2X4_HUMAN;GELS_HUMAN;B7Z4U6_HUMAN;B3KS49_HUMAN;Q5T0I0_HUMAN;A0A0U1RQL8_HUMAN;Q69YR8_HUMAN,,,,NORMALIZED_ABUNDANCE,0.005133179194073214,POSITIVE_FINITE,true,true,0.88888888888888884,19,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000202,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P07996,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO111,,blood_proteomics_xlsx,usGO 0h vs 6h,45,L45,TSP1_HUMAN;A0A024R9Q1_HUMAN;A0PJG0_HUMAN;A0A0B6XK25_HUMAN;A8MZG1_HUMAN;TSP2_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0012776043743452281,POSITIVE_FINITE,true,true,0.72222222222222221,19,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000203,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P26038,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO111,,blood_proteomics_xlsx,usGO 0h vs 6h,86,L86,MOES_HUMAN;Q6PJT4_HUMAN;B7Z4C7_HUMAN;RADI_HUMAN;B7Z2S7_HUMAN;Q9UJZ2_HUMAN;Q9UJZ7_HUMAN;Q9UJZ8_HUMAN;V9GZ54_HUMAN;E9PNV3_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00065377626868514489,POSITIVE_FINITE,true,true,0.5,19,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000204,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P60174,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO111,,blood_proteomics_xlsx,usGO 0h vs 6h,83,L83,TPIS_HUMAN,,,,NORMALIZED_ABUNDANCE,8.7256511173955425e-05,POSITIVE_FINITE,true,true,0.22222222222222221,19,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000205,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q04695,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO111,,blood_proteomics_xlsx,usGO 0h vs 6h,381,L381,K1C17_HUMAN;F5GWP8_HUMAN;Q14666_HUMAN;K7EPJ9_HUMAN;B4E2P9_HUMAN;B4DJM5_HUMAN;K7ESE1_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0016498939662241846,POSITIVE_FINITE,true,true,0.77777777777777779,19,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000206,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q9HDC9,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO111,,blood_proteomics_xlsx,usGO 0h vs 6h,644,L644,APMAP_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00072761985433827806,POSITIVE_FINITE,true,true,0.66666666666666663,19,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000207,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P04004,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO112,,blood_proteomics_xlsx,usGO 0h vs 6h,170,M170,VTNC_HUMAN;B7Z553_HUMAN;J7HH10_HUMAN;F5GX75_HUMAN;H0YJW9_HUMAN,,,,NORMALIZED_ABUNDANCE,0.01100775653767367,POSITIVE_FINITE,true,true,0.89473684210526316,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000208,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P04264,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO112,,blood_proteomics_xlsx,usGO 0h vs 6h,66,M66,K2C1_HUMAN;H6VRG3_HUMAN;H6VRF9_HUMAN;F8VP67_HUMAN;A0A1W2PQU7_HUMAN,,,,NORMALIZED_ABUNDANCE,0.13887909098203552,POSITIVE_FINITE,true,true,1,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000209,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P05556,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO112,,blood_proteomics_xlsx,usGO 0h vs 6h,73,M73,ITB1_HUMAN;H7C4N8_HUMAN;C9JPK5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00036480745458577774,POSITIVE_FINITE,true,true,0.31578947368421051,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000210,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P06396,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO112,,blood_proteomics_xlsx,usGO 0h vs 6h,283,M283,B7Z2X4_HUMAN;GELS_HUMAN;B7Z4U6_HUMAN;B3KS49_HUMAN;Q5T0I0_HUMAN;A0A0U1RQL8_HUMAN;Q69YR8_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0019389910563521325,POSITIVE_FINITE,true,true,0.78947368421052633,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000211,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P07996,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO112,,blood_proteomics_xlsx,usGO 0h vs 6h,45,M45,TSP1_HUMAN;A0A024R9Q1_HUMAN;A0PJG0_HUMAN;A0A0B6XK25_HUMAN;A8MZG1_HUMAN;TSP2_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0012094619058028208,POSITIVE_FINITE,true,true,0.63157894736842102,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000212,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P26038,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO112,,blood_proteomics_xlsx,usGO 0h vs 6h,86,M86,MOES_HUMAN;Q6PJT4_HUMAN;B7Z4C7_HUMAN;RADI_HUMAN;B7Z2S7_HUMAN;Q9UJZ2_HUMAN;Q9UJZ7_HUMAN;Q9UJZ8_HUMAN;V9GZ54_HUMAN;E9PNV3_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0009621566023717917,POSITIVE_FINITE,true,true,0.57894736842105265,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000213,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P60174,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO112,,blood_proteomics_xlsx,usGO 0h vs 6h,83,M83,TPIS_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00038275190904963702,POSITIVE_FINITE,true,true,0.36842105263157893,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000214,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q04695,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO112,,blood_proteomics_xlsx,usGO 0h vs 6h,381,M381,K1C17_HUMAN;F5GWP8_HUMAN;Q14666_HUMAN;K7EPJ9_HUMAN;B4E2P9_HUMAN;B4DJM5_HUMAN;K7ESE1_HUMAN,,,,NORMALIZED_ABUNDANCE,0.011455516031881012,POSITIVE_FINITE,true,true,0.94736842105263153,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000215,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q9HDC9,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO112,,blood_proteomics_xlsx,usGO 0h vs 6h,644,M644,APMAP_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0021147383300134299,POSITIVE_FINITE,true,true,0.84210526315789469,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000216,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P04004,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO115,,blood_proteomics_xlsx,usGO 0h vs 6h,170,Y170,VTNC_HUMAN;B7Z553_HUMAN;J7HH10_HUMAN;F5GX75_HUMAN;H0YJW9_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0094064146189407061,POSITIVE_FINITE,true,true,0.89473684210526316,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000217,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P04264,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO115,,blood_proteomics_xlsx,usGO 0h vs 6h,66,Y66,K2C1_HUMAN;H6VRG3_HUMAN;H6VRF9_HUMAN;F8VP67_HUMAN;A0A1W2PQU7_HUMAN,,,,NORMALIZED_ABUNDANCE,0.4025366392211594,POSITIVE_FINITE,true,true,1,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000218,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P05556,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO115,,blood_proteomics_xlsx,usGO 0h vs 6h,73,Y73,ITB1_HUMAN;H7C4N8_HUMAN;C9JPK5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00043446163611756869,POSITIVE_FINITE,true,true,0.31578947368421051,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000219,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P06396,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO115,,blood_proteomics_xlsx,usGO 0h vs 6h,283,Y283,B7Z2X4_HUMAN;GELS_HUMAN;B7Z4U6_HUMAN;B3KS49_HUMAN;Q5T0I0_HUMAN;A0A0U1RQL8_HUMAN;Q69YR8_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0012637209806443069,POSITIVE_FINITE,true,true,0.63157894736842102,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000220,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P07996,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO115,,blood_proteomics_xlsx,usGO 0h vs 6h,45,Y45,TSP1_HUMAN;A0A024R9Q1_HUMAN;A0PJG0_HUMAN;A0A0B6XK25_HUMAN;A8MZG1_HUMAN;TSP2_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0014866786960253649,POSITIVE_FINITE,true,true,0.68421052631578949,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000221,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P26038,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO115,,blood_proteomics_xlsx,usGO 0h vs 6h,86,Y86,MOES_HUMAN;Q6PJT4_HUMAN;B7Z4C7_HUMAN;RADI_HUMAN;B7Z2S7_HUMAN;Q9UJZ2_HUMAN;Q9UJZ7_HUMAN;Q9UJZ8_HUMAN;V9GZ54_HUMAN;E9PNV3_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00245632567703936,POSITIVE_FINITE,true,true,0.73684210526315785,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000222,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P60174,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO115,,blood_proteomics_xlsx,usGO 0h vs 6h,83,Y83,TPIS_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00022832857424158698,POSITIVE_FINITE,true,true,0.15789473684210525,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000223,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q04695,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO115,,blood_proteomics_xlsx,usGO 0h vs 6h,381,Y381,K1C17_HUMAN;F5GWP8_HUMAN;Q14666_HUMAN;K7EPJ9_HUMAN;B4E2P9_HUMAN;B4DJM5_HUMAN;K7ESE1_HUMAN,,,,NORMALIZED_ABUNDANCE,0.011456255591883627,POSITIVE_FINITE,true,true,0.94736842105263153,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000224,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q9HDC9,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO115,,blood_proteomics_xlsx,usGO 0h vs 6h,644,Y644,APMAP_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00086094691146116958,POSITIVE_FINITE,true,true,0.52631578947368418,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000225,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P04004,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO120,,blood_proteomics_xlsx,usGO 0h vs 6h,170,Z170,VTNC_HUMAN;B7Z553_HUMAN;J7HH10_HUMAN;F5GX75_HUMAN;H0YJW9_HUMAN,,,,NORMALIZED_ABUNDANCE,0.012009392970601006,POSITIVE_FINITE,true,true,0.94736842105263153,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000226,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P04264,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO120,,blood_proteomics_xlsx,usGO 0h vs 6h,66,Z66,K2C1_HUMAN;H6VRG3_HUMAN;H6VRF9_HUMAN;F8VP67_HUMAN;A0A1W2PQU7_HUMAN,,,,NORMALIZED_ABUNDANCE,0.14171675960176117,POSITIVE_FINITE,true,true,1,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000227,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P05556,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO120,,blood_proteomics_xlsx,usGO 0h vs 6h,73,Z73,ITB1_HUMAN;H7C4N8_HUMAN;C9JPK5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0017976356784146655,POSITIVE_FINITE,true,true,0.73684210526315785,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000228,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P06396,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO120,,blood_proteomics_xlsx,usGO 0h vs 6h,283,Z283,B7Z2X4_HUMAN;GELS_HUMAN;B7Z4U6_HUMAN;B3KS49_HUMAN;Q5T0I0_HUMAN;A0A0U1RQL8_HUMAN;Q69YR8_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0044114459072020027,POSITIVE_FINITE,true,true,0.89473684210526316,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000229,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P07996,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO120,,blood_proteomics_xlsx,usGO 0h vs 6h,45,Z45,TSP1_HUMAN;A0A024R9Q1_HUMAN;A0PJG0_HUMAN;A0A0B6XK25_HUMAN;A8MZG1_HUMAN;TSP2_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0014410895376851876,POSITIVE_FINITE,true,true,0.52631578947368418,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000230,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P26038,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO120,,blood_proteomics_xlsx,usGO 0h vs 6h,86,Z86,MOES_HUMAN;Q6PJT4_HUMAN;B7Z4C7_HUMAN;RADI_HUMAN;B7Z2S7_HUMAN;Q9UJZ2_HUMAN;Q9UJZ7_HUMAN;Q9UJZ8_HUMAN;V9GZ54_HUMAN;E9PNV3_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0032743680940533664,POSITIVE_FINITE,true,true,0.84210526315789469,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000231,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P60174,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO120,,blood_proteomics_xlsx,usGO 0h vs 6h,83,Z83,TPIS_HUMAN,,,,NORMALIZED_ABUNDANCE,3.8804658466773243e-05,POSITIVE_FINITE,true,true,0.052631578947368418,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000232,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q04695,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO120,,blood_proteomics_xlsx,usGO 0h vs 6h,381,Z381,K1C17_HUMAN;F5GWP8_HUMAN;Q14666_HUMAN;K7EPJ9_HUMAN;B4E2P9_HUMAN;B4DJM5_HUMAN;K7ESE1_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0030477018417583691,POSITIVE_FINITE,true,true,0.78947368421052633,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000233,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q9HDC9,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO120,,blood_proteomics_xlsx,usGO 0h vs 6h,644,Z644,APMAP_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0013320642914459507,POSITIVE_FINITE,true,true,0.47368421052631576,20,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000234,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P04004,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO121,,blood_proteomics_xlsx,usGO 0h vs 6h,170,AA170,VTNC_HUMAN;B7Z553_HUMAN;J7HH10_HUMAN;F5GX75_HUMAN;H0YJW9_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0079613954776984464,POSITIVE_FINITE,true,true,0.94444444444444442,19,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000235,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P04264,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO121,,blood_proteomics_xlsx,usGO 0h vs 6h,66,AA66,K2C1_HUMAN;H6VRG3_HUMAN;H6VRF9_HUMAN;F8VP67_HUMAN;A0A1W2PQU7_HUMAN,,,,NORMALIZED_ABUNDANCE,0.022590549654933626,POSITIVE_FINITE,true,true,1,19,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000236,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P05556,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO121,,blood_proteomics_xlsx,usGO 0h vs 6h,73,AA73,ITB1_HUMAN;H7C4N8_HUMAN;C9JPK5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0032831960098942139,POSITIVE_FINITE,true,true,0.77777777777777779,19,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000237,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P06396,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO121,,blood_proteomics_xlsx,usGO 0h vs 6h,283,AA283,B7Z2X4_HUMAN;GELS_HUMAN;B7Z4U6_HUMAN;B3KS49_HUMAN;Q5T0I0_HUMAN;A0A0U1RQL8_HUMAN;Q69YR8_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0019630261440037764,POSITIVE_FINITE,true,true,0.55555555555555558,19,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000238,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P07996,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO121,,blood_proteomics_xlsx,usGO 0h vs 6h,45,AA45,TSP1_HUMAN;A0A024R9Q1_HUMAN;A0PJG0_HUMAN;A0A0B6XK25_HUMAN;A8MZG1_HUMAN;TSP2_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0027872276790778185,POSITIVE_FINITE,true,true,0.61111111111111116,19,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000239,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P26038,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO121,,blood_proteomics_xlsx,usGO 0h vs 6h,86,AA86,MOES_HUMAN;Q6PJT4_HUMAN;B7Z4C7_HUMAN;RADI_HUMAN;B7Z2S7_HUMAN;Q9UJZ2_HUMAN;Q9UJZ7_HUMAN;Q9UJZ8_HUMAN;V9GZ54_HUMAN;E9PNV3_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0029622811462115574,POSITIVE_FINITE,true,true,0.66666666666666663,19,PROHIBITED
T192_EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS_000240,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P60174,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO121,,blood_proteomics_xlsx,usGO 0h vs 6h,83,AA83,TPIS_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0001433372279127844,POSITIVE_FINITE,true,true,0.055555555555555552,19,PROHIBITED
