outer_fold_id,held_out_source_id,model_id,alpha,held_out_inner_batch_id,spearman,selected_alpha
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PMC6592156:PH:pH 7.7:Rep2,0.7833333333333333,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PMC6592156:PH:pH 7.7:Rep3,0.7833333333333333,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PMC6592156:PH:pH 8.9:Rep1,0.75,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PMC6592156:PH:pH 8.9:Rep2,0.6666666666666666,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PMC6592156:PH:pH 8.9:Rep3,0.7333333333333333,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PMC6592156:TEMPERATURE:17 °C:Rep1,0.8809523809523809,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PMC6592156:TEMPERATURE:17 °C:Rep2,0.8571428571428571,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PMC6592156:TEMPERATURE:17 °C:Rep3,0.8214285714285714,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PMC6592156:TEMPERATURE:30 °C:Rep1,0.7142857142857143,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PMC6592156:TEMPERATURE:30 °C:Rep2,0.8571428571428571,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PMC6592156:TEMPERATURE:30 °C:Rep3,0.8666666666666667,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PMC6592156:TEMPERATURE:4 °C:Rep1,0.9166666666666666,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PMC6592156:TEMPERATURE:4 °C:Rep2,0.9166666666666666,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PMC6592156:TEMPERATURE:4 °C:Rep3,0.8809523809523809,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PMC6592156:TEMPERATURE:41 °C:Rep1,0.8,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PMC6592156:TEMPERATURE:41 °C:Rep2,0.8833333333333333,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PMC6592156:TEMPERATURE:41 °C:Rep3,0.8166666666666667,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PMC6592156:TEMPERATURE:47 °C:Rep1,0.8214285714285714,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PMC6592156:TEMPERATURE:47 °C:Rep2,0.8809523809523809,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PMC6592156:TEMPERATURE:47 °C:Rep3,0.8809523809523809,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PT_D1_16,0.6329621044272916,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PT_D1_18,0.8365019125713041,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PT_D1_20,0.44136741475237473,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PT_D1_23,0.6666736168667458,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PT_D1_33,0.587180674734059,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PT_D1_34,0.7807200583588266,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PT_D1_48,0.5908391567007971,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PT_D1_51,0.9082951062292475,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PT_D1_73,0.7289182663923712,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PT_D1_81,0.9323373174786144,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PT_D3_06,0.5460533760344655,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PT_D3_14,0.587180674734059,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PT_D3_22,0.7637626158259733,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PT_D3_28,0.6546536707079771,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PT_D3_30,0.7342360411356583,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PT_D3_37,0.9271050693011066,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PT_D3_41,0.7770628278831779,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PT_D3_42,0.6343350474165466,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PT_D3_85,0.9456108576893003,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,PT_D3_96,0.9759000729485332,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,R4_PXD060795_F1,0.55,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,R4_PXD060795_F2,0.7619047619047619,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,R4_PXD060795_F3,0.5714285714285714,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,R4_PXD060795_F7,0.7380952380952381,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,R4_PXD060795_F8,0.8214285714285714,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,R4_PXD060795_F9,0.9285714285714286,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,T_D1_133,0.7289182663923712,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,T_D1_138,0.5357142857142857,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,T_D1_165,0.9323373174786144,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,T_D1_173,0.8439494725697222,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,T_D1_186,0.7119666788018509,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,T_D3_119a,0.847579379526013,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,T_D3_119b,0.7987953376480265,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,T_D3_155,0.6154574548966636,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,T_D3_178,0.9759000729485332,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,T_D3_198,0.7134013512656113,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.01,__MEAN__,0.7781169015065168,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:PH:pH 4.9:Rep1,0.7714285714285715,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:PH:pH 4.9:Rep2,0.8928571428571429,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:PH:pH 4.9:Rep3,0.7857142857142857,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:PH:pH 6.1:Rep1,0.8095238095238095,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:PH:pH 6.1:Rep2,0.8166666666666667,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:PH:pH 6.1:Rep3,0.7857142857142857,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:PH:pH 6.8:Rep1,0.7333333333333333,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:PH:pH 6.8:Rep2,0.8666666666666667,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:PH:pH 6.8:Rep3,0.75,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:PH:pH 7.7:Rep1,0.9047619047619048,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:PH:pH 7.7:Rep2,0.7833333333333333,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:PH:pH 7.7:Rep3,0.7833333333333333,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:PH:pH 8.9:Rep1,0.75,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:PH:pH 8.9:Rep2,0.6666666666666666,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:PH:pH 8.9:Rep3,0.7333333333333333,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:TEMPERATURE:17 °C:Rep1,0.8809523809523809,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:TEMPERATURE:17 °C:Rep2,0.8571428571428571,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:TEMPERATURE:17 °C:Rep3,0.8214285714285714,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:TEMPERATURE:30 °C:Rep1,0.7142857142857143,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:TEMPERATURE:30 °C:Rep2,0.8571428571428571,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:TEMPERATURE:30 °C:Rep3,0.8666666666666667,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:TEMPERATURE:4 °C:Rep1,0.9166666666666666,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:TEMPERATURE:4 °C:Rep2,0.9166666666666666,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:TEMPERATURE:4 °C:Rep3,0.8809523809523809,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:TEMPERATURE:41 °C:Rep1,0.8,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:TEMPERATURE:41 °C:Rep2,0.8833333333333333,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:TEMPERATURE:41 °C:Rep3,0.8166666666666667,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:TEMPERATURE:47 °C:Rep1,0.8214285714285714,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:TEMPERATURE:47 °C:Rep2,0.8809523809523809,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PMC6592156:TEMPERATURE:47 °C:Rep3,0.8809523809523809,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PT_D1_16,0.6329621044272916,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PT_D1_18,0.8365019125713041,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PT_D1_20,0.47809144373375745,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PT_D1_23,0.6636311986530792,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PT_D1_33,0.5994136054576852,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PT_D1_34,0.7807200583588266,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PT_D1_48,0.5908391567007971,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PT_D1_51,0.9012089601485377,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PT_D1_73,0.7289182663923712,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PT_D1_81,0.9199049251009972,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PT_D3_06,0.538248951839554,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PT_D3_14,0.587180674734059,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PT_D3_22,0.7637626158259733,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PT_D3_28,0.6546536707079771,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PT_D3_30,0.7342360411356583,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PT_D3_37,0.9271050693011066,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PT_D3_41,0.7770628278831779,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PT_D3_42,0.6343350474165466,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PT_D3_85,0.9549937104572925,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,PT_D3_96,0.9759000729485332,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,R4_PXD060795_F1,0.55,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,R4_PXD060795_F2,0.7619047619047619,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,R4_PXD060795_F3,0.5714285714285714,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,R4_PXD060795_F7,0.7380952380952381,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,R4_PXD060795_F8,0.8214285714285714,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,R4_PXD060795_F9,0.9285714285714286,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,T_D1_133,0.7173570516842639,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,T_D1_138,0.5690229011161231,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,T_D1_165,0.9323373174786144,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,T_D1_173,0.8439494725697222,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,T_D1_186,0.7119666788018509,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,T_D3_119a,0.847579379526013,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,T_D3_119b,0.7951404970357049,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,T_D3_155,0.6154574548966636,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,T_D3_178,0.9759000729485332,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,T_D3_198,0.7109618382379144,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,0.1,__MEAN__,0.7787779239104534,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,1.0,PMC6592156:PH:pH 4.9:Rep1,0.7714285714285715,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,1.0,PMC6592156:PH:pH 4.9:Rep2,0.8928571428571429,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,1.0,PMC6592156:PH:pH 4.9:Rep3,0.7857142857142857,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,1.0,PMC6592156:PH:pH 6.1:Rep1,0.8095238095238095,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,1.0,PMC6592156:PH:pH 6.1:Rep2,0.8166666666666667,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,1.0,PMC6592156:PH:pH 6.1:Rep3,0.7857142857142857,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,1.0,PMC6592156:PH:pH 6.8:Rep1,0.7333333333333333,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,1.0,PMC6592156:PH:pH 6.8:Rep2,0.8666666666666667,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,1.0,PMC6592156:PH:pH 6.8:Rep3,0.75,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,1.0,PMC6592156:PH:pH 7.7:Rep1,0.9047619047619048,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,1.0,PMC6592156:PH:pH 7.7:Rep2,0.7833333333333333,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,1.0,PMC6592156:PH:pH 7.7:Rep3,0.7833333333333333,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,1.0,PMC6592156:PH:pH 8.9:Rep1,0.75,100.0
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,SEQUENCE_RIDGE_FULL,1.0,PMC6592156:PH:pH 8.9:Rep2,0.6666666666666666,100.0
