outer_fold_id,held_out_source_id,paired_measurement_batch_count,full_minus_composition_mean_spearman,resamples,seed,lower_95,upper_95
T238_OUTER_01,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,49,0.12011661807580173,2000,2381,0.09941326530612245,0.143301749271137
T238_OUTER_02,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,30,0.0,2000,2382,0.0,0.0
T238_OUTER_03,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,6,0.0,2000,2383,0.0,0.0
T238_OUTER_04,PXD064962_UCD_EVENT,30,0.0,2000,2384,0.0,0.0
