model_id,measurement_batch_id,protein_count,spearman,spearman_status,mae,rmse
CONSTANT_TRAINING_MEAN,PXD068107_NP03,82,,UNDEFINED_CONSTANT_PREDICTION,0.25326082768054115,0.29252087767181861
CONSTANT_TRAINING_MEAN,PXD068107_NP10,95,,UNDEFINED_CONSTANT_PREDICTION,0.25282835892474492,0.2920340739546618
CONSTANT_TRAINING_MEAN,PXD068107_NP12,85,,UNDEFINED_CONSTANT_PREDICTION,0.2531313078798344,0.29239524224804647
CONSTANT_TRAINING_MEAN,PXD068107_NP15,97,,UNDEFINED_CONSTANT_PREDICTION,0.25277461196146511,0.29197082357022919
CONSTANT_TRAINING_MEAN,PXD068107_NP16,98,,UNDEFINED_CONSTANT_PREDICTION,0.25274403235000764,0.29194017154818908
CONSTANT_TRAINING_MEAN,PXD068107_NP17,93,,UNDEFINED_CONSTANT_PREDICTION,0.25288421035656627,0.29210005975361486
CONSTANT_TRAINING_MEAN,PXD068107_NP20,97,,UNDEFINED_CONSTANT_PREDICTION,0.25277461196146511,0.29197082357022919
CONSTANT_TRAINING_MEAN,PXD068107_NP23,97,,UNDEFINED_CONSTANT_PREDICTION,0.25277461196146511,0.29197082357022919
CONSTANT_TRAINING_MEAN,PXD068107_NP24,97,,UNDEFINED_CONSTANT_PREDICTION,0.25277461196146511,0.29197082357022919
CONSTANT_TRAINING_MEAN,PXD068107_NP30,97,,UNDEFINED_CONSTANT_PREDICTION,0.25277461196146511,0.29197082357022919
CONSTANT_TRAINING_MEAN,PXD068107_NP34,96,,UNDEFINED_CONSTANT_PREDICTION,0.25279950408564084,0.29200211757807354
CONSTANT_TRAINING_MEAN,PXD068107_NP40,98,,UNDEFINED_CONSTANT_PREDICTION,0.25274403235000764,0.29194017154818902
CONSTANT_TRAINING_MEAN,PXD068107_NP41,94,,UNDEFINED_CONSTANT_PREDICTION,0.25285726183972973,0.29206671395506079
CONSTANT_TRAINING_MEAN,PXD068107_NP42,93,,UNDEFINED_CONSTANT_PREDICTION,0.25288421035656627,0.29210005975361486
CONSTANT_TRAINING_MEAN,PXD068107_NP43,93,,UNDEFINED_CONSTANT_PREDICTION,0.25288421035656627,0.2921000597536148
CONSTANT_TRAINING_MEAN,PXD068107_NP45,89,,UNDEFINED_CONSTANT_PREDICTION,0.25300273506593457,0.29224097949997735
CONSTANT_TRAINING_MEAN,PXD068107_NP48,95,,UNDEFINED_CONSTANT_PREDICTION,0.25282835892474492,0.2920340739546618
CONSTANT_TRAINING_MEAN,PXD068107_NP74,98,,UNDEFINED_CONSTANT_PREDICTION,0.25274403235000759,0.29194017154818902
CONSTANT_TRAINING_MEAN,PXD068107_NP82,97,,UNDEFINED_CONSTANT_PREDICTION,0.25277461196146511,0.29197082357022919
CONSTANT_TRAINING_MEAN,PXD068107_NP85,97,,UNDEFINED_CONSTANT_PREDICTION,0.25277461196146506,0.29197082357022924
CONSTANT_TRAINING_MEAN,PXD068107_NP95,88,,UNDEFINED_CONSTANT_PREDICTION,0.25304575499327792,0.29227822279025056
SEQUENCE_RIDGE_FULL,PXD068107_NP03,82,0.077480654324615539,DEFINED,0.24999643858531453,0.29490080082013148
SEQUENCE_RIDGE_FULL,PXD068107_NP10,95,0.1345744680851064,DEFINED,0.24734325626264519,0.28951331953514903
SEQUENCE_RIDGE_FULL,PXD068107_NP12,85,0.33390658589017003,DEFINED,0.23734210634563466,0.27409297552710854
SEQUENCE_RIDGE_FULL,PXD068107_NP15,97,0.1758757626762045,DEFINED,0.24078740976286855,0.28815066349148466
SEQUENCE_RIDGE_FULL,PXD068107_NP16,98,0.22598167664441596,DEFINED,0.24221935824013094,0.2836005174560336
SEQUENCE_RIDGE_FULL,PXD068107_NP17,93,0.28690579212795797,DEFINED,0.23429670863606661,0.27501554141572848
SEQUENCE_RIDGE_FULL,PXD068107_NP20,97,0.33553808121186618,DEFINED,0.23161129654553061,0.27293145416704662
SEQUENCE_RIDGE_FULL,PXD068107_NP23,97,-0.02265674310961498,DEFINED,0.26279195079551515,0.30528859802840991
