model_id,external_observation_count,external_measurement_batch_count,primary_metric_status,mean_spearman,mean_spearman_lower_95,mean_spearman_upper_95,mean_mae,mean_mae_lower_95,mean_mae_upper_95,mean_rmse,mean_rmse_lower_95,mean_rmse_upper_95
CONSTANT_TRAINING_MEAN,1976,21,UNDEFINED_CONSTANT_PREDICTION,,,,0.25286005339259177,0.25280802638713751,0.25292386077008921,0.2920708933595032,0.29201087937533737,0.29214364124511916
SEQUENCE_RIDGE_FULL,1976,21,DEFINED,0.17861446667608047,0.14194138226828856,0.21417738108202208,0.244535556513161,0.24155055192778857,0.24781331719327718,0.28662541409306069,0.28347394292402273,0.28989125743650318
SEQUENCE_RIDGE_COMPOSITION_ONLY,1976,21,DEFINED,0.19994159595004432,0.17010372424111653,0.22983799642118988,0.24452153925984899,0.24207590130936035,0.24723070833242511,0.28709224348709195,0.28437500718649861,0.28973162330826091
