resample,null_mean_spearman
1,0.11759796994323875
2,-0.15731843240366353
3,-0.19501473996506893
4,0.035860880438129787
5,-0.21955147952531906
6,0.1466764524120974
7,-0.21334523216129089
8,-0.21407325009416661
9,-0.25128006005603126
10,-0.050557001853319593
11,0.096255571974105544
12,-0.12655896335032291
13,-0.098066263462928682
14,-0.25706926064815044
15,-0.31158390939780073
16,-0.11593277382776662
17,-0.051504809258591203
18,-0.19087389392239901
19,-0.056495132258078055
20,-0.24620658055718903
21,-0.14107460647813377
22,-0.28444078063840134
23,-0.013203823909953697
24,-0.21103199765985525
25,-0.19692773425082385
26,-0.2448495952293826
27,0.033095353060204689
28,-0.27390659463075084
29,-0.31779453537452373
30,-0.01570671876029912
31,-0.082103531564824375
32,-0.025284584015570839
33,-0.23191654482969642
34,-0.23721551379379352
35,0.0061969736793415289
36,-0.14792960946001812
37,0.0042951144287695486
38,-0.041018880277997764
39,-0.03418753826860714
40,-0.043033094260068135
41,-0.1516235094717174
42,-0.06744897457348506
43,-0.11619415640731835
44,-0.10475746916874842
45,-0.16842891133369606
46,0.021622309803270227
47,-0.24849937201781191
48,-0.14066910796481416
49,-0.059947023396885436
50,0.22622125118151137
51,-0.1597982643247482
52,0.063721656977807822
53,0.092030788489708706
54,-0.1769225075663918
55,0.034232288110867815
56,-0.12374376589885638
57,-0.23857619144084197
58,-0.013795444439351186
59,-0.10117176395536524
60,0.016527895846829007
61,-0.16349035706695414
62,-0.17496632759423189
63,-0.13102480551439788
64,-0.10220805159479485
65,-0.16095619270073047
66,-0.21124956029493452
67,-0.094888903423517579
68,-0.030546170293898611
69,-0.10849326795788281
70,-0.097005576686028785
71,-0.14714290244272824
72,-0.28469643828174945
73,0.14199600939547971
74,-0.089050275477029997
75,-0.095392012244675875
76,-0.017248878206352521
77,-0.077324443642625917
78,-0.14930619559555663
79,-0.18613350703336576
80,-0.23270533139728766
81,-0.10669391559987698
82,-0.15159321873200299
83,-0.068202126476681904
84,-0.22116882052617481
85,-0.10345031652277592
86,-0.20429446427237921
87,-0.076021436530802733
88,-0.084642916333353524
89,-0.057041223526387852
90,-0.26860237336688825
91,-0.11087805148927637
92,-0.11635089910553956
93,-0.096154998783407039
94,-0.15915693602938635
95,-0.16721046064153638
96,-0.12143237085156666
97,0.070793716146575189
98,-0.00093950762992087036
99,-0.14957706892092823
100,-0.11976126248110447
101,-0.22150321532554104
102,0.16450882385678336
103,0.075486511909933357
104,-0.087745678432189708
105,0.055266160342876028
106,0.042027286949217403
107,-0.06123644685948982
108,-0.11760969396413902
109,-0.21685584731455707
110,-0.10401154462741512
111,-0.12443035388801445
112,0.040933179606688769
113,-0.0056479815172653103
114,0.021436486350936503
115,-0.023336046273652371
116,-0.14504852505957574
117,0.0088136660690091868
118,0.021925578520980812
119,-0.065354106499808509
120,-0.17682935510349809
121,-0.071556775161812955
122,-0.010484578064369221
123,-0.10415233269017257
124,0.031975489523489546
125,-0.10556212583924807
126,-0.11140675100846478
127,0.10809303427018238
128,0.049428677166041254
129,-0.19328786622317753
130,-0.29072817542501206
131,0.03932613149843741
132,-0.10738541191054096
133,-0.14192970875593397
134,-0.085944716288898257
135,0.15131504322438075
136,-0.085400370009500681
137,0.035002717274983476
138,-0.10629050845998994
139,-0.21925980397729408
140,0.0073318660798161774
141,-0.021111615696502318
142,0.020861400669807996
143,0.17305775810798457
144,-0.11766253270396887
145,-0.083047496980392446
146,-0.13517987157960104
147,-0.2338627670824642
148,-0.17959361038570235
149,0.043521062440554793
150,-0.18282669985794575
151,-0.10524118840155763
152,-0.19302166491797665
153,-0.13611728225610223
154,0.09860322573850254
155,-0.079595866622186262
156,-0.21174224015837792
157,-0.22141237511725365
158,-0.1554160841121795
159,-0.031148154536149608
160,0.077585759437685461
161,0.056550430937084561
162,-0.23110090182024035
163,-0.10258567932161702
164,-0.076239668314836043
165,0.069017643349439842
166,-0.013505296840482798
167,-0.14602000408619861
168,-0.19576083892974089
169,-0.10983618376976682
170,-0.24901195261972434
171,-0.12213105752108611
172,-0.12197713501393341
173,-0.0029765944352354032
174,0.075984559831723669
175,-0.10993378689667524
176,0.024843712863788725
177,-0.21890713078393639
178,-0.15383851436786858
179,-0.15605141229450264
180,-0.28879695527473742
181,0.019688039369043241
182,-0.086968127040239998
183,0.056906683652352262
184,-0.066764962165113545
185,-0.15093556030887006
186,-0.11458552349279351
187,-0.17592507931220594
188,-0.28134352125098777
189,0.1937831657438735
190,-0.02295225466769393
191,-0.015024151900918636
192,-0.12946338895751661
193,-0.095122840418566196
194,-0.2560409197261786
195,0.009025769027155817
196,-0.19707512400645269
197,-0.079321408013342865
198,0.048727281082439691
199,-0.062515450728746175
200,-0.0094540702601165379
201,-0.066766607842307341
202,0.10171460078067752
203,-0.071116980740795768
204,-0.21032478219470427
205,0.054746664089146732
206,-0.16644121113109703
207,-0.15754853814649145
208,-0.088733083668274412
209,-0.17463212610123308
210,-0.14919829113734437
211,-0.068343807774879625
212,-0.18542184793926389
213,-0.12595638282525273
214,-0.084484586733945058
215,-0.12667903919795492
216,-0.052389956590860529
217,-0.017695508124557498
218,-0.27836082850326993
219,-0.03041420046187451
220,-0.023187484376457096
221,-0.18200205453922791
222,0.15115805144242703
223,-0.29721193916261668
224,0.073183342697186723
225,-0.15980753097507064
226,0.052551084584947859
227,-0.15754335963413257
228,-0.26055915814159586
229,-0.16623563239527475
230,0.043199681861982579
231,-0.25065547868578708
232,-0.28238113687628391
233,-0.11657541502826102
234,0.024391922045836217
235,-0.13489813430059866
236,-0.24084453924749114
237,-0.16571149455468462
238,-0.31534685364157572
239,0.077731343942821954
240,-0.17805803204045326
241,-0.14629553254412875
242,-0.097467099032814794
243,0.046554673528045834
244,-0.1590622310304563
245,-0.23562800799206782
246,-0.045156104720385344
247,-0.13935317161728589
248,-0.26912090725596449
249,-0.27058271670990458
250,-0.31636706056069852
251,0.0061331506689875411
252,-0.18825382982667924
253,-0.16031776109263515
254,-0.011687460932628974
255,0.0087705005721395515
256,-0.18435412795222619
