model_id,measurement_batch_id,protein_count,spearman,spearman_status,mae,rmse
SEQUENCE_RIDGE_FULL,PMC6592156:TEMPERATURE:41 °C:Rep1,49,0.51000000000000001,DEFINED,0.17357884799457882,0.2048788495854891
SEQUENCE_RIDGE_FULL,PMC6592156:TEMPERATURE:41 °C:Rep2,49,0.5162244897959184,DEFINED,0.17304606763364,0.20977704528741414
SEQUENCE_RIDGE_FULL,PMC6592156:TEMPERATURE:41 °C:Rep3,49,0.50377551020408162,DEFINED,0.16447286510679801,0.20672068073583241
SEQUENCE_RIDGE_FULL,PMC6592156:TEMPERATURE:47 °C:Rep1,19,0.40350877192982454,DEFINED,0.26130688192619939,0.30430183982337899
SEQUENCE_RIDGE_FULL,PMC6592156:TEMPERATURE:47 °C:Rep2,21,0.37792207792207794,DEFINED,0.300402999112172,0.34793972513100035
SEQUENCE_RIDGE_FULL,PMC6592156:TEMPERATURE:47 °C:Rep3,18,0.47781217750257998,DEFINED,0.29487998305214541,0.33412167191938141
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:PH:pH 4.9:Rep1,14,0.46813186813186813,DEFINED,0.37067274190527566,0.39777750214018454
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:PH:pH 4.9:Rep2,14,0.32307692307692309,DEFINED,0.35211257323220357,0.38083444671211125
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:PH:pH 4.9:Rep3,17,0.40931372549019607,DEFINED,0.337554033677612,0.35924818850903489
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:PH:pH 6.1:Rep1,25,0.50230769230769234,DEFINED,0.2584768522414409,0.30549679000276031
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:PH:pH 6.1:Rep2,30,0.59510567296996664,DEFINED,0.2508989439807639,0.29422068338990648
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:PH:pH 6.1:Rep3,26,0.5576068376068376,DEFINED,0.23980875895549092,0.27668679746256925
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:PH:pH 6.8:Rep1,33,0.50100267379679142,DEFINED,0.2491254765022754,0.28962566871013734
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:PH:pH 6.8:Rep2,31,0.47096774193548385,DEFINED,0.18698630004070049,0.23850484466989594
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:PH:pH 6.8:Rep3,32,0.49890029325513197,DEFINED,0.19750239492429078,0.23783799268154576
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:PH:pH 7.7:Rep1,30,0.4789766407119021,DEFINED,0.21192688747806765,0.24998464048799854
SEQUENCE_RIDGE_COMPOSITION_ONLY,PMC6592156:PH:pH 7.7:Rep2,33,0.44284759358288772,DEFINED,0.22153208091423995,0.26241557058715903
