resample,null_mean_spearman
126,-0.12934474271697502
127,-0.23419463758812853
128,-0.19708930079455975
129,0.15662241109410199
130,0.16573503352550273
131,-0.10818860037437253
132,-0.2685519703571112
133,0.23928675369678556
134,-0.11158645782046264
135,-0.14249294293108458
136,-0.22089458794609299
137,0.13452173182651697
138,0.0042349857568516535
139,-0.0094772759035418076
140,0.12639455593218432
141,0.047085365173444874
142,-0.11103207750352498
143,-0.25535775288594575
144,-0.12564843470793255
145,-0.073959521993531716
146,-0.088474847441474935
147,-0.058672813407517989
148,0.13136419234853433
149,-0.25183486748457612
150,0.021943019565987619
151,-0.2310862488184412
152,-0.12393907798666097
153,-0.17782638121204539
154,-0.037073376562805134
155,0.1541448129257956
156,-0.088347581894831786
157,0.19035018182379784
158,-0.18163231846865599
159,-0.13359826330800384
160,-0.18509291059674074
161,0.13749613319835072
162,-0.2417911906721994
163,-0.056754437662017779
164,0.21957995260522717
165,-0.19820569339356633
166,-0.010276108667913952
167,-0.020354661894394516
168,-0.040226208206647261
169,-0.20131553618777837
170,-0.057853816676885744
171,-0.32956627959111606
172,-0.16230037508328995
173,0.0084700042625640917
174,-0.091019732998321612
175,-0.19438850764433727
176,0.13313646592276038
177,0.07513961231859069
178,0.13292642022531798
179,-0.14300516305399086
180,-0.10741874598634814
181,-0.18234861881356265
182,-0.16917268469587649
183,0.27030283356014972
184,-0.32275510761076398
185,-0.02242263584633214
186,-0.035402900654634445
187,-0.040846778423844342
188,-0.16773608200335399
189,-0.059442251881623741
190,-0.23721940419328214
191,-0.14200429387913188
192,-0.080603733409720435
193,-0.27556133636494357
194,-0.25944314808027691
195,0.24820506882402826
196,-0.25839975353617595
197,-0.12265951346457114
198,-0.10422390095917568
199,-0.25747131592641775
200,-0.096252972208659013
201,0.072344464283098889
202,0.087661591198727642
203,-0.089551928123948674
204,-0.12309673947119727
205,-0.050573688482115936
206,-0.099472329738646337
207,-0.043854340384237633
208,0.2775306346779059
209,0.048713841786256637
210,-0.040155580706221938
211,-0.22388514363505957
212,-0.17252561696736823
213,0.14623446554196864
214,0.085618127901606833
215,-0.18874875154223486
216,-0.18813239432653633
217,-0.28649380834781968
218,-0.21036501359473025
219,0.032440527889944795
220,-0.1765546751830307
221,-0.31969960807625719
222,0.1547814505700264
223,-0.37277207575909682
224,0.045114786985206906
225,-0.17306251319423363
226,-0.17575217979077984
227,-0.025809311962068694
228,-0.031957195182580451
229,-0.042051628450653314
230,-0.26998582619106509
231,-0.1068808739538025
232,-0.088930413873856973
233,0.15172423804377694
234,0.16728588903741476
235,0.0312561582975475
236,-0.10835095017849432
237,-0.172792453466898
238,-0.16535393721866365
239,-0.2524247744005394
240,-0.16300105174367835
241,0.034372765325552453
242,-0.17588072872605537
243,-0.033015856805008452
244,-0.15409669668160414
245,0.10933707760495565
246,-0.23455110694938558
247,0.1497531385464296
248,-0.040870753234346302
249,-0.15135493859586499
250,-0.050499661684602924
251,-0.074346895048354261
252,0.14144342253511313
253,0.26488420752442016
254,-0.014362144150557856
255,-0.27110256169065838
256,0.20902077390157944
