model_id,external_observation_count,external_measurement_batch_count,primary_metric_status,mean_spearman,mean_spearman_lower_95,mean_spearman_upper_95,mean_mae,mean_mae_lower_95,mean_mae_upper_95,mean_rmse,mean_rmse_lower_95,mean_rmse_upper_95
CONSTANT_TRAINING_MEAN,953,30,UNDEFINED_CONSTANT_PREDICTION,,,,0.24432870997614745,0.22930081082471795,0.2609182402362154,0.28554695409366015,0.27242795067932224,0.29998054532375801
SEQUENCE_RIDGE_FULL,953,30,DEFINED,0.49719272354726979,0.4656300398122914,0.52853107912214981,0.23380269326497857,0.2145130183048379,0.25492127944388099,0.27451507868265412,0.25669750882437103,0.2941784113237319
SEQUENCE_RIDGE_COMPOSITION_ONLY,953,30,DEFINED,0.44414355956066331,0.4158873852099973,0.470235216887674,0.23617698034686438,0.21743858392318413,0.25660618473266555,0.27686302403984631,0.25920569107744845,0.29547630265766972
