analysis_unit_id,source_article_doi,source_pmcid,source_license,source_asset_id,source_worksheet,source_row,source_cell_range,core_facility_code,protein_ids,gene_names,replicate_1,replicate_2,replicate_3,mean_value,cv_percent,good_center,similar_instrument,replicate_count
PMC11328176:SuppData1:1:A0A075B6R9,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,262|3384|6506,Supp Data 1!P262|Supp Data 1!P3384|Supp Data 1!P6506,1,A0A075B6R9,IGKV2D-24,8.40288131533704e-05,6.03955398065092e-05,5.74480048131181e-05,6.72907859243325e-05,21.6527168805162,No,Yes,3
PMC11328176:SuppData1:1:A0A087WW87,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,251|3373|6495,Supp Data 1!P251|Supp Data 1!P3373|Supp Data 1!P6495,1,A0A087WW87,IGKV2-40,0.000511684229573531,0.000443215273056683,0.000398280998917725,0.000451060167182646,12.6606567556187,No,Yes,3
PMC11328176:SuppData1:1:A0A0A0MRZ8,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,221|3343|6465,Supp Data 1!P221|Supp Data 1!P3343|Supp Data 1!P6465,1,A0A0A0MRZ8,IGKV3D-11,0.00026030629180722,0.000219060714977875,0.00019367908258455,0.000224348696456548,14.9886757481258,No,Yes,3
PMC11328176:SuppData1:1:A0A0C4DH38,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,238|3360|6482,Supp Data 1!P238|Supp Data 1!P3360|Supp Data 1!P6482,1,A0A0C4DH38,IGHV5-51,4.41522868727775e-05,3.19309672846237e-05,3.94266911753069e-05,3.85033151109027e-05,16.0057948002134,No,Yes,3
PMC11328176:SuppData1:1:B9A064,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,84|3206|6328,Supp Data 1!P84|Supp Data 1!P3206|Supp Data 1!P6328,1,B9A064,IGLL5,0.000185292075499278,0.000177160369946605,0.000161648849870796,0.000174700431772226,6.87579049876577,No,Yes,3
PMC11328176:SuppData1:1:O00139,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,268|3390|6512,Supp Data 1!P268|Supp Data 1!P3390|Supp Data 1!P6512,1,O00139,KIF2A,6.98640478957691e-06,5.51052621235208e-06,6.21121543322308e-06,6.23604881171736e-06,11.8384674704189,No,Yes,3
PMC11328176:SuppData1:1:O00151,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,231|3353|6475,Supp Data 1!P231|Supp Data 1!P3353|Supp Data 1!P6475,1,O00151,PDLIM1,1.49849034566089e-05,1.19444728164578e-05,1.8308655363243e-05,1.50793438787699e-05,21.109288323878,No,Yes,3
PMC11328176:SuppData1:1:O00161,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,257|3379|6501,Supp Data 1!P257|Supp Data 1!P3379|Supp Data 1!P6501,1,O00161,SNAP23,2.57891389283697e-05,3.7897031716267e-05,3.49513556457796e-05,3.28791754301388e-05,19.2046366578687,No,Yes,3
PMC11328176:SuppData1:1:O00187,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,166|3288|6410,Supp Data 1!P166|Supp Data 1!P3288|Supp Data 1!P6410,1,O00187,MASP2,0.000201868020358235,0.000135087844132868,0.000222602025142818,0.00018651929654464,24.5183768565724,No,Yes,3
PMC11328176:SuppData1:1:O00194,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,171|3293|6415,Supp Data 1!P171|Supp Data 1!P3293|Supp Data 1!P6415,1,O00194,RAB27B,0.000128201529551051,0.000112080999589625,0.000127245768094137,0.000122509432411604,7.38222518736407,No,Yes,3
PMC11328176:SuppData1:1:O00299,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,159|3281|6403,Supp Data 1!P159|Supp Data 1!P3281|Supp Data 1!P6403,1,O00299,CLIC1,4.19715384572572e-05,5.52382277448681e-05,5.94626659377017e-05,5.2224144046609e-05,17.4762008219073,No,Yes,3
PMC11328176:SuppData1:1:O00429,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,253|3375|6497,Supp Data 1!P253|Supp Data 1!P3375|Supp Data 1!P6497,1,O00429,DNM1L,1.0075465280554e-05,9.14131337171185e-06,8.79810780889493e-06,9.33829548705361e-06,7.07911660194588,No,Yes,3
PMC11328176:SuppData1:1:O14791,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,127|3249|6371,Supp Data 1!P127|Supp Data 1!P3249|Supp Data 1!P6371,1,O14791,APOL1,0.000296511272918476,0.000355065849340607,0.000348932051153929,0.000333503057804337,9.64977448715871,No,Yes,3
PMC11328176:SuppData1:1:O14950,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,88|3210|6332,Supp Data 1!P88|Supp Data 1!P3210|Supp Data 1!P6332,1,O14950,MYL12B,0.000176984047179008,0.000164861991600594,0.000211625255444749,0.000184490431408117,13.1543404407207,No,Yes,3
PMC11328176:SuppData1:1:O43707,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,113|3235|6357,Supp Data 1!P113|Supp Data 1!P3235|Supp Data 1!P6357,1,O43707,ACTN4,5.33429454795622e-06,4.17293925155556e-06,6.14100975432947e-06,5.21608118461375e-06,18.967234259483,No,Yes,3
PMC11328176:SuppData1:1:O43866,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,94|3216|6338,Supp Data 1!P94|Supp Data 1!P3216|Supp Data 1!P6338,1,O43866,CD5L,0.000564316255011453,0.000706411441481877,0.000724337297290801,0.00066502166459471,13.1834492235325,No,Yes,3
PMC11328176:SuppData1:1:O75116,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,265|3387|6509,Supp Data 1!P265|Supp Data 1!P3387|Supp Data 1!P6509,1,O75116,ROCK2,6.4448944801948e-06,5.4862570913472e-06,6.90802100497885e-06,6.27972419217361e-06,11.5471693076555,No,Yes,3
PMC11328176:SuppData1:1:O75636,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,68|3190|6312,Supp Data 1!P68|Supp Data 1!P3190|Supp Data 1!P6312,1,O75636,FCN3,0.0051047834212359,0.00577100173241783,0.00662461464636974,0.00583346660000782,13.0597928315016,No,Yes,3
PMC11328176:SuppData1:1:O75915,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,217|3339|6461,Supp Data 1!P217|Supp Data 1!P3339|Supp Data 1!P6461,1,O75915,ARL6IP5,5.7505598513266e-05,4.1846721994732e-05,5.84921880674453e-05,5.26148361918144e-05,17.7487930593158,No,Yes,3
PMC11328176:SuppData1:1:O75955,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,187|3309|6431,Supp Data 1!P187|Supp Data 1!P3309|Supp Data 1!P6431,1,O75955,FLOT1,4.830518096926e-05,6.24649557400531e-05,7.55795591640126e-05,6.21165652911085e-05,21.9595630577134,No,Yes,3
PMC11328176:SuppData1:1:O94919,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,208|3330|6452,Supp Data 1!P208|Supp Data 1!P3330|Supp Data 1!P6452,1,O94919,ENDOD1,5.97191927639418e-05,4.81301740022022e-05,6.17167706179261e-05,5.65220457946901e-05,12.9788036133721,No,Yes,3
PMC11328176:SuppData1:1:O95197,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,260|3382|6504,Supp Data 1!P260|Supp Data 1!P3382|Supp Data 1!P6504,1,O95197,RTN3,1.89675059436851e-05,1.07136167461664e-05,1.1744852930484e-05,1.38086585401119e-05,32.5690457733838,No,Yes,3
PMC11328176:SuppData1:1:O95445,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,153|3275|6397,Supp Data 1!P153|Supp Data 1!P3275|Supp Data 1!P6397,1,O95445,APOM,9.0864989772496e-05,0.00015962301703659,0.000165743503268767,0.000138743836692618,29.966789804044,No,Yes,3
PMC11328176:SuppData1:1:O95810,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,126|3248|6370,Supp Data 1!P126|Supp Data 1!P3248|Supp Data 1!P6370,1,O95810,CAVIN2,0.00012145900383996,0.000110236653643157,0.00012479059630767,0.000118828751263596,6.41692734756311,No,Yes,3
PMC11328176:SuppData1:1:P00387,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,147|3269|6391,Supp Data 1!P147|Supp Data 1!P3269|Supp Data 1!P6391,1,P00387,CYB5R3,2.33370004737069e-05,1.57330373516097e-05,2.16291786223667e-05,2.02330721492278e-05,19.7182058746981,No,Yes,3
PMC11328176:SuppData1:1:P00450,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,66|3188|6310,Supp Data 1!P66|Supp Data 1!P3188|Supp Data 1!P6310,1,P00450,CP,0.000457728392895417,0.000448350978093136,0.000477672175934902,0.000461250515641152,3.24651145311409,No,Yes,3
PMC11328176:SuppData1:1:P00488,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,192|3314|6436,Supp Data 1!P192|Supp Data 1!P3314|Supp Data 1!P6436,1,P00488,F13A1,1.30104622951403e-05,1.54904904182167e-05,1.74330420713272e-05,1.53113315948947e-05,14.4776859393098,No,Yes,3
PMC11328176:SuppData1:1:P00734,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,79|3201|6323,Supp Data 1!P79|Supp Data 1!P3201|Supp Data 1!P6323,1,P00734,F2,0.000638371038884668,0.000446478779729783,0.000516427874560683,0.000533759231058378,18.1941651093689,No,Yes,3
PMC11328176:SuppData1:1:P00736,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,81|3203|6325,Supp Data 1!P81|Supp Data 1!P3203|Supp Data 1!P6325,1,P00736,C1R,0.000245694784695868,0.000199253588950882,0.00026005595914331,0.000235001444263353,13.523483845779,No,Yes,3
PMC11328176:SuppData1:1:P00738,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,51|3173|6295,Supp Data 1!P51|Supp Data 1!P3173|Supp Data 1!P6295,1,P00738,HP,0.00441000672408543,0.0047250446738322,0.00493266116463866,0.0046892375208521,5.61201375670241,No,Yes,3
PMC11328176:SuppData1:1:P00739,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,85|3207|6329,Supp Data 1!P85|Supp Data 1!P3207|Supp Data 1!P6329,1,P00739,HPR,0.00027346412026067,0.000242389414566137,0.000343026540112125,0.000286293358312978,17.9992199377825,No,Yes,3
PMC11328176:SuppData1:1:P00747,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,77|3199|6321,Supp Data 1!P77|Supp Data 1!P3199|Supp Data 1!P6321,1,P00747,PLG,0.000429419986755537,0.000595729434051106,0.000581557807326378,0.00053556907604434,17.2154247784353,No,Yes,3
PMC11328176:SuppData1:1:P00748,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,263|3385|6507,Supp Data 1!P263|Supp Data 1!P3385|Supp Data 1!P6507,1,P00748,F12,1.83335641740789e-05,1.19042209062726e-05,1.27338233159112e-05,1.43238694654209e-05,24.4150815268155,No,Yes,3
PMC11328176:SuppData1:1:P00751,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,95|3217|6339,Supp Data 1!P95|Supp Data 1!P3217|Supp Data 1!P6339,1,P00751,CFB,0.000285061567953484,0.000286193728191083,0.000327053293272166,0.000299436196472244,7.98961710779623,No,Yes,3
PMC11328176:SuppData1:1:P00915,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,254|3376|6498,Supp Data 1!P254|Supp Data 1!P3376|Supp Data 1!P6498,1,P00915,CA1,1.8478173575201e-05,1.68879017581822e-05,2.10448141473194e-05,1.88036298269009e-05,11.1546537141787,No,Yes,3
PMC11328176:SuppData1:1:P01008,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,70|3192|6314,Supp Data 1!P70|Supp Data 1!P3192|Supp Data 1!P6314,1,P01008,SERPINC1,0.000901137967959744,0.000705572526512917,0.000908844742841098,0.00083851841243792,13.7383960167015,No,Yes,3
PMC11328176:SuppData1:1:P01009,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,35|3157|6279,Supp Data 1!P35|Supp Data 1!P3157|Supp Data 1!P6279,1,P01009,SERPINA1,0.00394611813541992,0.00386380890644105,0.00425447718353621,0.00402146807513239,5.12115741867817,No,Yes,3
PMC11328176:SuppData1:1:P01011,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,139|3261|6383,Supp Data 1!P139|Supp Data 1!P3261|Supp Data 1!P6383,1,P01011,SERPINA3,0.000265708056456767,0.00035272907264445,0.00037916305706007,0.000332533395387096,17.8515953549404,No,Yes,3
PMC11328176:SuppData1:1:P01019,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,107|3229|6351,Supp Data 1!P107|Supp Data 1!P3229|Supp Data 1!P6351,1,P01019,AGT,0.000465232977458485,0.000350492466719705,0.000438387411162819,0.000418037618447003,14.3566256000943,No,Yes,3
PMC11328176:SuppData1:1:P01023,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,16|3138|6260,Supp Data 1!P16|Supp Data 1!P3138|Supp Data 1!P6260,1,P01023,A2M,0.00292866344503982,0.00286292845806748,0.00312559719997279,0.00297239636769336,4.59852181957012,No,Yes,3
PMC11328176:SuppData1:1:P01024,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,10|3132|6254,Supp Data 1!P10|Supp Data 1!P3132|Supp Data 1!P6254,1,P01024,C3,0.0122051138713756,0.01276171469796,0.0135106980307157,0.0128258422000171,5.10804799156193,No,Yes,3
PMC11328176:SuppData1:1:P01031,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,131|3253|6375,Supp Data 1!P131|Supp Data 1!P3253|Supp Data 1!P6375,1,P01031,C5,6.38187947266678e-05,8.16739761872853e-05,9.37025920066042e-05,7.97317876401858e-05,18.8585634031852,No,Yes,3
PMC11328176:SuppData1:1:P01042,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,129|3251|6373,Supp Data 1!P129|Supp Data 1!P3251|Supp Data 1!P6373,1,P01042,KNG1,0.00019506704334337,0.000148829143527867,0.00017548787062302,0.000173128019164753,13.4057469951365,No,Yes,3
PMC11328176:SuppData1:1:P01137,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,210|3332|6454,Supp Data 1!P210|Supp Data 1!P3332|Supp Data 1!P6454,1,P01137,TGFB1,8.72303140290093e-06,1.46362602588061e-05,1.60137610300854e-05,1.31243508972641e-05,29.5129404422043,No,Yes,3
PMC11328176:SuppData1:1:P01591,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,74|3196|6318,Supp Data 1!P74|Supp Data 1!P3196|Supp Data 1!P6318,1,P01591,JCHAIN,0.000886007289120364,0.000671924219910213,0.000807210394295491,0.000788380634442023,13.7340441233924,No,Yes,3
PMC11328176:SuppData1:1:P01599,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,245|3367|6489,Supp Data 1!P245|Supp Data 1!P3367|Supp Data 1!P6489,1,P01599,IGKV1-17,5.14396482787858e-05,4.94688800646697e-05,5.41090595639395e-05,5.1672529302465e-05,4.50691914387563,No,Yes,3
PMC11328176:SuppData1:1:P01619,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,203|3325|6447,Supp Data 1!P203|Supp Data 1!P3325|Supp Data 1!P6447,1,P01619,IGKV3-20,0.000394737275725452,0.00034388169822124,0.000382207684405265,0.000373608886117319,7.09185246058744,No,Yes,3
PMC11328176:SuppData1:1:P01624,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,228|3350|6472,Supp Data 1!P228|Supp Data 1!P3350|Supp Data 1!P6472,1,P01624,IGKV3-15,0.000257232461414254,0.000244356175424702,0.000215976403712041,0.000239188346850332,8.82482234884935,No,Yes,3
PMC11328176:SuppData1:1:P01700,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,259|3381|6503,Supp Data 1!P259|Supp Data 1!P3381|Supp Data 1!P6503,1,P01700,IGLV1-47,0.00010919553468102,0.000140197592139122,0.000124226895691665,0.000124540007503936,12.4485300847515,No,Yes,3
PMC11328176:SuppData1:1:P01764,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,204|3326|6448,Supp Data 1!P204|Supp Data 1!P3326|Supp Data 1!P6448,1,P01764,IGHV3-23,0.000405926848318397,0.000335968151739566,0.000390916713184468,0.000377603904414144,9.75371126924887,No,Yes,3
PMC11328176:SuppData1:1:P01780,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,200|3322|6444,Supp Data 1!P200|Supp Data 1!P3322|Supp Data 1!P6444,1,P01780,IGHV3-7,0.000401522102185653,0.000320686996534646,0.00039767526948101,0.000373294789400436,12.2156186480638,No,Yes,3
PMC11328176:SuppData1:1:P01834,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,18|3140|6262,Supp Data 1!P18|Supp Data 1!P3140|Supp Data 1!P6262,1,P01834,IGKC,0.00138570226740983,0.00189312829947217,0.00122387424597693,0.00150090160428631,23.2648489818688,No,Yes,3
PMC11328176:SuppData1:1:P01857,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,34|3156|6278,Supp Data 1!P34|Supp Data 1!P3156|Supp Data 1!P6278,1,P01857,IGHG1,0.012616028896332,0.0119180570362876,0.0132081394712218,0.0125807418012804,5.1329620859653,No,Yes,3
PMC11328176:SuppData1:1:P01859,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,43|3165|6287,Supp Data 1!P43|Supp Data 1!P3165|Supp Data 1!P6287,1,P01859,IGHG2,0.00355242687040767,0.00267669489439765,0.00335953311035537,0.00319621829172023,14.3964428602119,No,Yes,3
PMC11328176:SuppData1:1:P01860,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,64|3186|6308,Supp Data 1!P64|Supp Data 1!P3186|Supp Data 1!P6308,1,P01860,IGHG3,0.00218483154592179,0.0022645435346016,0.00247550054666377,0.00230829187572905,6.50661768932048,No,Yes,3
PMC11328176:SuppData1:1:P01861,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,55|3177|6299,Supp Data 1!P55|Supp Data 1!P3177|Supp Data 1!P6299,1,P01861,IGHG4,0.000349466292675982,0.000271119747241586,0.000354799057141712,0.000325128365686427,14.409316507155,No,Yes,3
PMC11328176:SuppData1:1:P01871,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,27|3149|6271,Supp Data 1!P27|Supp Data 1!P3149|Supp Data 1!P6271,1,P01871,IGHM,0.0175325625200487,0.0192540539360406,0.0187848354567184,0.0185238173042692,4.80426440308225,No,Yes,3
PMC11328176:SuppData1:1:P01876,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,46|3168|6290,Supp Data 1!P46|Supp Data 1!P3168|Supp Data 1!P6290,1,P01876,IGHA1,0.00386736672116634,0.00286102871211954,0.00330241199692314,0.00334360247673634,15.0864793476819,No,Yes,3
PMC11328176:SuppData1:1:P01889,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,167|3289|6411,Supp Data 1!P167|Supp Data 1!P3289|Supp Data 1!P6411,1,P01889,HLA-B,6.70042775598532e-05,0.000138699243318614,0.000114470230416563,0.00010672458376501,34.1717803058756,No,Yes,3
PMC11328176:SuppData1:1:P02042,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,161|3283|6405,Supp Data 1!P161|Supp Data 1!P3283|Supp Data 1!P6405,1,P02042,HBD,9.74862206833432e-05,7.63971756037691e-05,9.25208279407704e-05,8.88014080759609e-05,12.4159510778841,No,Yes,3
PMC11328176:SuppData1:1:P02533,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,195|3317|6439,Supp Data 1!P195|Supp Data 1!P3317|Supp Data 1!P6439,1,P02533,KRT14,7.21287360871404e-06,1.49613538678729e-05,1.41478323972915e-05,1.21073532912928e-05,35.1704936428046,No,Yes,3
PMC11328176:SuppData1:1:P02549,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,12|3134|6256,Supp Data 1!P12|Supp Data 1!P3134|Supp Data 1!P6256,1,P02549,SPTA1,0.00326620985552555,0.0037092041018525,0.00390923500521649,0.00362821632086485,9.06985209108477,No,Yes,3
PMC11328176:SuppData1:1:P02647,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,11|3133|6255,Supp Data 1!P11|Supp Data 1!P3133|Supp Data 1!P6255,1,P02647,APOA1,0.306248504324841,0.300030780319734,0.290994549898799,0.299091278181125,2.56451908277388,No,Yes,3
PMC11328176:SuppData1:1:P02649,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,21|3143|6265,Supp Data 1!P21|Supp Data 1!P3143|Supp Data 1!P6265,1,P02649,APOE,0.0220974550638361,0.0254973038659081,0.0250573936820476,0.0242173842039306,7.63518307437349,No,Yes,3
PMC11328176:SuppData1:1:P02652,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,76|3198|6320,Supp Data 1!P76|Supp Data 1!P3198|Supp Data 1!P6320,1,P02652,APOA2,0.00647605073036198,0.012490485719764,0.00723537493105687,0.00873397046039429,37.5008887597697,No,Yes,3
PMC11328176:SuppData1:1:P02654,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,115|3237|6359,Supp Data 1!P115|Supp Data 1!P3237|Supp Data 1!P6359,1,P02654,APOC1,0.0280689609585353,0.0175092193780449,0.0176563213591173,0.0210781672318992,28.7247541633545,No,Yes,3
PMC11328176:SuppData1:1:P02655,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,111|3233|6355,Supp Data 1!P111|Supp Data 1!P3233|Supp Data 1!P6355,1,P02655,APOC2,0.00421178178854459,0.00392543651526318,0.00402765596303334,0.00405495808894704,3.57862841773543,No,Yes,3
PMC11328176:SuppData1:1:P02656,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,98|3220|6342,Supp Data 1!P98|Supp Data 1!P3220|Supp Data 1!P6342,1,P02656,APOC3,0.0215234783690617,0.0192081011275533,0.0189970297668802,0.019909536421165,7.04031132145951,No,Yes,3
PMC11328176:SuppData1:1:P02671,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,39|3161|6283,Supp Data 1!P39|Supp Data 1!P3161|Supp Data 1!P6283,1,P02671,FGA,0.00316788526405333,0.00489057803506546,0.00489470302542503,0.00431772210818127,23.0628564833513,No,Yes,3
PMC11328176:SuppData1:1:P02675,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,17|3139|6261,Supp Data 1!P17|Supp Data 1!P3139|Supp Data 1!P6261,1,P02675,FGB,0.0060325158274715,0.00665976259485706,0.00705803822169613,0.00658343888134156,7.85309781223744,No,Yes,3
PMC11328176:SuppData1:1:P02679,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,30|3152|6274,Supp Data 1!P30|Supp Data 1!P3152|Supp Data 1!P6274,1,P02679,FGG,0.0190655847247973,0.0178458836668831,0.018085649957045,0.0183323727829085,3.52490073827165,No,Yes,3
PMC11328176:SuppData1:1:P02724,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,188|3310|6432,Supp Data 1!P188|Supp Data 1!P3310|Supp Data 1!P6432,1,P02724,GYPA,0.00033065518259133,0.000170651812521287,0.000305535406601966,0.000268947467238194,31.9943939018355,No,Yes,3
PMC11328176:SuppData1:1:P02730,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,28|3150|6272,Supp Data 1!P28|Supp Data 1!P3150|Supp Data 1!P6272,1,P02730,SLC4A1,0.00701507216710151,0.00740670762431095,0.00822900298241148,0.00755026092460798,8.20589543701146,No,Yes,3
PMC11328176:SuppData1:1:P02743,10.1021/acs.nanolett.4c02076,PMC11328176,CC-BY-4.0,nl4c02076_si_002.xlsx,Supp Data 1,212|3334|6456,Supp Data 1!P212|Supp Data 1!P3334|Supp Data 1!P6456,1,P02743,APCS,9.02111862676478e-05,0.000105607118356299,0.000114122564825576,0.000103313623149841,11.7308385152063,No,Yes,3
