source_id,laboratory_anchor,source_asset_id,source_worksheet,source_row,source_coordinate,source_identifier,canonical_accession,sample_phase,measurement_batch_id,author_quantity_type,author_numeric_value,author_value_state,rank_target_eligible
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,23,C23,TBB1_HUMAN;TBB3_HUMAN,Q9H4B7,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO4,NORMALIZED_ABUNDANCE,0.00098679138553088987,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,23,D23,TBB1_HUMAN;TBB3_HUMAN,Q9H4B7,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO21,NORMALIZED_ABUNDANCE,0.0026011510991237616,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,23,E23,TBB1_HUMAN;TBB3_HUMAN,Q9H4B7,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO24,NORMALIZED_ABUNDANCE,0.0047821272682308791,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,23,F23,TBB1_HUMAN;TBB3_HUMAN,Q9H4B7,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO43,NORMALIZED_ABUNDANCE,0.00012690870492540067,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,23,G23,TBB1_HUMAN;TBB3_HUMAN,Q9H4B7,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO64,NORMALIZED_ABUNDANCE,0,NUMERIC_ZERO,false
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,23,H23,TBB1_HUMAN;TBB3_HUMAN,Q9H4B7,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO73,NORMALIZED_ABUNDANCE,0.00034765279474986162,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,23,I23,TBB1_HUMAN;TBB3_HUMAN,Q9H4B7,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO88,NORMALIZED_ABUNDANCE,0.00050559110306722826,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,23,J23,TBB1_HUMAN;TBB3_HUMAN,Q9H4B7,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO94,NORMALIZED_ABUNDANCE,6.487717482454862e-06,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,23,K23,TBB1_HUMAN;TBB3_HUMAN,Q9H4B7,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO96,NORMALIZED_ABUNDANCE,6.6868895935662191e-05,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,23,L23,TBB1_HUMAN;TBB3_HUMAN,Q9H4B7,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO107,NORMALIZED_ABUNDANCE,4.0726906174432505e-05,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,23,M23,TBB1_HUMAN;TBB3_HUMAN,Q9H4B7,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO113,NORMALIZED_ABUNDANCE,0.00016581567749422016,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,23,N23,TBB1_HUMAN;TBB3_HUMAN,Q9H4B7,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO10,NORMALIZED_ABUNDANCE,0.0052150173143600325,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,23,O23,TBB1_HUMAN;TBB3_HUMAN,Q9H4B7,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO12,NORMALIZED_ABUNDANCE,0.0027860856475491868,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,23,P23,TBB1_HUMAN;TBB3_HUMAN,Q9H4B7,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO16,NORMALIZED_ABUNDANCE,0.00018780523471401708,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,23,Q23,TBB1_HUMAN;TBB3_HUMAN,Q9H4B7,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO31,NORMALIZED_ABUNDANCE,0.0092564237272465561,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,23,R23,TBB1_HUMAN;TBB3_HUMAN,Q9H4B7,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO34,NORMALIZED_ABUNDANCE,0.00026400922468465684,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,23,S23,TBB1_HUMAN;TBB3_HUMAN,Q9H4B7,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO52,NORMALIZED_ABUNDANCE,0.00025915305901822811,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,23,T23,TBB1_HUMAN;TBB3_HUMAN,Q9H4B7,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO66,NORMALIZED_ABUNDANCE,0.00014066233399108056,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,23,U23,TBB1_HUMAN;TBB3_HUMAN,Q9H4B7,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO83,NORMALIZED_ABUNDANCE,0.001969731632177148,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,23,V23,TBB1_HUMAN;TBB3_HUMAN,Q9H4B7,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO97,NORMALIZED_ABUNDANCE,8.3275207969424767e-05,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,23,W23,TBB1_HUMAN;TBB3_HUMAN,Q9H4B7,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO103,NORMALIZED_ABUNDANCE,0.0011199999378223528,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,23,X23,TBB1_HUMAN;TBB3_HUMAN,Q9H4B7,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO105,NORMALIZED_ABUNDANCE,0.00022457335142893195,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,23,Y23,TBB1_HUMAN;TBB3_HUMAN,Q9H4B7,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO116,NORMALIZED_ABUNDANCE,0.00010535965996876843,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,28,C28,TBA4A_HUMAN,P68366,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO4,NORMALIZED_ABUNDANCE,0.00148531094452269,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,28,D28,TBA4A_HUMAN,P68366,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO21,NORMALIZED_ABUNDANCE,0.0036278705027651551,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,28,E28,TBA4A_HUMAN,P68366,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO24,NORMALIZED_ABUNDANCE,0.00461395074878144,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,28,F28,TBA4A_HUMAN,P68366,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO43,NORMALIZED_ABUNDANCE,4.153090322183713e-05,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,28,G28,TBA4A_HUMAN,P68366,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO64,NORMALIZED_ABUNDANCE,0.00022907706626193325,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,28,H28,TBA4A_HUMAN,P68366,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO73,NORMALIZED_ABUNDANCE,0.0011059714538923686,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,28,I28,TBA4A_HUMAN,P68366,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO88,NORMALIZED_ABUNDANCE,0.00095545476592402809,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,28,J28,TBA4A_HUMAN,P68366,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO94,NORMALIZED_ABUNDANCE,0,NUMERIC_ZERO,false
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,28,K28,TBA4A_HUMAN,P68366,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO96,NORMALIZED_ABUNDANCE,0.00065276602032470908,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,28,L28,TBA4A_HUMAN,P68366,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO107,NORMALIZED_ABUNDANCE,7.3484430724613992e-05,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,28,M28,TBA4A_HUMAN,P68366,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO113,NORMALIZED_ABUNDANCE,0.00073704034245584439,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,28,N28,TBA4A_HUMAN,P68366,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO10,NORMALIZED_ABUNDANCE,0.0041004974014094324,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,28,O28,TBA4A_HUMAN,P68366,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO12,NORMALIZED_ABUNDANCE,0.0025584407198136856,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,28,P28,TBA4A_HUMAN,P68366,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO16,NORMALIZED_ABUNDANCE,0.00011972453598407977,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,28,Q28,TBA4A_HUMAN,P68366,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO31,NORMALIZED_ABUNDANCE,0.0089518387325481698,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,28,R28,TBA4A_HUMAN,P68366,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO34,NORMALIZED_ABUNDANCE,0.00055372844889582662,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,28,S28,TBA4A_HUMAN,P68366,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO52,NORMALIZED_ABUNDANCE,0.00050474163997645731,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,28,T28,TBA4A_HUMAN,P68366,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO66,NORMALIZED_ABUNDANCE,0.00043669989035718514,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,28,U28,TBA4A_HUMAN,P68366,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO83,NORMALIZED_ABUNDANCE,0.0024640453796310534,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,28,V28,TBA4A_HUMAN,P68366,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO97,NORMALIZED_ABUNDANCE,0.0015988231318192366,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,28,W28,TBA4A_HUMAN,P68366,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO103,NORMALIZED_ABUNDANCE,0.0020093644904864245,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,28,X28,TBA4A_HUMAN,P68366,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO105,NORMALIZED_ABUNDANCE,0.00067633368812093902,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,28,Y28,TBA4A_HUMAN,P68366,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO116,NORMALIZED_ABUNDANCE,0.00045459180763520487,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,44,C44,A0A1W2PQM2_HUMAN;B7Z1K5_HUMAN;TBA3C_HUMAN;F8VQQ4_HUMAN;TBA8_HUMAN,Q9NY65,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO4,NORMALIZED_ABUNDANCE,0.0021611509491880998,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,44,D44,A0A1W2PQM2_HUMAN;B7Z1K5_HUMAN;TBA3C_HUMAN;F8VQQ4_HUMAN;TBA8_HUMAN,Q9NY65,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO21,NORMALIZED_ABUNDANCE,0.0071785698237772444,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,44,E44,A0A1W2PQM2_HUMAN;B7Z1K5_HUMAN;TBA3C_HUMAN;F8VQQ4_HUMAN;TBA8_HUMAN,Q9NY65,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO24,NORMALIZED_ABUNDANCE,0.0064835942641401417,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,44,F44,A0A1W2PQM2_HUMAN;B7Z1K5_HUMAN;TBA3C_HUMAN;F8VQQ4_HUMAN;TBA8_HUMAN,Q9NY65,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO43,NORMALIZED_ABUNDANCE,0.00024777262697076626,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,44,G44,A0A1W2PQM2_HUMAN;B7Z1K5_HUMAN;TBA3C_HUMAN;F8VQQ4_HUMAN;TBA8_HUMAN,Q9NY65,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO64,NORMALIZED_ABUNDANCE,0.00032741723514708479,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,44,H44,A0A1W2PQM2_HUMAN;B7Z1K5_HUMAN;TBA3C_HUMAN;F8VQQ4_HUMAN;TBA8_HUMAN,Q9NY65,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO73,NORMALIZED_ABUNDANCE,0.0014201596772831287,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,44,I44,A0A1W2PQM2_HUMAN;B7Z1K5_HUMAN;TBA3C_HUMAN;F8VQQ4_HUMAN;TBA8_HUMAN,Q9NY65,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO88,NORMALIZED_ABUNDANCE,0.0011219722782138939,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,44,J44,A0A1W2PQM2_HUMAN;B7Z1K5_HUMAN;TBA3C_HUMAN;F8VQQ4_HUMAN;TBA8_HUMAN,Q9NY65,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO94,NORMALIZED_ABUNDANCE,0,NUMERIC_ZERO,false
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,44,K44,A0A1W2PQM2_HUMAN;B7Z1K5_HUMAN;TBA3C_HUMAN;F8VQQ4_HUMAN;TBA8_HUMAN,Q9NY65,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO96,NORMALIZED_ABUNDANCE,0.00069016999509213253,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,44,L44,A0A1W2PQM2_HUMAN;B7Z1K5_HUMAN;TBA3C_HUMAN;F8VQQ4_HUMAN;TBA8_HUMAN,Q9NY65,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO107,NORMALIZED_ABUNDANCE,0.00013779828282339983,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,44,M44,A0A1W2PQM2_HUMAN;B7Z1K5_HUMAN;TBA3C_HUMAN;F8VQQ4_HUMAN;TBA8_HUMAN,Q9NY65,before exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO113,NORMALIZED_ABUNDANCE,0.00092947611458667233,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,44,N44,A0A1W2PQM2_HUMAN;B7Z1K5_HUMAN;TBA3C_HUMAN;F8VQQ4_HUMAN;TBA8_HUMAN,Q9NY65,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO10,NORMALIZED_ABUNDANCE,0.0067737643070026558,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,44,O44,A0A1W2PQM2_HUMAN;B7Z1K5_HUMAN;TBA3C_HUMAN;F8VQQ4_HUMAN;TBA8_HUMAN,Q9NY65,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO12,NORMALIZED_ABUNDANCE,0.0035457298978367755,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,44,P44,A0A1W2PQM2_HUMAN;B7Z1K5_HUMAN;TBA3C_HUMAN;F8VQQ4_HUMAN;TBA8_HUMAN,Q9NY65,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO16,NORMALIZED_ABUNDANCE,0.00022682876750571975,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,44,Q44,A0A1W2PQM2_HUMAN;B7Z1K5_HUMAN;TBA3C_HUMAN;F8VQQ4_HUMAN;TBA8_HUMAN,Q9NY65,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO31,NORMALIZED_ABUNDANCE,0.011307135036341044,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,44,R44,A0A1W2PQM2_HUMAN;B7Z1K5_HUMAN;TBA3C_HUMAN;F8VQQ4_HUMAN;TBA8_HUMAN,Q9NY65,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO34,NORMALIZED_ABUNDANCE,0.00085964567216105341,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,44,S44,A0A1W2PQM2_HUMAN;B7Z1K5_HUMAN;TBA3C_HUMAN;F8VQQ4_HUMAN;TBA8_HUMAN,Q9NY65,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO52,NORMALIZED_ABUNDANCE,0.00055470144286629084,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,44,T44,A0A1W2PQM2_HUMAN;B7Z1K5_HUMAN;TBA3C_HUMAN;F8VQQ4_HUMAN;TBA8_HUMAN,Q9NY65,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO66,NORMALIZED_ABUNDANCE,0.00044581580731584418,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,44,U44,A0A1W2PQM2_HUMAN;B7Z1K5_HUMAN;TBA3C_HUMAN;F8VQQ4_HUMAN;TBA8_HUMAN,Q9NY65,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO83,NORMALIZED_ABUNDANCE,0.0029073300677789622,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,44,V44,A0A1W2PQM2_HUMAN;B7Z1K5_HUMAN;TBA3C_HUMAN;F8VQQ4_HUMAN;TBA8_HUMAN,Q9NY65,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO97,NORMALIZED_ABUNDANCE,0.0018981827915885738,POSITIVE_FINITE,true
EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,blood_proteomics_xlsx,sGO 0h v 6h,44,W44,A0A1W2PQM2_HUMAN;B7Z1K5_HUMAN;TBA3C_HUMAN;F8VQQ4_HUMAN;TBA8_HUMAN,Q9NY65,after exposure,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO103,NORMALIZED_ABUNDANCE,0.0024381201563100797,POSITIVE_FINITE,true
