outer_fold_id,held_out_laboratory_anchor,model_id,alpha,held_out_inner_batch_id,spearman,selected_alpha
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,0.01,PMC7788026:RIPA_PC,0.25080217203504873,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,0.01,PMC7788026:UREA_PC,0.30327547592385218,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,0.01,PXD017052:SP-003-001:assay_replicate_1,0.31661252549671376,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,0.01,PXD017052:SP-003-001:assay_replicate_2,0.37468207801364861,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,0.01,PXD017052:SP-003-001:assay_replicate_3,0.49399961597542241,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,0.01,PXD017052:SP-007-002:assay_replicate_1,0.58380373425966137,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,0.01,PXD017052:SP-007-002:assay_replicate_2,0.605427289637816,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,0.01,PXD017052:SP-007-002:assay_replicate_3,0.53782805429864255,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,0.01,PXD017052:SP-011-001:assay_replicate_1,0.35092370316250915,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,0.01,PXD017052:SP-011-001:assay_replicate_2,0.41364035437784341,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,0.01,PXD017052:SP-011-001:assay_replicate_3,0.43788748564867969,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,0.01,__MEAN__,0.42444386262089434,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,0.10000000000000001,PMC7788026:RIPA_PC,0.24784030605948415,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,0.10000000000000001,PMC7788026:UREA_PC,0.30657894736842106,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,0.10000000000000001,PXD017052:SP-003-001:assay_replicate_1,0.31782125859333688,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,0.10000000000000001,PXD017052:SP-003-001:assay_replicate_2,0.37699881644884287,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,0.10000000000000001,PXD017052:SP-003-001:assay_replicate_3,0.48953533026113671,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,0.10000000000000001,PXD017052:SP-007-002:assay_replicate_1,0.58999131567520624,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,0.10000000000000001,PXD017052:SP-007-002:assay_replicate_2,0.60258233942444472,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,0.10000000000000001,PXD017052:SP-007-002:assay_replicate_3,0.53511312217194573,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,0.10000000000000001,PXD017052:SP-011-001:assay_replicate_1,0.35092370316250915,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,0.10000000000000001,PXD017052:SP-011-001:assay_replicate_2,0.41120600207518559,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,0.10000000000000001,PXD017052:SP-011-001:assay_replicate_3,0.44682183488153637,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,0.10000000000000001,__MEAN__,0.42503754328382271,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,1,PMC7788026:RIPA_PC,0.24062075774404543,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,1,PMC7788026:UREA_PC,0.31103023516237405,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,1,PXD017052:SP-003-001:assay_replicate_1,0.32018836090755709,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,1,PXD017052:SP-003-001:assay_replicate_2,0.3737251643121553,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,1,PXD017052:SP-003-001:assay_replicate_3,0.48502304147465436,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,1,PXD017052:SP-007-002:assay_replicate_1,0.59715588363004779,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,1,PXD017052:SP-007-002:assay_replicate_2,0.60039391618338989,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,1,PXD017052:SP-007-002:assay_replicate_3,0.53719457013574656,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,1,PXD017052:SP-011-001:assay_replicate_1,0.35084020457154785,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,1,PXD017052:SP-011-001:assay_replicate_2,0.41108627983079254,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,1,PXD017052:SP-011-001:assay_replicate_3,0.44895104895104893,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,1,__MEAN__,0.42510995117303269,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,10,PMC7788026:RIPA_PC,0.24546464272491669,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,10,PMC7788026:UREA_PC,0.31110022396416576,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,10,PXD017052:SP-003-001:assay_replicate_1,0.31938253884314172,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,10,PXD017052:SP-003-001:assay_replicate_2,0.37261715897358416,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,10,PXD017052:SP-003-001:assay_replicate_3,0.49150345622119818,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,10,PXD017052:SP-007-002:assay_replicate_1,0.60106382978723405,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,10,PXD017052:SP-007-002:assay_replicate_2,0.60258233942444472,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,10,PXD017052:SP-007-002:assay_replicate_3,0.54036199095022619,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,10,PXD017052:SP-011-001:assay_replicate_1,0.34950422711616741,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,10,PXD017052:SP-011-001:assay_replicate_2,0.40565887141830953,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,10,PXD017052:SP-011-001:assay_replicate_3,0.44928504331489405,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,10,__MEAN__,0.42622948388529847,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,100,PMC7788026:RIPA_PC,0.26218684437862522,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,100,PMC7788026:UREA_PC,0.31602743561030233,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,100,PXD017052:SP-003-001:assay_replicate_1,0.33514643297826796,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,100,PXD017052:SP-003-001:assay_replicate_2,0.37861046057767367,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,100,PXD017052:SP-003-001:assay_replicate_3,0.49812788018433179,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,100,PXD017052:SP-007-002:assay_replicate_1,0.60214937038645244,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,100,PXD017052:SP-007-002:assay_replicate_2,0.63146952620636831,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,100,PXD017052:SP-007-002:assay_replicate_3,0.54959276018099545,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,100,PXD017052:SP-011-001:assay_replicate_1,0.35100720175347039,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,100,PXD017052:SP-011-001:assay_replicate_2,0.41040785377923217,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,100,PXD017052:SP-011-001:assay_replicate_3,0.46878196430435237,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,100,__MEAN__,0.43668252094000659,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,0.01,PMC7788026:RIPA_PC,0.24185486856719735,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,0.01,PMC7788026:UREA_PC,0.31531354983202686,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,0.01,PXD017052:SP-003-001:assay_replicate_1,0.31490015360983103,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,0.01,PXD017052:SP-003-001:assay_replicate_2,0.37488353352975246,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,0.01,PXD017052:SP-003-001:assay_replicate_3,0.48958333333333331,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,0.01,PXD017052:SP-007-002:assay_replicate_1,0.59715588363004779,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,0.01,PXD017052:SP-007-002:assay_replicate_2,0.59908086223875701,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,0.01,PXD017052:SP-007-002:assay_replicate_3,0.53375565610859732,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,0.01,PXD017052:SP-011-001:assay_replicate_1,0.34386807222628119,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,0.01,PXD017052:SP-011-001:assay_replicate_2,0.42265943012211671,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,0.01,PXD017052:SP-011-001:assay_replicate_3,0.46681974741676235,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,0.01,__MEAN__,0.42726137187406399,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,0.10000000000000001,PMC7788026:RIPA_PC,0.24185486856719735,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,0.10000000000000001,PMC7788026:UREA_PC,0.31531354983202686,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,0.10000000000000001,PXD017052:SP-003-001:assay_replicate_1,0.31490015360983103,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,0.10000000000000001,PXD017052:SP-003-001:assay_replicate_2,0.37488353352975246,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,0.10000000000000001,PXD017052:SP-003-001:assay_replicate_3,0.49011136712749614,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,0.10000000000000001,PXD017052:SP-007-002:assay_replicate_1,0.59715588363004779,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,0.10000000000000001,PXD017052:SP-007-002:assay_replicate_2,0.59908086223875701,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,0.10000000000000001,PXD017052:SP-007-002:assay_replicate_3,0.53375565610859732,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,0.10000000000000001,PXD017052:SP-011-001:assay_replicate_1,0.34386807222628119,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,0.10000000000000001,PXD017052:SP-011-001:assay_replicate_2,0.42265943012211671,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,0.10000000000000001,PXD017052:SP-011-001:assay_replicate_3,0.46828097275858471,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,0.10000000000000001,__MEAN__,0.42744221361369894,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,1,PMC7788026:RIPA_PC,0.24111440207330617,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,1,PMC7788026:UREA_PC,0.3158454647256439,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,1,PXD017052:SP-003-001:assay_replicate_1,0.3138425121502858,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,1,PXD017052:SP-003-001:assay_replicate_2,0.37543753619903802,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,1,PXD017052:SP-003-001:assay_replicate_3,0.49011136712749614,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,1,PXD017052:SP-007-002:assay_replicate_1,0.59737299174989145,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,1,PXD017052:SP-007-002:assay_replicate_2,0.60433307801728853,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,1,PXD017052:SP-007-002:assay_replicate_3,0.53511312217194573,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,1,PXD017052:SP-011-001:assay_replicate_1,0.34332533138503285,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,1,PXD017052:SP-011-001:assay_replicate_2,0.42265943012211671,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,1,PXD017052:SP-011-001:assay_replicate_3,0.46736248825801063,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,1,__MEAN__,0.42786524763455047,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,10,PMC7788026:RIPA_PC,0.24367518203134642,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,10,PMC7788026:UREA_PC,0.32220044792833147,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,10,PXD017052:SP-003-001:assay_replicate_1,0.3124826874165848,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,10,PXD017052:SP-003-001:assay_replicate_2,0.3807761073757901,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,10,PXD017052:SP-003-001:assay_replicate_3,0.49395161290322581,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,10,PXD017052:SP-007-002:assay_replicate_1,0.599761181068172,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,10,PXD017052:SP-007-002:assay_replicate_2,0.605427289637816,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,10,PXD017052:SP-007-002:assay_replicate_3,0.54018099547511311,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,10,PXD017052:SP-011-001:assay_replicate_1,0.34670702431896461,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,10,PXD017052:SP-011-001:assay_replicate_2,0.4170324846356453,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,10,PXD017052:SP-011-001:assay_replicate_3,0.46853146853146854,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,10,__MEAN__,0.43006604375658708,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,100,PMC7788026:RIPA_PC,0.26567320745402939,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,100,PMC7788026:UREA_PC,0.32026875699888019,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,100,PXD017052:SP-003-001:assay_replicate_1,0.31847598902067437,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,100,PXD017052:SP-003-001:assay_replicate_2,0.36037873637027523,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,100,PXD017052:SP-003-001:assay_replicate_3,0.48679915514592936,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,100,PXD017052:SP-007-002:assay_replicate_1,0.61495874945722973,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,100,PXD017052:SP-007-002:assay_replicate_2,0.65182186234817818,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,100,PXD017052:SP-007-002:assay_replicate_3,0.54298642533936647,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,100,PXD017052:SP-011-001:assay_replicate_1,0.34712451727377103,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,100,PXD017052:SP-011-001:assay_replicate_2,0.40525979727033284,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,100,PXD017052:SP-011-001:assay_replicate_3,0.48953136415822984,100
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,100,__MEAN__,0.43666168734880878,100
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",SEQUENCE_RIDGE_FULL,0.01,PMC7788026:RIPA_PC,-0.076144637788473399,0.10000000000000001
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",SEQUENCE_RIDGE_FULL,0.01,PMC7788026:UREA_PC,0.026133818589025755,0.10000000000000001
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",SEQUENCE_RIDGE_FULL,0.01,PMC9633814:core_10:technical_replicate_1,0.42438672438672437,0.10000000000000001
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",SEQUENCE_RIDGE_FULL,0.01,PMC9633814:core_10:technical_replicate_2,0.47154264154735398,0.10000000000000001
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",SEQUENCE_RIDGE_FULL,0.01,PMC9633814:core_10:technical_replicate_3,0.51725955204216079,0.10000000000000001
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",SEQUENCE_RIDGE_FULL,0.01,PMC9633814:core_11:technical_replicate_1,0.32692967409948542,0.10000000000000001
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",SEQUENCE_RIDGE_FULL,0.01,PMC9633814:core_11:technical_replicate_2,0.33180865256336955,0.10000000000000001
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",SEQUENCE_RIDGE_FULL,0.01,PMC9633814:core_11:technical_replicate_3,0.3192300362111683,0.10000000000000001
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",SEQUENCE_RIDGE_FULL,0.01,PMC9633814:core_12:technical_replicate_1,0.4041847041847042,0.10000000000000001
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",SEQUENCE_RIDGE_FULL,0.01,PMC9633814:core_12:technical_replicate_2,0.45682734012119719,0.10000000000000001
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",SEQUENCE_RIDGE_FULL,0.01,PMC9633814:core_12:technical_replicate_3,0.46468311562651188,0.10000000000000001
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",SEQUENCE_RIDGE_FULL,0.01,PMC9633814:core_1:technical_replicate_1,0.44882580106460701,0.10000000000000001
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",SEQUENCE_RIDGE_FULL,0.01,PMC9633814:core_1:technical_replicate_2,0.44981314502453584,0.10000000000000001
