source_id,canonical_accession,source_identifier,source_analysis_unit_id,source_asset_id,source_worksheet,source_row,source_coordinate
PXD017052_SEER_BROAD,P26038,P26038,PXD017052:Sheet1:538:EXP18102_X1068_A_MSB37242A,supplementary_data_2_lfq,Sheet1,538,Sheet1!BQ538
PXD017052_SEER_BROAD,P26038,P26038,PXD017052:Sheet1:538:EXP18102_X1108_A_MSB37282A,supplementary_data_2_lfq,Sheet1,538,Sheet1!BR538
PXD017052_SEER_BROAD,P26038,P26038,PXD017052:Sheet1:538:EXP18102_X1109_A_MSB37283A,supplementary_data_2_lfq,Sheet1,538,Sheet1!BS538
PXD017052_SEER_BROAD,P26038,P26038,PXD017052:Sheet1:538:EXP18102_X1110_B_MSB37284B,supplementary_data_2_lfq,Sheet1,538,Sheet1!BT538
PXD017052_SEER_BROAD,P26038,P26038,PXD017052:Sheet1:538:EXP18102_X1114_A_MSB37288A,supplementary_data_2_lfq,Sheet1,538,Sheet1!BU538
PXD017052_SEER_BROAD,P26038,P26038,PXD017052:Sheet1:538:EXP18102_X1115_A_MSB37289A,supplementary_data_2_lfq,Sheet1,538,Sheet1!BV538
PXD017052_SEER_BROAD,P26038,P26038,PXD017052:Sheet1:538:EXP18102_X1116_A_MSB37290A,supplementary_data_2_lfq,Sheet1,538,Sheet1!BW538
PXD017052_SEER_BROAD,P26641,P26641;P26641-2,PXD017052:Sheet1:540:EXP18102_X1066_A_MSB37240A,supplementary_data_2_lfq,Sheet1,540,Sheet1!BO540
PXD017052_SEER_BROAD,P26641,P26641;P26641-2,PXD017052:Sheet1:540:EXP18102_X1067_A_MSB37241A,supplementary_data_2_lfq,Sheet1,540,Sheet1!BP540
PXD017052_SEER_BROAD,P26641,P26641;P26641-2,PXD017052:Sheet1:540:EXP18102_X1068_A_MSB37242A,supplementary_data_2_lfq,Sheet1,540,Sheet1!BQ540
PXD017052_SEER_BROAD,P26641,P26641;P26641-2,PXD017052:Sheet1:540:EXP18102_X1108_A_MSB37282A,supplementary_data_2_lfq,Sheet1,540,Sheet1!BR540
PXD017052_SEER_BROAD,P26641,P26641;P26641-2,PXD017052:Sheet1:540:EXP18102_X1109_A_MSB37283A,supplementary_data_2_lfq,Sheet1,540,Sheet1!BS540
PXD017052_SEER_BROAD,P26641,P26641;P26641-2,PXD017052:Sheet1:540:EXP18102_X1110_B_MSB37284B,supplementary_data_2_lfq,Sheet1,540,Sheet1!BT540
PXD017052_SEER_BROAD,P26641,P26641;P26641-2,PXD017052:Sheet1:540:EXP18102_X1114_A_MSB37288A,supplementary_data_2_lfq,Sheet1,540,Sheet1!BU540
PXD017052_SEER_BROAD,P26641,P26641;P26641-2,PXD017052:Sheet1:540:EXP18102_X1115_A_MSB37289A,supplementary_data_2_lfq,Sheet1,540,Sheet1!BV540
PXD017052_SEER_BROAD,P26641,P26641;P26641-2,PXD017052:Sheet1:540:EXP18102_X1116_A_MSB37290A,supplementary_data_2_lfq,Sheet1,540,Sheet1!BW540
PXD017052_SEER_BROAD,P27348,P27348,PXD017052:Sheet1:543:EXP18102_X1066_A_MSB37240A,supplementary_data_2_lfq,Sheet1,543,Sheet1!BO543
PXD017052_SEER_BROAD,P27348,P27348,PXD017052:Sheet1:543:EXP18102_X1067_A_MSB37241A,supplementary_data_2_lfq,Sheet1,543,Sheet1!BP543
PXD017052_SEER_BROAD,P27348,P27348,PXD017052:Sheet1:543:EXP18102_X1068_A_MSB37242A,supplementary_data_2_lfq,Sheet1,543,Sheet1!BQ543
PXD017052_SEER_BROAD,P27348,P27348,PXD017052:Sheet1:543:EXP18102_X1108_A_MSB37282A,supplementary_data_2_lfq,Sheet1,543,Sheet1!BR543
PXD017052_SEER_BROAD,P27348,P27348,PXD017052:Sheet1:543:EXP18102_X1109_A_MSB37283A,supplementary_data_2_lfq,Sheet1,543,Sheet1!BS543
PXD017052_SEER_BROAD,P27348,P27348,PXD017052:Sheet1:543:EXP18102_X1110_B_MSB37284B,supplementary_data_2_lfq,Sheet1,543,Sheet1!BT543
PXD017052_SEER_BROAD,P27348,P27348,PXD017052:Sheet1:543:EXP18102_X1114_A_MSB37288A,supplementary_data_2_lfq,Sheet1,543,Sheet1!BU543
PXD017052_SEER_BROAD,P27348,P27348,PXD017052:Sheet1:543:EXP18102_X1115_A_MSB37289A,supplementary_data_2_lfq,Sheet1,543,Sheet1!BV543
PXD017052_SEER_BROAD,P27348,P27348,PXD017052:Sheet1:543:EXP18102_X1116_A_MSB37290A,supplementary_data_2_lfq,Sheet1,543,Sheet1!BW543
PXD017052_SEER_BROAD,P27797,P27797,PXD017052:Sheet1:544:EXP18102_X1066_A_MSB37240A,supplementary_data_2_lfq,Sheet1,544,Sheet1!BO544
PXD017052_SEER_BROAD,P27797,P27797,PXD017052:Sheet1:544:EXP18102_X1067_A_MSB37241A,supplementary_data_2_lfq,Sheet1,544,Sheet1!BP544
PXD017052_SEER_BROAD,P27797,P27797,PXD017052:Sheet1:544:EXP18102_X1068_A_MSB37242A,supplementary_data_2_lfq,Sheet1,544,Sheet1!BQ544
PXD017052_SEER_BROAD,P27797,P27797,PXD017052:Sheet1:544:EXP18102_X1108_A_MSB37282A,supplementary_data_2_lfq,Sheet1,544,Sheet1!BR544
PXD017052_SEER_BROAD,P27797,P27797,PXD017052:Sheet1:544:EXP18102_X1109_A_MSB37283A,supplementary_data_2_lfq,Sheet1,544,Sheet1!BS544
PXD017052_SEER_BROAD,P27797,P27797,PXD017052:Sheet1:544:EXP18102_X1110_B_MSB37284B,supplementary_data_2_lfq,Sheet1,544,Sheet1!BT544
PXD017052_SEER_BROAD,P27797,P27797,PXD017052:Sheet1:544:EXP18102_X1114_A_MSB37288A,supplementary_data_2_lfq,Sheet1,544,Sheet1!BU544
PXD017052_SEER_BROAD,P27797,P27797,PXD017052:Sheet1:544:EXP18102_X1115_A_MSB37289A,supplementary_data_2_lfq,Sheet1,544,Sheet1!BV544
PXD017052_SEER_BROAD,P27797,P27797,PXD017052:Sheet1:544:EXP18102_X1116_A_MSB37290A,supplementary_data_2_lfq,Sheet1,544,Sheet1!BW544
PXD017052_SEER_BROAD,P28066,P28066;P28066-2,PXD017052:Sheet1:547:EXP18102_X1066_A_MSB37240A,supplementary_data_2_lfq,Sheet1,547,Sheet1!BO547
PXD017052_SEER_BROAD,P28066,P28066;P28066-2,PXD017052:Sheet1:547:EXP18102_X1067_A_MSB37241A,supplementary_data_2_lfq,Sheet1,547,Sheet1!BP547
PXD017052_SEER_BROAD,P28066,P28066;P28066-2,PXD017052:Sheet1:547:EXP18102_X1068_A_MSB37242A,supplementary_data_2_lfq,Sheet1,547,Sheet1!BQ547
PXD017052_SEER_BROAD,P28066,P28066;P28066-2,PXD017052:Sheet1:547:EXP18102_X1108_A_MSB37282A,supplementary_data_2_lfq,Sheet1,547,Sheet1!BR547
PXD017052_SEER_BROAD,P28066,P28066;P28066-2,PXD017052:Sheet1:547:EXP18102_X1109_A_MSB37283A,supplementary_data_2_lfq,Sheet1,547,Sheet1!BS547
PXD017052_SEER_BROAD,P28066,P28066;P28066-2,PXD017052:Sheet1:547:EXP18102_X1110_B_MSB37284B,supplementary_data_2_lfq,Sheet1,547,Sheet1!BT547
PXD017052_SEER_BROAD,P28066,P28066;P28066-2,PXD017052:Sheet1:547:EXP18102_X1114_A_MSB37288A,supplementary_data_2_lfq,Sheet1,547,Sheet1!BU547
PXD017052_SEER_BROAD,P28066,P28066;P28066-2,PXD017052:Sheet1:547:EXP18102_X1115_A_MSB37289A,supplementary_data_2_lfq,Sheet1,547,Sheet1!BV547
PXD017052_SEER_BROAD,P28066,P28066;P28066-2,PXD017052:Sheet1:547:EXP18102_X1116_A_MSB37290A,supplementary_data_2_lfq,Sheet1,547,Sheet1!BW547
PXD017052_SEER_BROAD,P28070,P28070,PXD017052:Sheet1:548:EXP18102_X1066_A_MSB37240A,supplementary_data_2_lfq,Sheet1,548,Sheet1!BO548
PXD017052_SEER_BROAD,P28070,P28070,PXD017052:Sheet1:548:EXP18102_X1067_A_MSB37241A,supplementary_data_2_lfq,Sheet1,548,Sheet1!BP548
PXD017052_SEER_BROAD,P28070,P28070,PXD017052:Sheet1:548:EXP18102_X1068_A_MSB37242A,supplementary_data_2_lfq,Sheet1,548,Sheet1!BQ548
PXD017052_SEER_BROAD,P28070,P28070,PXD017052:Sheet1:548:EXP18102_X1108_A_MSB37282A,supplementary_data_2_lfq,Sheet1,548,Sheet1!BR548
PXD017052_SEER_BROAD,P28070,P28070,PXD017052:Sheet1:548:EXP18102_X1109_A_MSB37283A,supplementary_data_2_lfq,Sheet1,548,Sheet1!BS548
PXD017052_SEER_BROAD,P28070,P28070,PXD017052:Sheet1:548:EXP18102_X1110_B_MSB37284B,supplementary_data_2_lfq,Sheet1,548,Sheet1!BT548
PXD017052_SEER_BROAD,P28070,P28070,PXD017052:Sheet1:548:EXP18102_X1114_A_MSB37288A,supplementary_data_2_lfq,Sheet1,548,Sheet1!BU548
PXD017052_SEER_BROAD,P28070,P28070,PXD017052:Sheet1:548:EXP18102_X1115_A_MSB37289A,supplementary_data_2_lfq,Sheet1,548,Sheet1!BV548
PXD017052_SEER_BROAD,P28070,P28070,PXD017052:Sheet1:548:EXP18102_X1116_A_MSB37290A,supplementary_data_2_lfq,Sheet1,548,Sheet1!BW548
PXD017052_SEER_BROAD,P30041,P30041,PXD017052:Sheet1:551:EXP18102_X1066_A_MSB37240A,supplementary_data_2_lfq,Sheet1,551,Sheet1!BO551
PXD017052_SEER_BROAD,P30041,P30041,PXD017052:Sheet1:551:EXP18102_X1067_A_MSB37241A,supplementary_data_2_lfq,Sheet1,551,Sheet1!BP551
PXD017052_SEER_BROAD,P30041,P30041,PXD017052:Sheet1:551:EXP18102_X1068_A_MSB37242A,supplementary_data_2_lfq,Sheet1,551,Sheet1!BQ551
PXD017052_SEER_BROAD,P30041,P30041,PXD017052:Sheet1:551:EXP18102_X1108_A_MSB37282A,supplementary_data_2_lfq,Sheet1,551,Sheet1!BR551
PXD017052_SEER_BROAD,P30041,P30041,PXD017052:Sheet1:551:EXP18102_X1109_A_MSB37283A,supplementary_data_2_lfq,Sheet1,551,Sheet1!BS551
PXD017052_SEER_BROAD,P30041,P30041,PXD017052:Sheet1:551:EXP18102_X1110_B_MSB37284B,supplementary_data_2_lfq,Sheet1,551,Sheet1!BT551
PXD017052_SEER_BROAD,P30041,P30041,PXD017052:Sheet1:551:EXP18102_X1114_A_MSB37288A,supplementary_data_2_lfq,Sheet1,551,Sheet1!BU551
PXD017052_SEER_BROAD,P30041,P30041,PXD017052:Sheet1:551:EXP18102_X1115_A_MSB37289A,supplementary_data_2_lfq,Sheet1,551,Sheet1!BV551
PXD017052_SEER_BROAD,P30041,P30041,PXD017052:Sheet1:551:EXP18102_X1116_A_MSB37290A,supplementary_data_2_lfq,Sheet1,551,Sheet1!BW551
PXD017052_SEER_BROAD,P30044,P30044-2;P30044-3;P30044;P30044-4,PXD017052:Sheet1:553:EXP18102_X1066_A_MSB37240A,supplementary_data_2_lfq,Sheet1,553,Sheet1!BO553
PXD017052_SEER_BROAD,P30044,P30044-2;P30044-3;P30044;P30044-4,PXD017052:Sheet1:553:EXP18102_X1067_A_MSB37241A,supplementary_data_2_lfq,Sheet1,553,Sheet1!BP553
PXD017052_SEER_BROAD,P30044,P30044-2;P30044-3;P30044;P30044-4,PXD017052:Sheet1:553:EXP18102_X1068_A_MSB37242A,supplementary_data_2_lfq,Sheet1,553,Sheet1!BQ553
PXD017052_SEER_BROAD,P30044,P30044-2;P30044-3;P30044;P30044-4,PXD017052:Sheet1:553:EXP18102_X1108_A_MSB37282A,supplementary_data_2_lfq,Sheet1,553,Sheet1!BR553
PXD017052_SEER_BROAD,P30044,P30044-2;P30044-3;P30044;P30044-4,PXD017052:Sheet1:553:EXP18102_X1109_A_MSB37283A,supplementary_data_2_lfq,Sheet1,553,Sheet1!BS553
PXD017052_SEER_BROAD,P30044,P30044-2;P30044-3;P30044;P30044-4,PXD017052:Sheet1:553:EXP18102_X1110_B_MSB37284B,supplementary_data_2_lfq,Sheet1,553,Sheet1!BT553
PXD017052_SEER_BROAD,P30044,P30044-2;P30044-3;P30044;P30044-4,PXD017052:Sheet1:553:EXP18102_X1114_A_MSB37288A,supplementary_data_2_lfq,Sheet1,553,Sheet1!BU553
PXD017052_SEER_BROAD,P30044,P30044-2;P30044-3;P30044;P30044-4,PXD017052:Sheet1:553:EXP18102_X1115_A_MSB37289A,supplementary_data_2_lfq,Sheet1,553,Sheet1!BV553
PXD017052_SEER_BROAD,P30044,P30044-2;P30044-3;P30044;P30044-4,PXD017052:Sheet1:553:EXP18102_X1116_A_MSB37290A,supplementary_data_2_lfq,Sheet1,553,Sheet1!BW553
PXD017052_SEER_BROAD,P30048,P30048-2;P30048,PXD017052:Sheet1:554:EXP18102_X1066_A_MSB37240A,supplementary_data_2_lfq,Sheet1,554,Sheet1!BO554
PXD017052_SEER_BROAD,P30048,P30048-2;P30048,PXD017052:Sheet1:554:EXP18102_X1067_A_MSB37241A,supplementary_data_2_lfq,Sheet1,554,Sheet1!BP554
PXD017052_SEER_BROAD,P30048,P30048-2;P30048,PXD017052:Sheet1:554:EXP18102_X1068_A_MSB37242A,supplementary_data_2_lfq,Sheet1,554,Sheet1!BQ554
PXD017052_SEER_BROAD,P30048,P30048-2;P30048,PXD017052:Sheet1:554:EXP18102_X1108_A_MSB37282A,supplementary_data_2_lfq,Sheet1,554,Sheet1!BR554
PXD017052_SEER_BROAD,P30048,P30048-2;P30048,PXD017052:Sheet1:554:EXP18102_X1109_A_MSB37283A,supplementary_data_2_lfq,Sheet1,554,Sheet1!BS554
PXD017052_SEER_BROAD,P30048,P30048-2;P30048,PXD017052:Sheet1:554:EXP18102_X1110_B_MSB37284B,supplementary_data_2_lfq,Sheet1,554,Sheet1!BT554
PXD017052_SEER_BROAD,P30048,P30048-2;P30048,PXD017052:Sheet1:554:EXP18102_X1114_A_MSB37288A,supplementary_data_2_lfq,Sheet1,554,Sheet1!BU554
PXD017052_SEER_BROAD,P30048,P30048-2;P30048,PXD017052:Sheet1:554:EXP18102_X1115_A_MSB37289A,supplementary_data_2_lfq,Sheet1,554,Sheet1!BV554
PXD017052_SEER_BROAD,P30048,P30048-2;P30048,PXD017052:Sheet1:554:EXP18102_X1116_A_MSB37290A,supplementary_data_2_lfq,Sheet1,554,Sheet1!BW554
PXD017052_SEER_BROAD,P30101,P30101,PXD017052:Sheet1:555:EXP18102_X1066_A_MSB37240A,supplementary_data_2_lfq,Sheet1,555,Sheet1!BO555
PXD017052_SEER_BROAD,P30101,P30101,PXD017052:Sheet1:555:EXP18102_X1067_A_MSB37241A,supplementary_data_2_lfq,Sheet1,555,Sheet1!BP555
PXD017052_SEER_BROAD,P30101,P30101,PXD017052:Sheet1:555:EXP18102_X1068_A_MSB37242A,supplementary_data_2_lfq,Sheet1,555,Sheet1!BQ555
PXD017052_SEER_BROAD,P30101,P30101,PXD017052:Sheet1:555:EXP18102_X1108_A_MSB37282A,supplementary_data_2_lfq,Sheet1,555,Sheet1!BR555
PXD017052_SEER_BROAD,P30101,P30101,PXD017052:Sheet1:555:EXP18102_X1109_A_MSB37283A,supplementary_data_2_lfq,Sheet1,555,Sheet1!BS555
PXD017052_SEER_BROAD,P30101,P30101,PXD017052:Sheet1:555:EXP18102_X1110_B_MSB37284B,supplementary_data_2_lfq,Sheet1,555,Sheet1!BT555
PXD017052_SEER_BROAD,P30101,P30101,PXD017052:Sheet1:555:EXP18102_X1114_A_MSB37288A,supplementary_data_2_lfq,Sheet1,555,Sheet1!BU555
PXD017052_SEER_BROAD,P30101,P30101,PXD017052:Sheet1:555:EXP18102_X1115_A_MSB37289A,supplementary_data_2_lfq,Sheet1,555,Sheet1!BV555
PXD017052_SEER_BROAD,P30101,P30101,PXD017052:Sheet1:555:EXP18102_X1116_A_MSB37290A,supplementary_data_2_lfq,Sheet1,555,Sheet1!BW555
PXD017052_SEER_BROAD,P37802,P37802;P37802-2,PXD017052:Sheet1:573:EXP18102_X1066_A_MSB37240A,supplementary_data_2_lfq,Sheet1,573,Sheet1!BO573
PXD017052_SEER_BROAD,P37802,P37802;P37802-2,PXD017052:Sheet1:573:EXP18102_X1067_A_MSB37241A,supplementary_data_2_lfq,Sheet1,573,Sheet1!BP573
PXD017052_SEER_BROAD,P37802,P37802;P37802-2,PXD017052:Sheet1:573:EXP18102_X1068_A_MSB37242A,supplementary_data_2_lfq,Sheet1,573,Sheet1!BQ573
PXD017052_SEER_BROAD,P37802,P37802;P37802-2,PXD017052:Sheet1:573:EXP18102_X1108_A_MSB37282A,supplementary_data_2_lfq,Sheet1,573,Sheet1!BR573
PXD017052_SEER_BROAD,P37802,P37802;P37802-2,PXD017052:Sheet1:573:EXP18102_X1109_A_MSB37283A,supplementary_data_2_lfq,Sheet1,573,Sheet1!BS573
PXD017052_SEER_BROAD,P37802,P37802;P37802-2,PXD017052:Sheet1:573:EXP18102_X1110_B_MSB37284B,supplementary_data_2_lfq,Sheet1,573,Sheet1!BT573
PXD017052_SEER_BROAD,P37802,P37802;P37802-2,PXD017052:Sheet1:573:EXP18102_X1114_A_MSB37288A,supplementary_data_2_lfq,Sheet1,573,Sheet1!BU573
PXD017052_SEER_BROAD,P37802,P37802;P37802-2,PXD017052:Sheet1:573:EXP18102_X1115_A_MSB37289A,supplementary_data_2_lfq,Sheet1,573,Sheet1!BV573
PXD017052_SEER_BROAD,P37802,P37802;P37802-2,PXD017052:Sheet1:573:EXP18102_X1116_A_MSB37290A,supplementary_data_2_lfq,Sheet1,573,Sheet1!BW573
PXD017052_SEER_BROAD,P38646,P38646,PXD017052:Sheet1:574:EXP18102_X1066_A_MSB37240A,supplementary_data_2_lfq,Sheet1,574,Sheet1!BO574
PXD017052_SEER_BROAD,P38646,P38646,PXD017052:Sheet1:574:EXP18102_X1067_A_MSB37241A,supplementary_data_2_lfq,Sheet1,574,Sheet1!BP574
PXD017052_SEER_BROAD,P38646,P38646,PXD017052:Sheet1:574:EXP18102_X1068_A_MSB37242A,supplementary_data_2_lfq,Sheet1,574,Sheet1!BQ574
PXD017052_SEER_BROAD,P38646,P38646,PXD017052:Sheet1:574:EXP18102_X1108_A_MSB37282A,supplementary_data_2_lfq,Sheet1,574,Sheet1!BR574
PXD017052_SEER_BROAD,P38646,P38646,PXD017052:Sheet1:574:EXP18102_X1109_A_MSB37283A,supplementary_data_2_lfq,Sheet1,574,Sheet1!BS574
PXD017052_SEER_BROAD,P38646,P38646,PXD017052:Sheet1:574:EXP18102_X1110_B_MSB37284B,supplementary_data_2_lfq,Sheet1,574,Sheet1!BT574
PXD017052_SEER_BROAD,P38646,P38646,PXD017052:Sheet1:574:EXP18102_X1114_A_MSB37288A,supplementary_data_2_lfq,Sheet1,574,Sheet1!BU574
PXD017052_SEER_BROAD,P38646,P38646,PXD017052:Sheet1:574:EXP18102_X1115_A_MSB37289A,supplementary_data_2_lfq,Sheet1,574,Sheet1!BV574
PXD017052_SEER_BROAD,P38646,P38646,PXD017052:Sheet1:574:EXP18102_X1116_A_MSB37290A,supplementary_data_2_lfq,Sheet1,574,Sheet1!BW574
PXD017052_SEER_BROAD,P45880,P45880-2;P45880;P45880-1,PXD017052:Sheet1:584:EXP18102_X1066_A_MSB37240A,supplementary_data_2_lfq,Sheet1,584,Sheet1!BO584
PXD017052_SEER_BROAD,P45880,P45880-2;P45880;P45880-1,PXD017052:Sheet1:584:EXP18102_X1067_A_MSB37241A,supplementary_data_2_lfq,Sheet1,584,Sheet1!BP584
PXD017052_SEER_BROAD,P45880,P45880-2;P45880;P45880-1,PXD017052:Sheet1:584:EXP18102_X1068_A_MSB37242A,supplementary_data_2_lfq,Sheet1,584,Sheet1!BQ584
PXD017052_SEER_BROAD,P45880,P45880-2;P45880;P45880-1,PXD017052:Sheet1:584:EXP18102_X1108_A_MSB37282A,supplementary_data_2_lfq,Sheet1,584,Sheet1!BR584
PXD017052_SEER_BROAD,P45880,P45880-2;P45880;P45880-1,PXD017052:Sheet1:584:EXP18102_X1109_A_MSB37283A,supplementary_data_2_lfq,Sheet1,584,Sheet1!BS584
PXD017052_SEER_BROAD,P45880,P45880-2;P45880;P45880-1,PXD017052:Sheet1:584:EXP18102_X1110_B_MSB37284B,supplementary_data_2_lfq,Sheet1,584,Sheet1!BT584
PXD017052_SEER_BROAD,P45880,P45880-2;P45880;P45880-1,PXD017052:Sheet1:584:EXP18102_X1114_A_MSB37288A,supplementary_data_2_lfq,Sheet1,584,Sheet1!BU584
PXD017052_SEER_BROAD,P45880,P45880-2;P45880;P45880-1,PXD017052:Sheet1:584:EXP18102_X1115_A_MSB37289A,supplementary_data_2_lfq,Sheet1,584,Sheet1!BV584
PXD017052_SEER_BROAD,P45880,P45880-2;P45880;P45880-1,PXD017052:Sheet1:584:EXP18102_X1116_A_MSB37290A,supplementary_data_2_lfq,Sheet1,584,Sheet1!BW584
PXD017052_SEER_BROAD,P49411,P49411,PXD017052:Sheet1:592:EXP18102_X1066_A_MSB37240A,supplementary_data_2_lfq,Sheet1,592,Sheet1!BO592
PXD017052_SEER_BROAD,P49411,P49411,PXD017052:Sheet1:592:EXP18102_X1067_A_MSB37241A,supplementary_data_2_lfq,Sheet1,592,Sheet1!BP592
PXD017052_SEER_BROAD,P49411,P49411,PXD017052:Sheet1:592:EXP18102_X1068_A_MSB37242A,supplementary_data_2_lfq,Sheet1,592,Sheet1!BQ592
PXD017052_SEER_BROAD,P49411,P49411,PXD017052:Sheet1:592:EXP18102_X1108_A_MSB37282A,supplementary_data_2_lfq,Sheet1,592,Sheet1!BR592
PXD017052_SEER_BROAD,P49411,P49411,PXD017052:Sheet1:592:EXP18102_X1109_A_MSB37283A,supplementary_data_2_lfq,Sheet1,592,Sheet1!BS592
PXD017052_SEER_BROAD,P49411,P49411,PXD017052:Sheet1:592:EXP18102_X1110_B_MSB37284B,supplementary_data_2_lfq,Sheet1,592,Sheet1!BT592
PXD017052_SEER_BROAD,P49411,P49411,PXD017052:Sheet1:592:EXP18102_X1114_A_MSB37288A,supplementary_data_2_lfq,Sheet1,592,Sheet1!BU592
PXD017052_SEER_BROAD,P49411,P49411,PXD017052:Sheet1:592:EXP18102_X1115_A_MSB37289A,supplementary_data_2_lfq,Sheet1,592,Sheet1!BV592
PXD017052_SEER_BROAD,P49411,P49411,PXD017052:Sheet1:592:EXP18102_X1116_A_MSB37290A,supplementary_data_2_lfq,Sheet1,592,Sheet1!BW592
PXD017052_SEER_BROAD,P50990,P50990;P50990-2;P50990-3,PXD017052:Sheet1:602:EXP18102_X1066_A_MSB37240A,supplementary_data_2_lfq,Sheet1,602,Sheet1!BO602
PXD017052_SEER_BROAD,P50990,P50990;P50990-2;P50990-3,PXD017052:Sheet1:602:EXP18102_X1067_A_MSB37241A,supplementary_data_2_lfq,Sheet1,602,Sheet1!BP602
PXD017052_SEER_BROAD,P50990,P50990;P50990-2;P50990-3,PXD017052:Sheet1:602:EXP18102_X1068_A_MSB37242A,supplementary_data_2_lfq,Sheet1,602,Sheet1!BQ602
PXD017052_SEER_BROAD,P50990,P50990;P50990-2;P50990-3,PXD017052:Sheet1:602:EXP18102_X1108_A_MSB37282A,supplementary_data_2_lfq,Sheet1,602,Sheet1!BR602
PXD017052_SEER_BROAD,P50990,P50990;P50990-2;P50990-3,PXD017052:Sheet1:602:EXP18102_X1109_A_MSB37283A,supplementary_data_2_lfq,Sheet1,602,Sheet1!BS602
PXD017052_SEER_BROAD,P50990,P50990;P50990-2;P50990-3,PXD017052:Sheet1:602:EXP18102_X1110_B_MSB37284B,supplementary_data_2_lfq,Sheet1,602,Sheet1!BT602
PXD017052_SEER_BROAD,P50990,P50990;P50990-2;P50990-3,PXD017052:Sheet1:602:EXP18102_X1114_A_MSB37288A,supplementary_data_2_lfq,Sheet1,602,Sheet1!BU602
PXD017052_SEER_BROAD,P50990,P50990;P50990-2;P50990-3,PXD017052:Sheet1:602:EXP18102_X1115_A_MSB37289A,supplementary_data_2_lfq,Sheet1,602,Sheet1!BV602
PXD017052_SEER_BROAD,P50990,P50990;P50990-2;P50990-3,PXD017052:Sheet1:602:EXP18102_X1116_A_MSB37290A,supplementary_data_2_lfq,Sheet1,602,Sheet1!BW602
PXD017052_SEER_BROAD,P50991,P50991;P50991-2,PXD017052:Sheet1:603:EXP18102_X1066_A_MSB37240A,supplementary_data_2_lfq,Sheet1,603,Sheet1!BO603
PXD017052_SEER_BROAD,P50991,P50991;P50991-2,PXD017052:Sheet1:603:EXP18102_X1067_A_MSB37241A,supplementary_data_2_lfq,Sheet1,603,Sheet1!BP603
PXD017052_SEER_BROAD,P50991,P50991;P50991-2,PXD017052:Sheet1:603:EXP18102_X1068_A_MSB37242A,supplementary_data_2_lfq,Sheet1,603,Sheet1!BQ603
PXD017052_SEER_BROAD,P50991,P50991;P50991-2,PXD017052:Sheet1:603:EXP18102_X1108_A_MSB37282A,supplementary_data_2_lfq,Sheet1,603,Sheet1!BR603
PXD017052_SEER_BROAD,P50991,P50991;P50991-2,PXD017052:Sheet1:603:EXP18102_X1109_A_MSB37283A,supplementary_data_2_lfq,Sheet1,603,Sheet1!BS603
PXD017052_SEER_BROAD,P50991,P50991;P50991-2,PXD017052:Sheet1:603:EXP18102_X1110_B_MSB37284B,supplementary_data_2_lfq,Sheet1,603,Sheet1!BT603
PXD017052_SEER_BROAD,P50991,P50991;P50991-2,PXD017052:Sheet1:603:EXP18102_X1114_A_MSB37288A,supplementary_data_2_lfq,Sheet1,603,Sheet1!BU603
PXD017052_SEER_BROAD,P50991,P50991;P50991-2,PXD017052:Sheet1:603:EXP18102_X1115_A_MSB37289A,supplementary_data_2_lfq,Sheet1,603,Sheet1!BV603
PXD017052_SEER_BROAD,P50991,P50991;P50991-2,PXD017052:Sheet1:603:EXP18102_X1116_A_MSB37290A,supplementary_data_2_lfq,Sheet1,603,Sheet1!BW603
PXD017052_SEER_BROAD,P50995,P50995-2;P50995,PXD017052:Sheet1:604:EXP18102_X1066_A_MSB37240A,supplementary_data_2_lfq,Sheet1,604,Sheet1!BO604
PXD017052_SEER_BROAD,P50995,P50995-2;P50995,PXD017052:Sheet1:604:EXP18102_X1067_A_MSB37241A,supplementary_data_2_lfq,Sheet1,604,Sheet1!BP604
PXD017052_SEER_BROAD,P50995,P50995-2;P50995,PXD017052:Sheet1:604:EXP18102_X1068_A_MSB37242A,supplementary_data_2_lfq,Sheet1,604,Sheet1!BQ604
PXD017052_SEER_BROAD,P50995,P50995-2;P50995,PXD017052:Sheet1:604:EXP18102_X1108_A_MSB37282A,supplementary_data_2_lfq,Sheet1,604,Sheet1!BR604
PXD017052_SEER_BROAD,P50995,P50995-2;P50995,PXD017052:Sheet1:604:EXP18102_X1109_A_MSB37283A,supplementary_data_2_lfq,Sheet1,604,Sheet1!BS604
PXD017052_SEER_BROAD,P50995,P50995-2;P50995,PXD017052:Sheet1:604:EXP18102_X1110_B_MSB37284B,supplementary_data_2_lfq,Sheet1,604,Sheet1!BT604
PXD017052_SEER_BROAD,P50995,P50995-2;P50995,PXD017052:Sheet1:604:EXP18102_X1114_A_MSB37288A,supplementary_data_2_lfq,Sheet1,604,Sheet1!BU604
PXD017052_SEER_BROAD,P50995,P50995-2;P50995,PXD017052:Sheet1:604:EXP18102_X1115_A_MSB37289A,supplementary_data_2_lfq,Sheet1,604,Sheet1!BV604
PXD017052_SEER_BROAD,P50995,P50995-2;P50995,PXD017052:Sheet1:604:EXP18102_X1116_A_MSB37290A,supplementary_data_2_lfq,Sheet1,604,Sheet1!BW604
PXD017052_SEER_BROAD,P52907,P52907,PXD017052:Sheet1:609:EXP18102_X1066_A_MSB37240A,supplementary_data_2_lfq,Sheet1,609,Sheet1!BO609
