source_id,source_identifier,candidate_tokens,resolved_canonical_accession,resolution_status
PXD017052_SEER_BROAD,P17987;F5H282;E7EQR6;E7ERF2,accession:E7EQR6;accession:E7ERF2;accession:F5H282;accession:P17987,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P18054,accession:P18054,P18054,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P18085;C9JAK5;U3KQF2,accession:C9JAK5;accession:P18085;accession:U3KQF2,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P18206-2;P18206;P18206-3;A0A096LPE1,accession:P18206,P18206,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P18428,accession:P18428,P18428,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P19021-2;P19021-4;P19021-3;P19021-6;P19021;P19021-5,accession:P19021,P19021,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P19086,accession:P19086,P19086,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P19320-3;P19320;E9PDD2;P19320-2,accession:E9PDD2;accession:P19320,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P19367-4;P19367-2;P19367;P19367-3,accession:P19367,P19367,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P19438-5,accession:P19438,P19438,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P19652,accession:P19652,P19652,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P19823;Q5T985;CON__Q9TRI1,accession:P19823;accession:Q5T985,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P19827;P19827-2;P19827-3;F8WAS2;CON__Q0VCM5;B5MCP1,accession:B5MCP1;accession:F8WAS2;accession:P19827,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P20645,accession:P20645,P20645,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P20700,accession:P20700,P20700,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P20851-2;P20851,accession:P20851,P20851,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P21291;E9PP21;E9PS42,accession:E9PP21;accession:E9PS42;accession:P21291,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P21333-2;P21333;Q60FE5;A0A087WWY3;O75369-5;O75369-4;O75369-6;O75369-3;O75369-2;O75369-9;O75369;O75369-8;Q14315-2;Q14315,accession:O75369;accession:P21333;accession:Q14315;accession:Q60FE5,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P21796,accession:P21796,P21796,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P22694-2;A0A087WVC4;A0A0A0MS54;P22694-10;P22694-4;P22694-3;P17612-2;P22694;P17612;P22694-5;P22694-7;P22694-6;P22694-9,accession:P17612;accession:P22694,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P22792,accession:P22792,P22792,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P22891;P22891-2,accession:P22891,P22891,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P23083,accession:P23083,P23083,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P23142;CON__ENSEMBL:ENSBTAP00000016046;P23142-2;P23142-3,accession:P23142,P23142,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P23229-4;P23229-2;P23229-5;P23229-3;P23229-9;P23229-6;P23229;P23229-7,accession:P23229,P23229,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P23284,accession:P23284,P23284,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P23470-2;P23470,accession:P23470,P23470,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P23528;G3V1A4;E9PK25;Q9Y281-3;Q9Y281,accession:E9PK25;accession:G3V1A4;accession:P23528;accession:Q9Y281,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P24534;F8WF65;F2Z2G2,accession:F2Z2G2;accession:F8WF65;accession:P24534,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P24593,accession:P24593,P24593,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P24821-4;P24821;J3QSU6;E9PC84;F5H7V9;P24821-2;P24821-3;P24821-5;P24821-6,accession:E9PC84;accession:F5H7V9;accession:J3QSU6;accession:P24821,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P24844;P24844-2,accession:P24844,P24844,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P25311;C9JEV0,accession:C9JEV0;accession:P25311,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P25705;P25705-2;P25705-3;K7ESA0,accession:K7ESA0;accession:P25705,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P25774-2;P25774,accession:P25774,P25774,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P25786;P25786-2;B4DEV8;F5GX11,accession:B4DEV8;accession:F5GX11;accession:P25786,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P25787;H3BT36;C9JCK5,accession:C9JCK5;accession:H3BT36;accession:P25787,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P25788-2;P25788;G3V3W4;G3V5N4;G3V4X5,accession:G3V3W4;accession:G3V4X5;accession:G3V5N4;accession:P25788,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P26022,accession:P26022,P26022,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P26038,accession:P26038,P26038,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P26572,accession:P26572,P26572,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P26641;P26641-2,accession:P26641,P26641,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P27105;F8VSL7;P27105-2,accession:F8VSL7;accession:P27105,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P27169;F8WF42,accession:F8WF42;accession:P27169,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P27348,accession:P27348,P27348,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P27797,accession:P27797,P27797,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P27824;P27824-2;P27824-3;D6RD16,accession:D6RD16;accession:P27824,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P27918,accession:P27918,P27918,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P28066;P28066-2,accession:P28066,P28066,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P28070,accession:P28070,P28070,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P29350;P29350-3;P29350-4;P29350-2;F5H1V7;F5H4Z1;F5GXD4;U3KQS1,accession:F5GXD4;accession:F5H1V7;accession:F5H4Z1;accession:P29350;accession:U3KQS1,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P29622,accession:P29622,P29622,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P30041,accession:P30041,P30041,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P30043;A0A2R8YEP4;M0R192;A0A2R8Y7Y9;M0QZL1,accession:M0QZL1;accession:M0R192;accession:P30043,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P30044-2;P30044-3;P30044;P30044-4,accession:P30044,P30044,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P30048-2;P30048,accession:P30048,P30048,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P30101,accession:P30101,P30101,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P30273,accession:P30273,P30273,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P30740;P30740-2;A0A1B0GU38;A0A0C4DGW9;P50452-2;P50452;P50453;O75830,accession:O75830;accession:P30740;accession:P50452;accession:P50453,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P31146;H3BRY3,accession:H3BRY3;accession:P31146,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P31323;P13861-2;P13861,accession:P13861;accession:P31323,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P31946-2;P31946;A0A0J9YWE8;P31947-2;P31947,accession:P31946;accession:P31947,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P31948;P31948-2;P31948-3;F5GXD8;F5H783,accession:F5GXD8;accession:F5H783;accession:P31948,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P32119;A6NIW5,accession:A6NIW5;accession:P32119,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P33151-2;P33151;I3L1J2;H3BR11,accession:H3BR11;accession:I3L1J2;accession:P33151,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P33908,accession:P33908,P33908,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P34096,accession:P34096,P34096,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P35443;E7ES19,accession:E7ES19;accession:P35443,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P35527;CON__P35527;K7EQQ3,accession:K7EQQ3;accession:P35527,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P35579;P35579-2;Q5BKV1;P35580;P35580-5;P35580-2;P35580-3;P35580-4;P35749-4;P35749-3;P35749;P35749-2;A0A0C4DFM8;A0A2R8Y4C3;A1L2Z2,accession:A1L2Z2;accession:P35579;accession:P35580;accession:P35749;accession:Q5BKV1,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P35813-3;P35813;P35813-2,accession:P35813,P35813,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P35858;P35858-2,accession:P35858,P35858,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P36955;CON__Q95121;I3L1U4,accession:I3L1U4;accession:P36955,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P36959,accession:P36959,P36959,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P37802;P37802-2,accession:P37802,P37802,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P38646,accession:P38646,P38646,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P39060-2;P39060-1;P39060,accession:P39060,P39060,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P40197,accession:P40197,P40197,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P40227;P40227-2;Q92526;Q92526-2;Q92526-3,accession:P40227;accession:Q92526,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P40926;G3XAL0;P40926-2,accession:G3XAL0;accession:P40926,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P42768,accession:P42768,P42768,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P43251-4;P43251;P43251-3;P43251-2;A0A2R8Y5J9;F8WCU5,accession:F8WCU5;accession:P43251,P43251,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P43304;P43304-2;F5GYK7,accession:F5GYK7;accession:P43304,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P43405-2;P43405,accession:P43405,P43405,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P43652,accession:P43652,P43652,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P45880-2;P45880;P45880-1,accession:P45880,P45880,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P47755;C9JUG7;F8W9N7;A0A0D9SET8;P47755-2,accession:C9JUG7;accession:F8W9N7;accession:P47755,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P47929,accession:P47929,P47929,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P48059;P48059-4;P48059-2;P48059-5;P48059-3;A0A0J9YXC7;P0CW19-2;Q7Z4I7-4;Q7Z4I7-3;Q7Z4I7;Q7Z4I7-5;Q7Z4I7-2,accession:P0CW19;accession:P48059;accession:Q7Z4I7,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P48426;P48426-2;H7BXS3,accession:H7BXS3;accession:P48426,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P48735;P48735-2;H0YL11,accession:H0YL11;accession:P48735,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P48740,accession:P48740,P48740,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P48740-2;P48740-4,accession:P48740,P48740,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P49411,accession:P49411,P49411,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P49593;A8MX49;P49593-2;B5MCT7,accession:A8MX49;accession:B5MCT7;accession:P49593,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P49720;A0A087WXQ8;A0A087WY10,accession:P49720,P49720,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P49721;A0A087WVV1,accession:P49721,P49721,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P49908;R4GMT5,accession:P49908;accession:R4GMT5,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P50148;P29992;O95837,accession:O95837;accession:P29992;accession:P50148,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P50395-2;P50395;P31150,accession:P31150;accession:P50395,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P50454;E9PKH2;E9PPV6,accession:E9PKH2;accession:E9PPV6;accession:P50454,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P50552;K7ENL7,accession:K7ENL7;accession:P50552,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P50570-3;P50570-2;P50570-5;P50570-4;P50570;E5RHK8;Q9UQ16-5;Q9UQ16-2;Q9UQ16-3;Q9UQ16;Q9UQ16-4,accession:E5RHK8;accession:P50570;accession:Q9UQ16,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P50990;P50990-2;P50990-3,accession:P50990,P50990,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P50991;P50991-2,accession:P50991,P50991,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P50995-2;P50995,accession:P50995,P50995,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P51149;C9J4V0;C9J8S3;C9J4S4;C9J7D1,accession:C9J4S4;accession:C9J4V0;accession:C9J7D1;accession:C9J8S3;accession:P51149,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P51452;P51452-2,accession:P51452,P51452,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P51884;CON__Q05443,accession:P51884,P51884,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P52566,accession:P52566,P52566,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P52907,accession:P52907,P52907,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P53396-3;P53396-2;P53396,accession:P53396,P53396,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P54577;A0A0C4DGZ5,accession:P54577,P54577,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P55056,accession:P55056,P55056,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P55058;P55058-3;P55058-4;P55058-2,accession:P55058,P55058,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P55072,accession:P55072,P55072,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P55287;P55287-2;H3BUU9,accession:H3BUU9;accession:P55287,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P55290;P55290-4;P55290-5;P55290-3;P55290-2,accession:P55290,P55290,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P55774,accession:P55774,P55774,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P55957-4;P55957;P55957-2,accession:P55957,P55957,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P60174-4;P60174-1;P60174,accession:P60174,P60174,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P60709;G5E9R0;P63267-2;A5A3E0;F8WCH0,accession:A5A3E0;accession:F8WCH0;accession:G5E9R0;accession:P60709;accession:P63267,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P60953;A0A590UJK8;P60953-1,accession:P60953,P60953,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P60985-2;P60985,accession:P60985,P60985,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P61006;P61006-2,accession:P61006,P61006,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P61026,accession:P61026,P61026,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P61106,accession:P61106,P61106,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P61160;P61160-2;F5H6T1;A0A1B0GWD0;A0A1B0GWH0,accession:F5H6T1;accession:P61160,P61160,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P61224;F5H7Y6;P61224-3;P61224-2;P62834;A6NIZ1;F5GYB5;P61224-4;B7ZB78,accession:A6NIZ1;accession:B7ZB78;accession:F5GYB5;accession:F5H7Y6;accession:P61224;accession:P62834,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P61978-3;P61978;P61978-2,accession:P61978,P61978,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P61981,accession:P61981,P61981,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P62258;P62258-2;B4DJF2;I3L3T1;I3L0W5,accession:B4DJF2;accession:I3L0W5;accession:I3L3T1;accession:P62258,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P62328,accession:P62328,P62328,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P62330,accession:P62330,P62330,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P62805,accession:P62805,P62805,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P62873-2;P62873;B3KVK2;E7EP32,accession:B3KVK2;accession:E7EP32;accession:P62873,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P62937;F8WE65;C9J5S7;P62937-2;E5RIZ5;A0A0H2UH34;A0A0B4J2A2;A0A075B767;A0A075B759;Q9Y536;F5H284,accession:C9J5S7;accession:E5RIZ5;accession:F5H284;accession:F8WE65;accession:P62937;accession:Q9Y536,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P63000;P63000-2,accession:P63000,P63000,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P63104;B0AZS6;P63104-2;B7Z2E6,accession:B0AZS6;accession:B7Z2E6;accession:P63104,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P63261;J3KT65,accession:J3KT65;accession:P63261,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P63313,accession:P63313,P63313,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P67936;A0A2R8Y5V9;A0A2R8YGX3;A0A2R8YE05;K7ENT6;A0A590UJB9;A0A590UK79;A0A494BX66;A0A590UJT6;Q2TAC2-2;Q2TAC2,accession:K7ENT6;accession:P67936;accession:Q2TAC2,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P68133;P68032;P63267;P62736;A6NL76;F8WB63;B8ZZJ2,accession:A6NL76;accession:B8ZZJ2;accession:F8WB63;accession:P62736;accession:P63267;accession:P68032;accession:P68133,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P68363;P68363-2,accession:P68363,P68363,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P68366-2;P68366,accession:P68366,P68366,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P68371;P04350;Q13509-2;Q3ZCM7;M0R0X0;M0QY37;M0QX14;M0R2T4;A0A075B724,accession:M0QX14;accession:M0QY37;accession:M0R0X0;accession:M0R2T4;accession:P04350;accession:P68371;accession:Q13509;accession:Q3ZCM7,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P68871;A0A2R8Y7R2;P02042;E9PFT6;CON__Q3SX09;A0A0J9YWK4;CON__P02070;A0A2R8Y7X9;P69892;P69891;P02100,accession:E9PFT6;accession:P02042;accession:P02100;accession:P68871;accession:P69891;accession:P69892,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P69905;G3V1N2,accession:G3V1N2;accession:P69905,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P78417-2;P78417-3;P78417,accession:P78417,P78417,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P80108;P80108-2,accession:P80108,P80108,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P80748,accession:P80748,P80748,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P81605;P81605-2,accession:P81605,P81605,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P84077;P61204;F5H423;P61204-2;P84085;F8WDB3,accession:F5H423;accession:F8WDB3;accession:P61204;accession:P84077;accession:P84085,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,P98095;P98095-2,accession:P98095,P98095,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,P98160,accession:P98160,P98160,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,Q00013-2;Q00013-3;Q00013,accession:Q00013,Q00013,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,Q00688,accession:Q00688,Q00688,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,Q01518;Q01518-2;B7Z385;A0A087X0J3;A0A087WZ15;E9PDI2;P40123-3;P40123-2;P40123,accession:B7Z385;accession:E9PDI2;accession:P40123;accession:Q01518,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,Q01813;Q01813-2;B1APP6;P17858;F8VZI0;A0A2R8Y891;P08237-2;P08237;P17858-2;P08237-3,accession:B1APP6;accession:F8VZI0;accession:P08237;accession:P17858;accession:Q01813,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,Q02818,accession:Q02818,Q02818,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,Q02985;A0A087WYK9;Q6NSD3;A0A0C4DH21;Q02985-2;Q92496-3;Q92496-2;Q92496,accession:Q02985;accession:Q6NSD3;accession:Q92496,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,Q04756;D6RAR4;CON__ENSEMBL:ENSBTAP00000023055,accession:D6RAR4;accession:Q04756,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,Q04917;F8WEB6;A2IDB1,accession:A2IDB1;accession:F8WEB6;accession:Q04917,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,Q05209;Q05209-2;Q05209-3,accession:Q05209,Q05209,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,Q06033-2;Q06033;A0A087WW43;E7ET33;CON__Q0V8M9,accession:E7ET33;accession:Q06033,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,Q07954;Q6PJ72,accession:Q07954;accession:Q6PJ72,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,Q08380;K7EKQ5;K7EQT9;K7EN99;K7ERZ6;K7EJD3,accession:K7EJD3;accession:K7EKQ5;accession:K7EN99;accession:K7EQT9;accession:K7ERZ6;accession:Q08380,,AMBIGUOUS_MULTI_ACCESSION_GROUP
PXD017052_SEER_BROAD,Q08495-3;Q08495-4;Q08495-2;Q08495,accession:Q08495,Q08495,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,Q08554-2;Q08554,accession:Q08554,Q08554,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,Q08722-2;Q08722-3;Q08722-4;Q08722,accession:Q08722,Q08722,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,Q08830,accession:Q08830,Q08830,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,Q0ZGT2-4;Q0ZGT2-3;Q0ZGT2-2;Q0ZGT2,accession:Q0ZGT2,Q0ZGT2,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,Q12805-5;Q12805-2;Q12805-4;Q12805-3;Q12805,accession:Q12805,Q12805,UNIQUE_HUMAN_CANONICAL_ACCESSION
PXD017052_SEER_BROAD,Q12905;B4DY09;A0A0A0MRL0,accession:B4DY09;accession:Q12905,,AMBIGUOUS_MULTI_ACCESSION_GROUP
