outer_fold_id,held_out_laboratory_anchor,model_id,held_out_observation_count,held_out_measurement_batch_count,primary_metric_status,mean_spearman,mean_spearman_lower_95,mean_spearman_upper_95,mean_mae,mean_mae_lower_95,mean_mae_upper_95,mean_rmse,mean_rmse_lower_95,mean_rmse_upper_95
R3-OUTER-01,Michigan State University-led multi-core study,CONSTANT_TRAINING_MEAN,2033,36,UNDEFINED_CONSTANT_PREDICTION,,,,0.23110781300647038,0.22642124274258607,0.23568445622964554,0.27184109785568666,0.26781868507971257,0.27563201787662384
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_FULL,2033,36,DEFINED,0.2472532692568141,0.2140627040173437,0.27891061517397553,0.22689042983370333,0.2215389375896189,0.23197292370094696,0.26892449762185555,0.26358895391140874,0.27416977239656232
R3-OUTER-01,Michigan State University-led multi-core study,SEQUENCE_RIDGE_COMPOSITION_ONLY,2033,36,DEFINED,0.23886794750986087,0.20582334274143915,0.27010191609406842,0.22649682336447111,0.22103547549231034,0.23156710620394205,0.26832550058039767,0.26292729770059614,0.27343302152618076
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",CONSTANT_TRAINING_MEAN,523,9,UNDEFINED_CONSTANT_PREDICTION,,,,0.24160621492664097,0.23449487474789776,0.24849848656388074,0.2845271126563696,0.27832083486474551,0.29049734486666695
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",SEQUENCE_RIDGE_FULL,523,9,DEFINED,0.34107997264534784,0.29417071747864043,0.4012395761094254,0.21939374954914748,0.21269426101567374,0.22690526033870725,0.26602780812879945,0.25831608558654806,0.27436670484051701
R3-OUTER-02,"Seer, Inc. / Broad Institute of MIT and Harvard",SEQUENCE_RIDGE_COMPOSITION_ONLY,523,9,DEFINED,0.38731923574757948,0.32386103186529708,0.4670212648220059,0.21800729386847573,0.21075500779593723,0.22547996993329467,0.26309896205211958,0.25581286108672086,0.27014619535793416
R3-OUTER-03,University of Oklahoma Health Sciences Center,CONSTANT_TRAINING_MEAN,168,2,UNDEFINED_CONSTANT_PREDICTION,,,,0.28164329304622998,0.27715139688107443,0.28613518921138553,0.31614257878743768,0.31257939566665116,0.31970576190822414
R3-OUTER-03,University of Oklahoma Health Sciences Center,SEQUENCE_RIDGE_FULL,168,2,DEFINED,0.023051033419251216,-0.030451684561273604,0.076553751399776035,0.29759862675700177,0.29347600907576704,0.30172124443823645,0.3384015866452148,0.33651473241566371,0.34028844087476584
R3-OUTER-03,University of Oklahoma Health Sciences Center,SEQUENCE_RIDGE_COMPOSITION_ONLY,168,2,DEFINED,0.040643307387984405,-0.0051215599160804644,0.086408174692049269,0.29239181532680758,0.29100068912542576,0.29378294152818946,0.33380237689132775,0.33354184789308627,0.33406290588956916
