external_target_observation_id,source_id,laboratory_anchor,canonical_accession,biological_unit_id,measurement_batch_id,technical_replicate_count,source_coordinates,author_positive_values,rank_percentile_mean_across_positive_technical_replicates,measurement_batch_positive_unique_target_count,coverage_stratum
R4PXD064962:PT_D3_06:P04004,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04004,PT_D3_06,PT_D3_06,2,LFQ intensity PT_D3_06_1_S1-E5_6681:149;LFQ intensity PT_D3_06_2_S1-F5_6682:149,2930700.0;2569100.0,0.8267980159823642,8,GE5_LT10
R4PXD064962:PT_D3_06:P04264,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04264,PT_D3_06,PT_D3_06,2,LFQ intensity PT_D3_06_1_S1-E5_6681:160;LFQ intensity PT_D3_06_2_S1-F5_6682:160,521600.0;519130.0,0.6272940203912923,8,GE5_LT10
R4PXD064962:PT_D3_06:P06396,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P06396,PT_D3_06,PT_D3_06,2,LFQ intensity PT_D3_06_1_S1-E5_6681:178;LFQ intensity PT_D3_06_2_S1-F5_6682:178,2618100.0;2770800.0,0.8293882612289887,8,GE5_LT10
R4PXD064962:PT_D3_06:P07996,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P07996,PT_D3_06,PT_D3_06,2,LFQ intensity PT_D3_06_1_S1-E5_6681:202;LFQ intensity PT_D3_06_2_S1-F5_6682:202,21580.0;14777.0,0.05513915679250482,8,GE5_LT10
R4PXD064962:PT_D3_06:P11021,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P11021,PT_D3_06,PT_D3_06,2,LFQ intensity PT_D3_06_1_S1-E5_6681:229;LFQ intensity PT_D3_06_2_S1-F5_6682:229,46868.0;48687.0,0.1600992008817856,8,GE5_LT10
R4PXD064962:PT_D3_06:P13796,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P13796,PT_D3_06,PT_D3_06,1,LFQ intensity PT_D3_06_1_S1-E5_6681:241,8609.9,0.02631578947368421,8,GE5_LT10
R4PXD064962:PT_D3_06:Q04695,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q04695,PT_D3_06,PT_D3_06,2,LFQ intensity PT_D3_06_1_S1-E5_6681:51;LFQ intensity PT_D3_06_2_S1-F5_6682:51,326.64;409.69,0.0,8,GE5_LT10
R4PXD064962:PT_D3_06:Q9HDC9,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q9HDC9,PT_D3_06,PT_D3_06,2,LFQ intensity PT_D3_06_1_S1-E5_6681:385;LFQ intensity PT_D3_06_2_S1-F5_6682:385,63952.0;61047.0,0.2204739597685313,8,GE5_LT10
R4PXD064962:PT_D3_14:P04004,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04004,PT_D3_14,PT_D3_14,2,LFQ intensity PT_D3_14_1_S1-C5_6665:149;LFQ intensity PT_D3_14_2_S1-D5_6666:149,2201100.0;1689800.0,0.8095603015075377,8,GE5_LT10
R4PXD064962:PT_D3_14:P04264,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04264,PT_D3_14,PT_D3_14,2,LFQ intensity PT_D3_14_1_S1-C5_6665:160;LFQ intensity PT_D3_14_2_S1-D5_6666:160,253050.0;247690.0,0.49128140703517587,8,GE5_LT10
R4PXD064962:PT_D3_14:P06396,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P06396,PT_D3_14,PT_D3_14,2,LFQ intensity PT_D3_14_1_S1-C5_6665:178;LFQ intensity PT_D3_14_2_S1-D5_6666:178,3581100.0;3661900.0,0.8621608040201005,8,GE5_LT10
R4PXD064962:PT_D3_14:P07996,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P07996,PT_D3_14,PT_D3_14,2,LFQ intensity PT_D3_14_1_S1-C5_6665:202;LFQ intensity PT_D3_14_2_S1-D5_6666:202,22552.0;21223.0,0.05517587939698493,8,GE5_LT10
R4PXD064962:PT_D3_14:P11021,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P11021,PT_D3_14,PT_D3_14,2,LFQ intensity PT_D3_14_1_S1-C5_6665:229;LFQ intensity PT_D3_14_2_S1-D5_6666:229,37455.0;34772.0,0.11530150753768845,8,GE5_LT10
R4PXD064962:PT_D3_14:P13796,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P13796,PT_D3_14,PT_D3_14,2,LFQ intensity PT_D3_14_1_S1-C5_6665:241;LFQ intensity PT_D3_14_2_S1-D5_6666:241,137310.0;146440.0,0.38849246231155776,8,GE5_LT10
R4PXD064962:PT_D3_14:Q04695,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q04695,PT_D3_14,PT_D3_14,2,LFQ intensity PT_D3_14_1_S1-C5_6665:51;LFQ intensity PT_D3_14_2_S1-D5_6666:51,421.29;247.29,0.002512562814070352,8,GE5_LT10
R4PXD064962:PT_D3_14:Q9HDC9,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q9HDC9,PT_D3_14,PT_D3_14,2,LFQ intensity PT_D3_14_1_S1-C5_6665:385;LFQ intensity PT_D3_14_2_S1-D5_6666:385,78631.0;62745.0,0.2557286432160804,8,GE5_LT10
R4PXD064962:PT_D3_22:P04004,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04004,PT_D3_22,PT_D3_22,2,LFQ intensity PT_D3_22_1_S1-C4_6663:149;LFQ intensity PT_D3_22_2_S1-D4_6664:149,2217800.0;1958500.0,0.8198620495495496,9,GE5_LT10
R4PXD064962:PT_D3_22:P04264,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04264,PT_D3_22,PT_D3_22,2,LFQ intensity PT_D3_22_1_S1-C4_6663:160;LFQ intensity PT_D3_22_2_S1-D4_6664:160,52722.0;52468.0,0.19876126126126126,9,GE5_LT10
R4PXD064962:PT_D3_22:P06396,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P06396,PT_D3_22,PT_D3_22,2,LFQ intensity PT_D3_22_1_S1-C4_6663:178;LFQ intensity PT_D3_22_2_S1-D4_6664:178,2432300.0;2536700.0,0.8461007882882883,9,GE5_LT10
R4PXD064962:PT_D3_22:P07996,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P07996,PT_D3_22,PT_D3_22,1,LFQ intensity PT_D3_22_2_S1-D4_6664:202,20723.0,0.041666666666666664,9,GE5_LT10
R4PXD064962:PT_D3_22:P09493,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P09493,PT_D3_22,PT_D3_22,1,LFQ intensity PT_D3_22_1_S1-C4_6663:322,5629.5,0.0,9,GE5_LT10
R4PXD064962:PT_D3_22:P11021,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P11021,PT_D3_22,PT_D3_22,1,LFQ intensity PT_D3_22_2_S1-D4_6664:229,41269.0,0.171875,9,GE5_LT10
R4PXD064962:PT_D3_22:P13796,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P13796,PT_D3_22,PT_D3_22,1,LFQ intensity PT_D3_22_1_S1-C4_6663:241,12805.0,0.016216216216216217,9,GE5_LT10
R4PXD064962:PT_D3_22:Q04695,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q04695,PT_D3_22,PT_D3_22,1,LFQ intensity PT_D3_22_2_S1-D4_6664:51,228.32,0.0,9,GE5_LT10
R4PXD064962:PT_D3_22:Q9HDC9,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q9HDC9,PT_D3_22,PT_D3_22,2,LFQ intensity PT_D3_22_1_S1-C4_6663:385;LFQ intensity PT_D3_22_2_S1-D4_6664:385,47553.0;48098.0,0.17483108108108109,9,GE5_LT10
R4PXD064962:PT_D3_28:P04004,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04004,PT_D3_28,PT_D3_28,2,LFQ intensity PT_D3_28_1_S1-A5_6649:149;LFQ intensity PT_D3_28_2_S1-B5_6650:149,2207500.0;2324100.0,0.835410447761194,9,GE5_LT10
R4PXD064962:PT_D3_28:P04264,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04264,PT_D3_28,PT_D3_28,2,LFQ intensity PT_D3_28_1_S1-A5_6649:160;LFQ intensity PT_D3_28_2_S1-B5_6650:160,402630.0;384740.0,0.6009701492537314,9,GE5_LT10
R4PXD064962:PT_D3_28:P06396,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P06396,PT_D3_28,PT_D3_28,2,LFQ intensity PT_D3_28_1_S1-A5_6649:178;LFQ intensity PT_D3_28_2_S1-B5_6650:178,1901100.0;1815500.0,0.8129726368159204,9,GE5_LT10
R4PXD064962:PT_D3_28:P09493,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P09493,PT_D3_28,PT_D3_28,1,LFQ intensity PT_D3_28_2_S1-B5_6650:322,3701.3,0.014925373134328358,9,GE5_LT10
R4PXD064962:PT_D3_28:P11021,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P11021,PT_D3_28,PT_D3_28,1,LFQ intensity PT_D3_28_1_S1-A5_6649:229,51193.0,0.17,9,GE5_LT10
R4PXD064962:PT_D3_28:P26038,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P26038,PT_D3_28,PT_D3_28,1,LFQ intensity PT_D3_28_1_S1-A5_6649:274,19718.0,0.035,9,GE5_LT10
R4PXD064962:PT_D3_28:P30041,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P30041,PT_D3_28,PT_D3_28,1,LFQ intensity PT_D3_28_1_S1-A5_6649:283,33628.0,0.08,9,GE5_LT10
R4PXD064962:PT_D3_28:Q04695,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q04695,PT_D3_28,PT_D3_28,2,LFQ intensity PT_D3_28_1_S1-A5_6649:51;LFQ intensity PT_D3_28_2_S1-B5_6650:51,277.32;257.56,0.0,9,GE5_LT10
R4PXD064962:PT_D3_28:Q9HDC9,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q9HDC9,PT_D3_28,PT_D3_28,1,LFQ intensity PT_D3_28_1_S1-A5_6649:385,15408.0,0.025,9,GE5_LT10
R4PXD064962:PT_D3_30:P04004,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04004,PT_D3_30,PT_D3_30,2,LFQ intensity PT_D3_30_1_S1-E3_6677:149;LFQ intensity PT_D3_30_2_S1-F3_6678:149,2779400.0;2447700.0,0.8486745213549337,9,GE5_LT10
R4PXD064962:PT_D3_30:P04264,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04264,PT_D3_30,PT_D3_30,2,LFQ intensity PT_D3_30_1_S1-E3_6677:160;LFQ intensity PT_D3_30_2_S1-F3_6678:160,270120.0;278350.0,0.541026719966337,9,GE5_LT10
R4PXD064962:PT_D3_30:P06396,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P06396,PT_D3_30,PT_D3_30,2,LFQ intensity PT_D3_30_1_S1-E3_6677:178;LFQ intensity PT_D3_30_2_S1-F3_6678:178,2688500.0;2845700.0,0.853855459709657,9,GE5_LT10
R4PXD064962:PT_D3_30:P07996,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P07996,PT_D3_30,PT_D3_30,1,LFQ intensity PT_D3_30_1_S1-E3_6677:202,14552.0,0.04081632653061224,9,GE5_LT10
R4PXD064962:PT_D3_30:P11021,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P11021,PT_D3_30,PT_D3_30,1,LFQ intensity PT_D3_30_2_S1-F3_6678:229,45365.0,0.15979381443298968,9,GE5_LT10
R4PXD064962:PT_D3_30:P26038,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P26038,PT_D3_30,PT_D3_30,1,LFQ intensity PT_D3_30_2_S1-F3_6678:274,24599.0,0.07731958762886598,9,GE5_LT10
R4PXD064962:PT_D3_30:P30041,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P30041,PT_D3_30,PT_D3_30,1,LFQ intensity PT_D3_30_1_S1-E3_6677:283,25097.0,0.09693877551020408,9,GE5_LT10
R4PXD064962:PT_D3_30:Q04695,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q04695,PT_D3_30,PT_D3_30,2,LFQ intensity PT_D3_30_1_S1-E3_6677:51;LFQ intensity PT_D3_30_2_S1-F3_6678:51,215.04;294.01,0.0,9,GE5_LT10
R4PXD064962:PT_D3_30:Q9HDC9,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q9HDC9,PT_D3_30,PT_D3_30,2,LFQ intensity PT_D3_30_1_S1-E3_6677:385;LFQ intensity PT_D3_30_2_S1-F3_6678:385,49050.0;63481.0,0.20523879654954766,9,GE5_LT10
R4PXD064962:PT_D3_37:P04004,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04004,PT_D3_37,PT_D3_37,2,LFQ intensity PT_D3_37_1_S1-G5_6695:149;LFQ intensity PT_D3_37_2_S1-H5_6696:149,1774100.0;2476300.0,0.8165162117408258,8,GE5_LT10
R4PXD064962:PT_D3_37:P04264,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04264,PT_D3_37,PT_D3_37,2,LFQ intensity PT_D3_37_1_S1-G5_6695:160;LFQ intensity PT_D3_37_2_S1-H5_6696:160,273440.0;274280.0,0.5193766358634688,8,GE5_LT10
R4PXD064962:PT_D3_37:P06396,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P06396,PT_D3_37,PT_D3_37,2,LFQ intensity PT_D3_37_1_S1-G5_6695:178;LFQ intensity PT_D3_37_2_S1-H5_6696:178,3736400.0;3611300.0,0.8682228513434112,8,GE5_LT10
R4PXD064962:PT_D3_37:P07996,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P07996,PT_D3_37,PT_D3_37,2,LFQ intensity PT_D3_37_1_S1-G5_6695:202;LFQ intensity PT_D3_37_2_S1-H5_6696:202,109660.0;66581.0,0.289541156989477,8,GE5_LT10
R4PXD064962:PT_D3_37:P09493,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P09493,PT_D3_37,PT_D3_37,1,LFQ intensity PT_D3_37_2_S1-H5_6696:322,2635.0,0.005154639175257732,8,GE5_LT10
R4PXD064962:PT_D3_37:P30041,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P30041,PT_D3_37,PT_D3_37,1,LFQ intensity PT_D3_37_2_S1-H5_6696:283,17817.0,0.06701030927835051,8,GE5_LT10
R4PXD064962:PT_D3_37:Q04695,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q04695,PT_D3_37,PT_D3_37,2,LFQ intensity PT_D3_37_1_S1-G5_6695:51;LFQ intensity PT_D3_37_2_S1-H5_6696:51,227.47;223.79,0.0,8,GE5_LT10
R4PXD064962:PT_D3_37:Q9HDC9,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q9HDC9,PT_D3_37,PT_D3_37,2,LFQ intensity PT_D3_37_1_S1-G5_6695:385;LFQ intensity PT_D3_37_2_S1-H5_6696:385,78456.0;57798.0,0.22999572672399976,8,GE5_LT10
R4PXD064962:PT_D3_41:P04004,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04004,PT_D3_41,PT_D3_41,2,LFQ intensity PT_D3_41_1_S1-G3_6691:149;LFQ intensity PT_D3_41_2_S1-H3_6692:149,2331300.0;2618300.0,0.8489986648865153,10,GE10
R4PXD064962:PT_D3_41:P04264,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04264,PT_D3_41,PT_D3_41,2,LFQ intensity PT_D3_41_1_S1-G3_6691:160;LFQ intensity PT_D3_41_2_S1-H3_6692:160,171650.0;132590.0,0.4434356920338229,10,GE10
R4PXD064962:PT_D3_41:P06396,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P06396,PT_D3_41,PT_D3_41,2,LFQ intensity PT_D3_41_1_S1-G3_6691:178;LFQ intensity PT_D3_41_2_S1-H3_6692:178,3368500.0;3797900.0,0.8725856697819314,10,GE10
R4PXD064962:PT_D3_41:P06576,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P06576,PT_D3_41,PT_D3_41,2,LFQ intensity PT_D3_41_1_S1-G3_6691:179;LFQ intensity PT_D3_41_2_S1-H3_6692:179,59566.0;53962.0,0.20747663551401868,10,GE10
R4PXD064962:PT_D3_41:P07996,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P07996,PT_D3_41,PT_D3_41,1,LFQ intensity PT_D3_41_1_S1-G3_6691:202,11991.0,0.009523809523809525,10,GE10
R4PXD064962:PT_D3_41:P09493,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P09493,PT_D3_41,PT_D3_41,2,LFQ intensity PT_D3_41_1_S1-G3_6691:322;LFQ intensity PT_D3_41_2_S1-H3_6692:322,74385.0;60731.0,0.23582554517133958,10,GE10
R4PXD064962:PT_D3_41:P11021,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P11021,PT_D3_41,PT_D3_41,2,LFQ intensity PT_D3_41_1_S1-G3_6691:229;LFQ intensity PT_D3_41_2_S1-H3_6692:229,50842.0;45463.0,0.17679127725856697,10,GE10
R4PXD064962:PT_D3_41:P13796,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P13796,PT_D3_41,PT_D3_41,1,LFQ intensity PT_D3_41_1_S1-G3_6691:241,19226.0,0.0380952380952381,10,GE10
R4PXD064962:PT_D3_41:Q04695,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q04695,PT_D3_41,PT_D3_41,2,LFQ intensity PT_D3_41_1_S1-G3_6691:51;LFQ intensity PT_D3_41_2_S1-H3_6692:51,1813500.0;1701800.0,0.8207832665776591,10,GE10
R4PXD064962:PT_D3_41:Q9HDC9,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q9HDC9,PT_D3_41,PT_D3_41,2,LFQ intensity PT_D3_41_1_S1-G3_6691:385;LFQ intensity PT_D3_41_2_S1-H3_6692:385,46614.0;42832.0,0.1579216733422341,10,GE10
R4PXD064962:PT_D3_42:P04004,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04004,PT_D3_42,PT_D3_42,2,LFQ intensity PT_D3_42_1_S1-G4_6693:149;LFQ intensity PT_D3_42_2_S1-H4_6694:149,2779500.0;2630700.0,0.8343632752151843,8,GE5_LT10
R4PXD064962:PT_D3_42:P04264,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04264,PT_D3_42,PT_D3_42,2,LFQ intensity PT_D3_42_1_S1-G4_6693:160;LFQ intensity PT_D3_42_2_S1-H4_6694:160,271580.0;310730.0,0.5353398808210108,8,GE5_LT10
R4PXD064962:PT_D3_42:P06396,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P06396,PT_D3_42,PT_D3_42,2,LFQ intensity PT_D3_42_1_S1-G4_6693:178;LFQ intensity PT_D3_42_2_S1-H4_6694:178,2465200.0;2548100.0,0.824031670712867,8,GE5_LT10
R4PXD064962:PT_D3_42:P07996,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P07996,PT_D3_42,PT_D3_42,2,LFQ intensity PT_D3_42_1_S1-G4_6693:202;LFQ intensity PT_D3_42_2_S1-H4_6694:202,40703.0;89160.0,0.23285422644007947,8,GE5_LT10
R4PXD064962:PT_D3_42:P13796,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P13796,PT_D3_42,PT_D3_42,1,LFQ intensity PT_D3_42_1_S1-G4_6693:241,8755.4,0.030456852791878174,8,GE5_LT10
R4PXD064962:PT_D3_42:P30041,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P30041,PT_D3_42,PT_D3_42,1,LFQ intensity PT_D3_42_1_S1-G4_6693:283,8432.1,0.025380710659898477,8,GE5_LT10
R4PXD064962:PT_D3_42:Q04695,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q04695,PT_D3_42,PT_D3_42,2,LFQ intensity PT_D3_42_1_S1-G4_6693:51;LFQ intensity PT_D3_42_2_S1-H4_6694:51,260.0;351.39,0.0025380710659898475,8,GE5_LT10
R4PXD064962:PT_D3_42:Q9HDC9,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q9HDC9,PT_D3_42,PT_D3_42,2,LFQ intensity PT_D3_42_1_S1-G4_6693:385;LFQ intensity PT_D3_42_2_S1-H4_6694:385,121910.0;76997.0,0.3284043257559038,8,GE5_LT10
R4PXD064962:PT_D3_85:P04004,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04004,PT_D3_85,PT_D3_85,2,LFQ intensity PT_D3_85_1_S1-E4_6679:149;LFQ intensity PT_D3_85_2_S1-F4_6680:149,2660800.0;2682500.0,0.8369083369083369,7,GE5_LT10
R4PXD064962:PT_D3_85:P04264,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04264,PT_D3_85,PT_D3_85,2,LFQ intensity PT_D3_85_1_S1-E4_6679:160;LFQ intensity PT_D3_85_2_S1-F4_6680:160,230900.0;238490.0,0.46788216788216785,7,GE5_LT10
R4PXD064962:PT_D3_85:P06396,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P06396,PT_D3_85,PT_D3_85,2,LFQ intensity PT_D3_85_1_S1-E4_6679:178;LFQ intensity PT_D3_85_2_S1-F4_6680:178,3111200.0;3360000.0,0.8449592449592449,7,GE5_LT10
R4PXD064962:PT_D3_85:P11021,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P11021,PT_D3_85,PT_D3_85,1,LFQ intensity PT_D3_85_1_S1-E4_6679:229,45069.0,0.15873015873015872,7,GE5_LT10
R4PXD064962:PT_D3_85:P13796,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P13796,PT_D3_85,PT_D3_85,1,LFQ intensity PT_D3_85_1_S1-E4_6679:241,22336.0,0.06878306878306878,7,GE5_LT10
R4PXD064962:PT_D3_85:Q04695,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q04695,PT_D3_85,PT_D3_85,2,LFQ intensity PT_D3_85_1_S1-E4_6679:51;LFQ intensity PT_D3_85_2_S1-F4_6680:51,208.81;314.58,0.0,7,GE5_LT10
R4PXD064962:PT_D3_85:Q9HDC9,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q9HDC9,PT_D3_85,PT_D3_85,2,LFQ intensity PT_D3_85_1_S1-E4_6679:385;LFQ intensity PT_D3_85_2_S1-F4_6680:385,42401.0;70721.0,0.18494208494208494,7,GE5_LT10
R4PXD064962:PT_D3_96:P04004,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04004,PT_D3_96,PT_D3_96,2,LFQ intensity PT_D3_96_1_S1-A4_6647:149;LFQ intensity PT_D3_96_2_S1-B4_6648:149,2625100.0;2307300.0,0.809671669254212,8,GE5_LT10
R4PXD064962:PT_D3_96:P04264,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04264,PT_D3_96,PT_D3_96,2,LFQ intensity PT_D3_96_1_S1-A4_6647:160;LFQ intensity PT_D3_96_2_S1-B4_6648:160,486780.0;520780.0,0.5978379621643379,8,GE5_LT10
R4PXD064962:PT_D3_96:P06396,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P06396,PT_D3_96,PT_D3_96,2,LFQ intensity PT_D3_96_1_S1-A4_6647:178;LFQ intensity PT_D3_96_2_S1-B4_6648:178,2919600.0;3366200.0,0.8310907940888965,8,GE5_LT10
R4PXD064962:PT_D3_96:P07996,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P07996,PT_D3_96,PT_D3_96,2,LFQ intensity PT_D3_96_1_S1-A4_6647:202;LFQ intensity PT_D3_96_2_S1-B4_6648:202,100140.0;79934.0,0.2976252084411477,8,GE5_LT10
R4PXD064962:PT_D3_96:P09493,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P09493,PT_D3_96,PT_D3_96,1,LFQ intensity PT_D3_96_1_S1-A4_6647:322,3825.7,0.021505376344086023,8,GE5_LT10
R4PXD064962:PT_D3_96:P13796,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P13796,PT_D3_96,PT_D3_96,2,LFQ intensity PT_D3_96_1_S1-A4_6647:241;LFQ intensity PT_D3_96_2_S1-B4_6648:241,16121.0;16397.0,0.06168420447357828,8,GE5_LT10
R4PXD064962:PT_D3_96:Q04695,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q04695,PT_D3_96,PT_D3_96,2,LFQ intensity PT_D3_96_1_S1-A4_6647:51;LFQ intensity PT_D3_96_2_S1-B4_6648:51,462.34;332.47,0.0,8,GE5_LT10
R4PXD064962:PT_D3_96:Q9HDC9,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q9HDC9,PT_D3_96,PT_D3_96,2,LFQ intensity PT_D3_96_1_S1-A4_6647:385;LFQ intensity PT_D3_96_2_S1-B4_6648:385,42437.0;43773.0,0.16889483065953653,8,GE5_LT10
R4PXD064962:T_D1_133:P04004,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04004,T_D1_133,T_D1_133,2,LFQ intensity T_D1_133_1_S1-A6_6651:149;LFQ intensity T_D1_133_2_S1-B6_6652:149,2701900.0;2784500.0,0.825277520814061,9,GE5_LT10
R4PXD064962:T_D1_133:P04264,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04264,T_D1_133,T_D1_133,2,LFQ intensity T_D1_133_1_S1-A6_6651:160;LFQ intensity T_D1_133_2_S1-B6_6652:160,305980.0;346130.0,0.5054925994449584,9,GE5_LT10
R4PXD064962:T_D1_133:P06396,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P06396,T_D1_133,T_D1_133,2,LFQ intensity T_D1_133_1_S1-A6_6651:178;LFQ intensity T_D1_133_2_S1-B6_6652:178,2932700.0;3016800.0,0.836031452358927,9,GE5_LT10
R4PXD064962:T_D1_133:P07996,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P07996,T_D1_133,T_D1_133,2,LFQ intensity T_D1_133_1_S1-A6_6651:202;LFQ intensity T_D1_133_2_S1-B6_6652:202,26021.0;30548.0,0.08337187789084181,9,GE5_LT10
R4PXD064962:T_D1_133:P11021,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P11021,T_D1_133,T_D1_133,1,LFQ intensity T_D1_133_1_S1-A6_6651:229,19923.0,0.031914893617021274,9,GE5_LT10
R4PXD064962:T_D1_133:P13796,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P13796,T_D1_133,T_D1_133,2,LFQ intensity T_D1_133_1_S1-A6_6651:241;LFQ intensity T_D1_133_2_S1-B6_6652:241,22214.0;23376.0,0.05920444033302498,9,GE5_LT10
R4PXD064962:T_D1_133:P30041,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P30041,T_D1_133,T_D1_133,1,LFQ intensity T_D1_133_1_S1-A6_6651:283,18077.0,0.015957446808510637,9,GE5_LT10
R4PXD064962:T_D1_133:Q04695,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q04695,T_D1_133,T_D1_133,2,LFQ intensity T_D1_133_1_S1-A6_6651:51;LFQ intensity T_D1_133_2_S1-B6_6652:51,258.92;188.76,0.0,9,GE5_LT10
R4PXD064962:T_D1_133:Q9HDC9,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,Q9HDC9,T_D1_133,T_D1_133,2,LFQ intensity T_D1_133_1_S1-A6_6651:385;LFQ intensity T_D1_133_2_S1-B6_6652:385,37807.0;37931.0,0.13159111933395007,9,GE5_LT10
R4PXD064962:T_D1_138:P04004,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,P04004,T_D1_138,T_D1_138,2,LFQ intensity T_D1_138_1_S1-G6_6697:149;LFQ intensity T_D1_138_2_S1-H6_6698:149,2788500.0;2875400.0,0.8227603583426653,9,GE5_LT10
