analysis_unit_id,source_article_doi,source_pmcid,source_license,source_asset_id,source_worksheet,source_row,source_cell_range,core_facility_code,protein_ids,gene_names,sequence_coverage_percent,peptide_spectrum_matches,number_of_peptides,number_of_unique_peptides,replicate_1,replicate_2,replicate_3,coefficient_of_variation_percent
PMC9633814:Final Prot:110,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,110,Final Prot!A110:K110,8,P00734,NA,29.850000000000001,25,NA,12,0.000650346128870571,0.00053014383474186597,0.00072475752306546196,8.9273656941621393
PMC9633814:Final Prot:111,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,111,Final Prot!A111:K111,8,E9PIT3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:112,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,112,Final Prot!A112:K112,8,P11171,NA,18.9433333333333,20,NA,13,0.00025442052125513101,0.00025878939944720198,0.00025689175270846601,0.492715889165451
PMC9633814:Final Prot:113,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,113,Final Prot!A113:K113,8,P11171-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:114,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,114,Final Prot!A114:K114,8,P11171-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:115,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,115,Final Prot!A115:K115,8,P11171-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:116,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,116,Final Prot!A116:K116,8,A0A2R8YD30,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:117,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,117,Final Prot!A117:K117,8,P0DJI9,NA,49.453333333333298,67,NA,18,0.0049551518668160604,0.0059822848682302603,0.0060329966686963896,6.2072945673374402
PMC9633814:Final Prot:118,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,118,Final Prot!A118:K118,8,P0DOY3,NA,93.400000000000006,33,NA,11,0.00070755771668032201,0.00096750886989136495,0.00081929637637470599,9.054887676461
PMC9633814:Final Prot:119,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,119,Final Prot!A119:K119,8,P0DOY2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:120,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,120,Final Prot!A120:K120,8,P01008,NA,37.933333333333302,31,NA,13,0.00097967193371531393,0.00097938301374234397,0.00112540481172369,4.7294360753154603
PMC9633814:Final Prot:121,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,121,Final Prot!A121:K121,8,P68871,NA,50.113333333333301,21,NA,10,0.00070951274760762601,0.00091968226709395005,0.00076522729760709104,7.8761825053393002
PMC9633814:Final Prot:122,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,122,Final Prot!A122:K122,8,Q14766-3,NA,23.25,28,NA,20,0.00030846686758203998,NA,0.00037519631543608302,9.76057355603918
PMC9633814:Final Prot:123,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,123,Final Prot!A123:K123,8,C9JD84,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:124,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,124,Final Prot!A124:K124,8,P04196,NA,25.84,30,NA,13,0.00052470300013749305,0.00063891162183494598,0.00053069088347105402,6.57115916303023
PMC9633814:Final Prot:125,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,125,Final Prot!A125:K125,8,P00751,NA,20.68,23,NA,17,0.00030743824571828398,NA,NA,NA
PMC9633814:Final Prot:126,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,126,Final Prot!A126:K126,8,B4E1Z4,NA,20.105,32,NA,20,NA,0.00043832132019760799,0.00044697420502903498,0.97740071929223704
PMC9633814:Final Prot:127,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,127,Final Prot!A127:K127,8,P01860,NA,29.710000000000001,22,NA,10,0.00085221254596972102,0.00088988978472809104,0.00092813516868691,2.4623852247588101
PMC9633814:Final Prot:128,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,128,Final Prot!A128:K128,8,A0A4W9A917,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:129,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,129,Final Prot!A129:K129,8,A0A096LPE2,NA,28.8466666666667,40,NA,13,0.00117186722738884,0.00126645120114081,0.00153174031554357,8.1393124060434392
PMC9633814:Final Prot:130,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,130,Final Prot!A130:K130,8,P01009,NA,31.739999999999998,27,NA,12,0.00051774167426443698,0.00043465940625073498,0.000396074681769429,7.9860588177191296
PMC9633814:Final Prot:131,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,131,Final Prot!A131:K131,8,A0A024R6I7,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:132,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,132,Final Prot!A132:K132,8,Q13418,NA,29.6466666666667,20,NA,13,0.00046033361073872901,0.00039987766767072002,0.00045635047233575,4.4484087908170702
PMC9633814:Final Prot:133,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,133,Final Prot!A133:K133,8,A0A0A0MTH3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:134,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,134,Final Prot!A134:K134,8,Q96PD5,NA,31.0766666666667,16,NA,9,0.000429059004705165,0.00061189190006111997,0.00038481639355315698,14.624046336209201
PMC9633814:Final Prot:135,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,135,Final Prot!A135:K135,8,Q96PD5-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:136,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,136,Final Prot!A136:K136,8,P01859,NA,27.0966666666667,37,NA,14,0.00152927882862867,0.0020709440414936301,0.0020898737081169599,9.6900606377696992
PMC9633814:Final Prot:137,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,137,Final Prot!A137:K137,8,P08603,NA,19.280000000000001,23,NA,15,0.00030697637910967799,0.00031699507486352899,0.00023981038200854599,8.4158966856080699
PMC9633814:Final Prot:138,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,138,Final Prot!A138:K138,8,P00739,NA,26.149999999999999,16,NA,8,0.00033570310379669403,0.00031015521709273398,NA,3.9556487665556399
PMC9633814:Final Prot:139,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,139,Final Prot!A139:K139,8,P00739-2,NA,29.09,18,NA,9,NA,NA,0.000417075969199164,NA
PMC9633814:Final Prot:140,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,140,Final Prot!A140:K140,8,P04406,NA,36.219999999999999,18,NA,10,0.000271154678599449,0.000256486587446295,0.000255259761534318,1.9566194758737401
PMC9633814:Final Prot:141,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,141,Final Prot!A141:K141,8,P19827,NA,15.516666666666699,21,NA,13,0.00026478072849992699,0.000407099604162249,0.000375100064344507,12.3520189219035
PMC9633814:Final Prot:142,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,142,Final Prot!A142:K142,8,P02751,NA,8.0199999999999996,20,NA,13,0.000340913015441312,0.00034982417877203102,0.00046619602391918,10.465049090895301
PMC9633814:Final Prot:143,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,143,Final Prot!A143:K143,8,P02751-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:144,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,144,Final Prot!A144:K144,8,P02751-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:145,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,145,Final Prot!A145:K145,8,P02751-6,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:146,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,146,Final Prot!A146:K146,8,P02751-7,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:147,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,147,Final Prot!A147:K147,8,P02751-8,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:148,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,148,Final Prot!A148:K148,8,P02751-9,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:149,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,149,Final Prot!A149:K149,8,P02751-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:150,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,150,Final Prot!A150:K150,8,P02751-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:151,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,151,Final Prot!A151:K151,8,P02751-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:152,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,152,Final Prot!A152:K152,8,P02751-13,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:153,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,153,Final Prot!A153:K153,8,P02751-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:154,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,154,Final Prot!A154:K154,8,P02751-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:155,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,155,Final Prot!A155:K155,8,P05090,NA,37.036666666666697,14,NA,9,0.00035035521002067799,0.00041280134349979102,0.00024869935960346301,14.178140355511699
PMC9633814:Final Prot:156,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,156,Final Prot!A156:K156,8,P08567,NA,23.713333333333299,6,NA,5,0.00021580696821882299,0.00013968716318002599,0.00012302463949518999,17.904217170367598
PMC9633814:Final Prot:157,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,157,Final Prot!A157:K157,8,P67936,NA,39.383333333333297,15,NA,7,0.000319291170768122,0.00038768780138338403,0.00044404263320859798,9.4008293069276494
PMC9633814:Final Prot:158,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,158,Final Prot!A158:K158,8,O00187,NA,6.71,27,NA,7,0.00090236756460198404,0.00079793999884643905,0.00072901561006591799,6.2228468166445996
PMC9633814:Final Prot:159,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,159,Final Prot!A159:K159,8,P04003,NA,21.946666666666701,26,NA,13,0.00046979215483627999,0.00051522285534146201,0.00040008362246122799,7.2521670363153401
PMC9633814:Final Prot:160,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,160,Final Prot!A160:K160,8,P02775,NA,39.840000000000003,20,NA,6,0.0010448303612803299,0.000768341491699441,0.00072121212188092998,11.948339720589299
PMC9633814:Final Prot:161,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,161,Final Prot!A161:K161,8,Q86UX7,NA,16.289999999999999,10,NA,6,0.00017610278616132999,0.00015621812138880199,0.000123039335823285,10.1968804415362
PMC9633814:Final Prot:162,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,162,Final Prot!A162:K162,8,Q86UX7-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:163,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,163,Final Prot!A163:K163,8,P05556,NA,15.33,17,NA,10,0.00025681777542573301,0.000279592170803665,0.00026017327631846598,2.6733984960597601
PMC9633814:Final Prot:164,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,164,Final Prot!A164:K164,8,H7C4K3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:165,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,165,Final Prot!A165:K165,8,P12814,NA,11.3233333333333,13,NA,8,0.00031786334628124997,0.00027423740822847,0.00021873323966477301,10.613070291600801
PMC9633814:Final Prot:166,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,166,Final Prot!A166:K166,8,P12814-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:167,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,167,Final Prot!A167:K167,8,P12814-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:168,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,168,Final Prot!A168:K168,8,A0A7I2V4Y4,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:169,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,169,Final Prot!A169:K169,8,H9KV75,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:170,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,170,Final Prot!A170:K170,8,P13929,NA,22.3466666666667,16,NA,8,0.00021694860010071601,0.00032931630611244297,0.00026617269727036201,12.008534285593599
PMC9633814:Final Prot:171,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,171,Final Prot!A171:K171,8,P13929-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:172,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,172,Final Prot!A172:K172,8,P23528,NA,36.543333333333301,12,NA,7,0.00029589082337129301,0.00023779513150650901,0.00034231352963173697,10.354294086223801
PMC9633814:Final Prot:173,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,173,Final Prot!A173:K173,8,P16452,NA,17.030000000000001,20,NA,9,0.00049961352393178998,0.00050879694024921003,0.00060623248047864196,6.33804223525342
PMC9633814:Final Prot:174,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,174,Final Prot!A174:K174,8,P16452-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:175,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,175,Final Prot!A175:K175,8,P16452-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:176,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,176,Final Prot!A176:K176,8,P13671,NA,12.706666666666701,11,NA,9,0.000146756947639455,0.000144544920741416,7.0239698874586094e-05,20.8649765680277
PMC9633814:Final Prot:177,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,177,Final Prot!A177:K177,8,P13224,NA,35.920000000000002,19,NA,10,0.0009864787788054271,0.00099714099769838494,0.00040197191470250497,24.7280474371507
PMC9633814:Final Prot:178,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,178,Final Prot!A178:K178,8,P13224-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:179,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,179,Final Prot!A179:K179,8,Q15942,NA,19.406666666666698,10,NA,6,0.00018418613290703301,0.000219646670349287,0.00020829919110415399,5.1240617262897503
PMC9633814:Final Prot:180,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,180,Final Prot!A180:K180,8,H0Y2Y8,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:181,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,181,Final Prot!A181:K181,8,P02776,NA,50.490000000000002,15,NA,7,0.00025723474152694701,0.00039184914550221699,0.00040861464002802701,13.5891631482286
PMC9633814:Final Prot:182,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,182,Final Prot!A182:K182,8,O00151,NA,25.026666666666699,7,NA,6,0.00023423745036023,8.2752035340389506e-05,7.7887698960019605e-05,38.993192616364801
PMC9633814:Final Prot:183,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,183,Final Prot!A183:K183,8,P14618,NA,19.5833333333333,12,NA,8,0.000285028964503919,0.00027221857502817998,0.00023890158793134301,5.1802290325221403
PMC9633814:Final Prot:184,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,184,Final Prot!A184:K184,8,P14618-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:185,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,185,Final Prot!A185:K185,8,H3BTN5,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:186,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,186,Final Prot!A186:K186,8,Q9BWP8,NA,27.9233333333333,9,NA,7,0.000110104272270875,0.00010550846811669101,4.7812336066268898e-05,22.824672566829399
PMC9633814:Final Prot:187,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,187,Final Prot!A187:K187,8,Q9BWP8-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:188,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,188,Final Prot!A188:K188,8,Q9BWP8-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:189,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,189,Final Prot!A189:K189,8,Q9BWP8-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:190,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,190,Final Prot!A190:K190,8,Q9BWP8-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:191,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,191,Final Prot!A191:K191,8,Q9BWP8-6,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:192,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,192,Final Prot!A192:K192,8,Q9BWP8-7,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:193,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,193,Final Prot!A193:K193,8,Q9BWP8-8,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:194,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,194,Final Prot!A194:K194,8,Q9BWP8-9,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:195,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,195,Final Prot!A195:K195,8,Q9BWP8-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:196,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,196,Final Prot!A196:K196,8,P02763,NA,18.41,16,NA,6,0.00033384649030351302,0.000399501891152599,0.00041942047150032901,6.7279193440478799
PMC9633814:Final Prot:197,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,197,Final Prot!A197:K197,8,P68363,NA,12.043333333333299,7,NA,4,0.00026125569731322897,0.00040935569644050902,0.00040684707279403702,13.630386870357899
PMC9633814:Final Prot:198,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,198,Final Prot!A198:K198,8,O14791,NA,13.313333333333301,8,NA,6,0.00016979799390896399,0.000118177531751557,9.3135851839570204e-05,17.766027476636701
PMC9633814:Final Prot:199,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,199,Final Prot!A199:K199,8,O14791-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:200,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,200,Final Prot!A200:K200,8,O14791-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:201,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,201,Final Prot!A201:K201,8,P01023,NA,8.93333333333333,18,NA,10,0.00029515063315201399,0.00021758612817208601,0.00023583953597600401,9.3831119754358401
PMC9633814:Final Prot:202,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,202,Final Prot!A202:K202,8,P69905,NA,55.163333333333298,25,NA,7,0.00081267533413514502,0.00080149280741457704,0.00116528834277501,12.8922745288664
PMC9633814:Final Prot:203,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,203,Final Prot!A203:K203,8,A0A2R8Y7C0,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:204,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,204,Final Prot!A204:K204,8,HBA_HUMAN,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:205,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,205,Final Prot!A205:K205,8,P08697,NA,15.953333333333299,9,NA,5,0.000143248479520951,9.8307205630513694e-05,0.00015622400152585499,13.234050992777201
PMC9633814:Final Prot:206,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,206,Final Prot!A206:K206,8,P08697-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:207,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,207,Final Prot!A207:K207,8,A0A0G2JPA8,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:208,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,208,Final Prot!A208:K208,8,P61224,NA,28.0766666666667,8,NA,5,0.00018982510858448799,0.00021555588576579099,0.00022696014381090701,5.2104779652005
PMC9633814:Final Prot:209,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,209,Final Prot!A209:K209,8,P61224-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:210,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,210,Final Prot!A210:K210,8,P61224-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:211,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,211,Final Prot!A211:K211,8,P61224-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:212,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,212,Final Prot!A212:K212,8,P00748,NA,11.8166666666667,9,NA,6,0.00026752924978762599,0.00015961086417106801,0.00025259247156845101,14.899900106149
PMC9633814:Final Prot:213,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,213,Final Prot!A213:K213,8,P02748,NA,10.016666666666699,16,NA,8,0.00033295011413681701,0.00035016489343912003,0.000466109493017438,10.915278934924901
