target_observation_id,source_id,laboratory_anchor,source_license,canonical_accession,measurement_batch_id,biological_unit_id,source_asset_id,source_worksheet,source_row,source_coordinate,source_identifier,source_sample,condition_label,technical_replicate_id,author_quantity_type,author_numeric_value,author_value_state,rank_target_eligible,prefrozen_target_universe_member,multi_accession_group_flag,source_local_rank_percentile,source_batch_positive_count,cross_source_scale_use
T250_00dd0b86858e08588ef2,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P26038,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO83,,blood_proteomics_xlsx,sGO 0h v 6h,169,U169,MOES_HUMAN;Q6PJT4_HUMAN;EZRI_HUMAN;B7Z4C7_HUMAN;B7Z5V2_HUMAN;B7Z2S7_HUMAN;Q9UJZ7_HUMAN;Q9UJZ8_HUMAN;V9GZ54_HUMAN;E9PNV3_HUMAN,,,,NORMALIZED_ABUNDANCE,0.002515021565850129,POSITIVE_FINITE,true,true,true,0.61111111111111116,19,PROHIBITED
T250_00ea05c68ea6032f06ad,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,CC-BY-3.0,Q9HDC9,PMC6592156:PH:pH 7.7:Rep2,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,pH,322,pH!P322,Q9HDC9,pH 7.7,pH 7.7,Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,5.0025548081484814,POSITIVE_LOG_LFQ,true,true,false,0,308,PROHIBITED
T250_0110831be31b07057451,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,CC-BY-3.0,P07996,PMC6592156:TEMPERATURE:17 °C:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,Temperature,101,Temperature!G101,P07996,17 °C,17 °C,Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,7.8575305596881586,POSITIVE_LOG_LFQ,true,true,false,0.83881578947368418,305,PROHIBITED
T250_0130a50adc4b1e1d718b,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P06396,PT_D1_23,PT_D1_23,protein_groups,,178,LFQ intensity PT_D1_23_2_S1-H1_6688:178,P06396;CON__Q3SX14,PT_D1_23_2_S1-H1_6688,,2,,1786200.0,POSITIVE,true,true,true,0.9285714285714286,15,PROHIBITED
T250_020b048f88f18029d4d8,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,"Dalian University of Technology, China",CC0,P60174,R4_PXD060795_F2,POOLED_OR_UNSPECIFIED_HUMAN_PLASMA,search_result_workbook,Proteins,150,Y150,P60174,,A_PLA,,PROTEOME_DISCOVERER_NORMALIZED_ABUNDANCE,1553711.05660572,POSITIVE,true,true,false,0.26315789473684209,20,PROHIBITED
T250_022e43ad9c567f129321,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P26038,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO115,,blood_proteomics_xlsx,usGO 0h vs 6h,86,Y86,MOES_HUMAN;Q6PJT4_HUMAN;B7Z4C7_HUMAN;RADI_HUMAN;B7Z2S7_HUMAN;Q9UJZ2_HUMAN;Q9UJZ7_HUMAN;Q9UJZ8_HUMAN;V9GZ54_HUMAN;E9PNV3_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00245632567703936,POSITIVE_FINITE,true,true,true,0.73684210526315785,20,PROHIBITED
T250_027b9dcb4556170a14ba,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P06396,PT_D1_20,PT_D1_20,protein_groups,,178,LFQ intensity PT_D1_20_1_S1-E1_6673:178,P06396;CON__Q3SX14,PT_D1_20_1_S1-E1_6673,,1,,2257000.0,POSITIVE,true,true,true,0.72727272727272729,12,PROHIBITED
T250_0281eebeb8a988fa794f,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P04004,PT_D3_96,PT_D3_96,protein_groups,,149,LFQ intensity PT_D3_96_1_S1-A4_6647:149,P04004;CON__Q3ZBS7,PT_D3_96_1_S1-A4_6647,,1,,2625100.0,POSITIVE,true,true,true,0.8571428571428571,15,PROHIBITED
T250_029c68f36f38d63c37a7,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P06396,PT_D3_06,PT_D3_06,protein_groups,,178,LFQ intensity PT_D3_06_2_S1-F5_6682:178,P06396;CON__Q3SX14,PT_D3_06_2_S1-F5_6682,,2,,2770800.0,POSITIVE,true,true,true,0.9285714285714286,15,PROHIBITED
T250_02aa4db832a4f6e47e14,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,"Dalian University of Technology, China",CC0,P06396,R4_PXD060795_F7,POOLED_OR_UNSPECIFIED_HUMAN_PLASMA,search_result_workbook,Proteins,333,AD333,P06396,,PLA,,PROTEOME_DISCOVERER_NORMALIZED_ABUNDANCE,1250325103.99432,POSITIVE,true,true,false,0.9375,17,PROHIBITED
T250_030821b780c44560483c,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,Q9HDC9,PT_D1_73,PT_D1_73,protein_groups,,385,LFQ intensity PT_D1_73_2_S1-B3_6646:385,Q9HDC9,PT_D1_73_2_S1-B3_6646,,2,,42058.0,POSITIVE,true,true,false,0.59999999999999998,16,PROHIBITED
T250_0413120472e4ad7539e0,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P06396,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO60,,blood_proteomics_xlsx,usGO 0h vs 6h,283,H283,B7Z2X4_HUMAN;GELS_HUMAN;B7Z4U6_HUMAN;B3KS49_HUMAN;Q5T0I0_HUMAN;A0A0U1RQL8_HUMAN;Q69YR8_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0013650431043962293,POSITIVE_FINITE,true,true,true,0.72222222222222221,19,PROHIBITED
T250_0434bf53c1b1c1c21aa3,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,CC-BY-3.0,P60174,PMC6592156:PH:pH 7.7:Rep2,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,pH,248,pH!P248,P60174,pH 7.7,pH 7.7,Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,5.6844647385778764,POSITIVE_LOG_LFQ,true,true,false,0.013029315960912053,308,PROHIBITED
T250_048c290406639e2320f0,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P04004,PT_D1_18,PT_D1_18,protein_groups,,149,LFQ intensity PT_D1_18_2_S1-D1_6658:149,P04004;CON__Q3ZBS7,PT_D1_18_2_S1-D1_6658,,2,,1514000.0,POSITIVE,true,true,true,0.75,13,PROHIBITED
T250_049668e1b16ac1935ef2,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P06396,PT_D3_42,PT_D3_42,protein_groups,,178,LFQ intensity PT_D3_42_1_S1-G4_6693:178,P06396;CON__Q3SX14,PT_D3_42_1_S1-G4_6693,,1,,2465200.0,POSITIVE,true,true,true,0.76923076923076927,14,PROHIBITED
T250_04feae7d60c00929e7de,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P04004,PT_D1_73,PT_D1_73,protein_groups,,149,LFQ intensity PT_D1_73_2_S1-B3_6646:149,P04004;CON__Q3ZBS7,PT_D1_73_2_S1-B3_6646,,2,,3251000.0,POSITIVE,true,true,true,0.80000000000000004,16,PROHIBITED
T250_0525041f90cc4e816489,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,Q9HDC9,PT_D3_42,PT_D3_42,protein_groups,,385,LFQ intensity PT_D3_42_2_S1-H4_6694:385,Q9HDC9,PT_D3_42_2_S1-H4_6694,,2,,76997.0,POSITIVE,true,true,false,0.38461538461538464,14,PROHIBITED
T250_05299dd334a8bcf45882,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,CC-BY-3.0,P06396,PMC6592156:PH:pH 6.8:Rep2,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,pH,5,pH!L5,P06396,pH 6.8,pH 6.8,Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,7.4554798954303934,POSITIVE_LOG_LFQ,true,true,false,0.8409893992932862,284,PROHIBITED
T250_0601f1af35ff95936b2b,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,Q9HDC9,PT_D1_33,PT_D1_33,protein_groups,,385,LFQ intensity PT_D1_33_2_S1-B2_6644:385,Q9HDC9,PT_D1_33_2_S1-B2_6644,,2,,42701.0,POSITIVE,true,true,false,0.5,17,PROHIBITED
T250_064e93a3fae696138584,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,Q9HDC9,PT_D3_22,PT_D3_22,protein_groups,,385,LFQ intensity PT_D3_22_2_S1-D4_6664:385,Q9HDC9,PT_D3_22_2_S1-D4_6664,,2,,48098.0,POSITIVE,true,true,false,0.5,13,PROHIBITED
T250_065d7fa08f8ad206a33c,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,CC-BY-3.0,P04004,PMC6592156:TEMPERATURE:41 °C:Rep3,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,Temperature,18,Temperature!Q18,P04004,41 °C,41 °C,Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,9.6906908907565104,POSITIVE_LOG_LFQ,true,true,false,0.9860788863109049,432,PROHIBITED
T250_0683d412095e6d2c19ac,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P04004,PT_D3_37,PT_D3_37,protein_groups,,149,LFQ intensity PT_D3_37_1_S1-G5_6695:149,P04004;CON__Q3ZBS7,PT_D3_37_1_S1-G5_6695,,1,,1774100.0,POSITIVE,true,true,true,0.76923076923076927,14,PROHIBITED
T250_06a22f57fd064ace1382,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P06396,PT_D3_14,PT_D3_14,protein_groups,,178,LFQ intensity PT_D3_14_1_S1-C5_6665:178,P06396;CON__Q3SX14,PT_D3_14_1_S1-C5_6665,,1,,3581100.0,POSITIVE,true,true,true,0.93333333333333335,16,PROHIBITED
T250_06c1d053539ffd34fcd9,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P06396,PT_D1_18,PT_D1_18,protein_groups,,178,LFQ intensity PT_D1_18_2_S1-D1_6658:178,P06396;CON__Q3SX14,PT_D1_18_2_S1-D1_6658,,2,,2437400.0,POSITIVE,true,true,true,1,13,PROHIBITED
T250_07d7485a752b58433420,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,Q9HDC9,T_D1_186,T_D1_186,protein_groups,,385,LFQ intensity T_D1_186_1_S1-C6_6667:385,Q9HDC9,T_D1_186_1_S1-C6_6667,,1,,57706.0,POSITIVE,true,true,false,0.53846153846153844,14,PROHIBITED
T250_07e7439d493565c4d807,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,"Dalian University of Technology, China",CC0,P06396,R4_PXD060795_F8,POOLED_OR_UNSPECIFIED_HUMAN_PLASMA,search_result_workbook,Proteins,333,AE333,P06396,,PLA,,PROTEOME_DISCOVERER_NORMALIZED_ABUNDANCE,1308700630.35647,POSITIVE,true,true,false,0.93333333333333335,16,PROHIBITED
T250_07ed675e205b7e7bac8f,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,CC-BY-3.0,P07996,PMC6592156:PH:pH 7.7:Rep2,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,pH,70,pH!P70,P07996,pH 7.7,pH 7.7,Rep2,LOG_CONVERTED_LFQ_ABUNDANCE,7.9715842347870627,POSITIVE_LOG_LFQ,true,true,false,0.83713355048859939,308,PROHIBITED
T250_07f6462e3e634bf197d4,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,Q9HDC9,PT_D1_34,PT_D1_34,protein_groups,,385,LFQ intensity PT_D1_34_1_S1-C2_6659:385,Q9HDC9,PT_D1_34_1_S1-C2_6659,,1,,14298.0,POSITIVE,true,true,false,0.41666666666666669,13,PROHIBITED
T250_0833138dddd1b8ae12f5,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,"Dalian University of Technology, China",CC0,P26038,R4_PXD060795_F7,POOLED_OR_UNSPECIFIED_HUMAN_PLASMA,search_result_workbook,Proteins,210,AD210,P26038,,PLA,,PROTEOME_DISCOVERER_NORMALIZED_ABUNDANCE,606067.641676718,POSITIVE,true,true,false,0.375,17,PROHIBITED
T250_083eb319b7bb053cc305,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,Q9HDC9,PT_D1_16,PT_D1_16,protein_groups,,385,LFQ intensity PT_D1_16_1_S1-A1_6641:385,Q9HDC9,PT_D1_16_1_S1-A1_6641,,1,,52658.0,POSITIVE,true,true,false,0.5625,17,PROHIBITED
T250_08bf8b327da1fcb19430,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P26038,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO11,,blood_proteomics_xlsx,usGO 0h vs 6h,86,P86,MOES_HUMAN;Q6PJT4_HUMAN;B7Z4C7_HUMAN;RADI_HUMAN;B7Z2S7_HUMAN;Q9UJZ2_HUMAN;Q9UJZ7_HUMAN;Q9UJZ8_HUMAN;V9GZ54_HUMAN;E9PNV3_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0054583996112976723,POSITIVE_FINITE,true,true,true,0.52631578947368418,20,PROHIBITED
T250_09f3e65b9c964100c337,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P07996,PT_D3_06,PT_D3_06,protein_groups,,202,LFQ intensity PT_D3_06_2_S1-F5_6682:202,P07996;CON__Q28194;P35442,PT_D3_06_2_S1-F5_6682,,2,,14777.0,POSITIVE,true,true,true,0.21428571428571427,15,PROHIBITED
T250_0a97c5945a108f2a9f74,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q9HDC9,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO66,,blood_proteomics_xlsx,sGO 0h v 6h,413,T413,APMAP_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0011512565165834718,POSITIVE_FINITE,true,true,false,0.66666666666666663,19,PROHIBITED
T250_0ad7430a35cfda319545,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P07996,PT_D1_81,PT_D1_81,protein_groups,,202,LFQ intensity PT_D1_81_2_S1-D3_6662:202,P07996;CON__Q28194;P35442,PT_D1_81_2_S1-D3_6662,,2,,110660.0,POSITIVE,true,true,true,0.6428571428571429,15,PROHIBITED
T250_0ae2157e946aa227f0a0,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P05556,PT_D1_33,PT_D1_33,protein_groups,,173,LFQ intensity PT_D1_33_2_S1-B2_6644:173,P05556,PT_D1_33_2_S1-B2_6644,,2,,28827.0,POSITIVE,true,true,false,0.375,17,PROHIBITED
T250_0b0b7b180f7ec6b05cfe,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P06396,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO64,,blood_proteomics_xlsx,sGO 0h v 6h,514,G514,GELS_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0018258944889038907,POSITIVE_FINITE,true,true,false,0.6470588235294118,18,PROHIBITED
T250_0bbb42bf9ad23ba445ec,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,"Dalian University of Technology, China",CC0,P05556,R4_PXD060795_F3,POOLED_OR_UNSPECIFIED_HUMAN_PLASMA,search_result_workbook,Proteins,338,Z338,P05556,,A_PLA,,PROTEOME_DISCOVERER_NORMALIZED_ABUNDANCE,106270.271043286,POSITIVE,true,true,false,0,19,PROHIBITED
T250_0c6af02c0ca69254a9e9,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P07996,PT_D3_22,PT_D3_22,protein_groups,,202,LFQ intensity PT_D3_22_2_S1-D4_6664:202,P07996;CON__Q28194;P35442,PT_D3_22_2_S1-D4_6664,,2,,20723.0,POSITIVE,true,true,true,0.25,13,PROHIBITED
T250_0cb4a06cf9d6c90fd441,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P07996,PT_D1_73,PT_D1_73,protein_groups,,202,LFQ intensity PT_D1_73_2_S1-B3_6646:202,P07996;CON__Q28194;P35442,PT_D1_73_2_S1-B3_6646,,2,,17572.0,POSITIVE,true,true,true,0.40000000000000002,16,PROHIBITED
T250_0d01060ca8a8f10c1240,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,CC-BY-3.0,P04004,PMC6592156:TEMPERATURE:41 °C:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,Temperature,18,Temperature!O18,P04004,41 °C,41 °C,Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,9.7955251478629783,POSITIVE_LOG_LFQ,true,true,false,1,472,PROHIBITED
T250_0d2fec4ad42257ab4ba0,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,CC-BY-3.0,P05556,PMC6592156:TEMPERATURE:30 °C:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,Temperature,228,Temperature!K228,P05556,30 °C,30 °C,Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,6.7775378311617738,POSITIVE_LOG_LFQ,true,true,false,0.4935064935064935,386,PROHIBITED
T250_0e3252ef2b55f18aa194,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q9HDC9,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO115,,blood_proteomics_xlsx,usGO 0h vs 6h,644,Y644,APMAP_HUMAN,,,,NORMALIZED_ABUNDANCE,0.00086094691146116958,POSITIVE_FINITE,true,true,false,0.52631578947368418,20,PROHIBITED
T250_0e9bc771d5a2d778d682,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,"Dalian University of Technology, China",CC0,P06396,R4_PXD060795_F2,POOLED_OR_UNSPECIFIED_HUMAN_PLASMA,search_result_workbook,Proteins,333,Y333,P06396,,A_PLA,,PROTEOME_DISCOVERER_NORMALIZED_ABUNDANCE,79534562.772273,POSITIVE,true,true,false,0.84210526315789469,20,PROHIBITED
T250_0fcad4451c457609d7c3,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P05556,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO62,,blood_proteomics_xlsx,usGO 0h vs 6h,73,U73,ITB1_HUMAN;H7C4N8_HUMAN;C9JPK5_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0013524764691200991,POSITIVE_FINITE,true,true,true,0.52631578947368418,20,PROHIBITED
T250_106f49602313f2d52342,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,CC-BY-3.0,P06396,PMC6592156:TEMPERATURE:47 °C:Rep3,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,Temperature,6,Temperature!U6,P06396,47 °C,47 °C,Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,9.1630369331767039,POSITIVE_LOG_LFQ,true,true,false,0.9296875,257,PROHIBITED
T250_109109bbd28a91b27880,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,CC-BY-3.0,P26038,PMC6592156:TEMPERATURE:17 °C:Rep3,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,Temperature,317,Temperature!I317,P26038,17 °C,17 °C,Rep3,LOG_CONVERTED_LFQ_ABUNDANCE,6.316004226076398,POSITIVE_LOG_LFQ,true,true,false,0.15699658703071673,294,PROHIBITED
T250_1096d13540e042a629ff,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,CC-BY-3.0,Q9HDC9,PMC6592156:TEMPERATURE:4 °C:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,Temperature,70,Temperature!C70,Q9HDC9,4 °C,4 °C,Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,6.7040121535948352,POSITIVE_LOG_LFQ,true,true,false,0.28021978021978022,365,PROHIBITED
T250_10c84a5fbb7df9d187ea,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,CC-BY-3.0,P07996,PMC6592156:TEMPERATURE:4 °C:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,Temperature,101,Temperature!C101,P07996,4 °C,4 °C,Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,7.8079823977360148,POSITIVE_LOG_LFQ,true,true,false,0.73901098901098905,365,PROHIBITED
T250_114f5bcc1713f4ae0b1d,PMC6592156_SILVER_NANOPARTICLE_HUMAN_PLASMA,University of Southern Denmark / Russian Academy of Sciences study,CC-BY-3.0,Q9HDC9,PMC6592156:TEMPERATURE:47 °C:Rep1,UNRESOLVED_PUBLIC_MAP,supplementary_data_2_lfq_xlsx,Temperature,70,Temperature!S70,Q9HDC9,47 °C,47 °C,Rep1,LOG_CONVERTED_LFQ_ABUNDANCE,7.6437556009300014,POSITIVE_LOG_LFQ,true,true,false,0.56934306569343063,275,PROHIBITED
T250_11bfad1d1404355bb6bf,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,"Dalian University of Technology, China",CC0,P04004,R4_PXD060795_F7,POOLED_OR_UNSPECIFIED_HUMAN_PLASMA,search_result_workbook,Proteins,372,AD372,P04004,,PLA,,PROTEOME_DISCOVERER_NORMALIZED_ABUNDANCE,1031422622.08276,POSITIVE,true,true,false,0.875,17,PROHIBITED
T250_121598300486c0d17a78,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P04004,T_D1_138,T_D1_138,protein_groups,,149,LFQ intensity T_D1_138_2_S1-H6_6698:149,P04004;CON__Q3ZBS7,T_D1_138_2_S1-H6_6698,,2,,2875400.0,POSITIVE,true,true,true,1,15,PROHIBITED
T250_12274f09f8d63f0b9389,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q9HDC9,R4_EDINBURGH_USGO_20210324_6pm_KostarelosK_OkweloguE_EO120,,blood_proteomics_xlsx,usGO 0h vs 6h,644,Z644,APMAP_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0013320642914459507,POSITIVE_FINITE,true,true,false,0.47368421052631576,20,PROHIBITED
T250_12e336936cf163776734,PXD060795_DALIAN_PLA_MICRO_NANOPLASTIC_HUMAN_PLASMA_CORONA,"Dalian University of Technology, China",CC0,P60174,R4_PXD060795_F3,POOLED_OR_UNSPECIFIED_HUMAN_PLASMA,search_result_workbook,Proteins,150,Z150,P60174,,A_PLA,,PROTEOME_DISCOVERER_NORMALIZED_ABUNDANCE,1343537.29391201,POSITIVE,true,true,false,0.22222222222222221,19,PROHIBITED
T250_1342b850fbf640600270,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P06396,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO10,,blood_proteomics_xlsx,sGO 0h v 6h,514,N514,GELS_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0028905136872245055,POSITIVE_FINITE,true,true,false,0.3888888888888889,19,PROHIBITED
T250_1365cef30e94999c9e4d,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,Q9HDC9,T_D1_173,T_D1_173,protein_groups,,385,LFQ intensity T_D1_173_1_S1-E6_6683:385,Q9HDC9,T_D1_173_1_S1-E6_6683,,1,,57857.0,POSITIVE,true,true,false,0.42857142857142855,15,PROHIBITED
T250_139a790d857b5d5573df,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P04004,T_D3_119a,T_D3_119a,protein_groups,,149,LFQ intensity T_D3_119a_2_S1-F7_6686:149,P04004;CON__Q3ZBS7,T_D3_119a_2_S1-F7_6686,,2,,2145000.0,POSITIVE,true,true,true,0.84615384615384615,14,PROHIBITED
T250_1460e61b9e15698da0eb,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P04004,PT_D1_73,PT_D1_73,protein_groups,,149,LFQ intensity PT_D1_73_1_S1-A3_6645:149,P04004;CON__Q3ZBS7,PT_D1_73_1_S1-A3_6645,,1,,3262100.0,POSITIVE,true,true,true,0.8666666666666667,16,PROHIBITED
T250_1489a3fc27ac75c65afd,PXD064962_UCD_EVENT,University College Dublin / Conway Institute,CC0,P05556,PT_D1_23,PT_D1_23,protein_groups,,173,LFQ intensity PT_D1_23_1_S1-G1_6687:173,P05556,PT_D1_23_1_S1-G1_6687,,1,,21134.0,POSITIVE,true,true,false,0.2857142857142857,15,PROHIBITED
T250_14f439f2d3dbed8b234f,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P26038,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO94,,blood_proteomics_xlsx,sGO 0h v 6h,169,J169,MOES_HUMAN;Q6PJT4_HUMAN;EZRI_HUMAN;B7Z4C7_HUMAN;B7Z5V2_HUMAN;B7Z2S7_HUMAN;Q9UJZ7_HUMAN;Q9UJZ8_HUMAN;V9GZ54_HUMAN;E9PNV3_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0015457374912442659,POSITIVE_FINITE,true,true,true,0.6875,17,PROHIBITED
T250_1560bf3bec3de67c444d,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,P06396,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO113,,blood_proteomics_xlsx,sGO 0h v 6h,514,M514,GELS_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0019875485960324122,POSITIVE_FINITE,true,true,false,0.66666666666666663,19,PROHIBITED
T250_15a1db32a4333d3ad45d,EDINBURGH_DS7545_HUMAN_PLASMA_NANOOMICS,University of Edinburgh-led controlled human exposure study,CC-BY-4.0,Q9HDC9,R4_EDINBURGH_SGO_20210324_6pm_KostarelosK_OkweloguE_EO97,,blood_proteomics_xlsx,sGO 0h v 6h,413,V413,APMAP_HUMAN,,,,NORMALIZED_ABUNDANCE,0.0017424241391567363,POSITIVE_FINITE,true,true,false,0.61111111111111116,19,PROHIBITED
